#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   1  26  9.4e-173  1.2e-169  564.6  41.2     1   272     1   274     1   278 0.99 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   2  26   2.6e-38   3.3e-35  118.3   3.1   266   336   503   573   495   581 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   3  26  1.3e-141  1.6e-138  461.2  30.5   329   589   649   916   643   922 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   4  26  1.3e-249  1.6e-246  819.7  31.9   585   978   958  1359   949  1371 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   5  26     1e-71   1.3e-68  229.2  10.7   977  1108  1393  1524  1381  1531 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   6  26   4.8e-60   6.1e-57  190.4   4.9  1104  1208  1555  1665  1551  1671 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   7  26   1.9e-73   2.4e-70  234.9  38.2  1213  1399  1881  2136  1878  2150 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   8  26     8e-23     1e-19   66.9   3.3  1395  1442  2172  2219  2167  2222 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5   9  26   7.4e-86   9.3e-83  276.1  18.0  1439  1586  2339  2486  2315  2503 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  10  26  8.4e-193  1.1e-189  631.1  35.3  1583  1933  2526  2925  2523  2946 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  11  26     3e-09   3.7e-06   21.9   4.3  1923  1952  2983  3012  2968  3017 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  12  26   2.9e-54   3.7e-51  171.2  11.4  1948  2051  3067  3174  3027  3190 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  13  26   4.1e-32   5.1e-29   97.7  23.7  2053  2125  3245  3317  3232  3361 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  14  26   3.1e-60   3.9e-57  191.1  29.1  2070  2236  3323  3498  3318  3502 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  15  26   7.2e-54   9.1e-51  169.9   7.1  2233  2331  3535  3633  3531  3639 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  16  26   1.4e-56   1.7e-53  179.0   8.7  2331  2429  3704  3802  3696  3820 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  17  26   3.3e-34   4.1e-31  104.7   1.8  2427  2500  3865  3939  3861  3944 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  18  26  1.5e-121  1.8e-118  394.6  15.9  2496  2681  3994  4179  3979  4185 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  19  26   6.8e-60   8.6e-57  190.0   1.2  2676  2790  4205  4327  4187  4332 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  20  26    6e-170  7.6e-167  555.2  21.6  2778  3061  4436  4743  4428  4746 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  21  26  2.2e-136  2.8e-133  443.8  16.6  3057  3291  4872  5115  4858  5127 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  22  26   1.3e-71   1.7e-68  228.8   0.7  3284  3414  5174  5325  5166  5333 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  23  26  1.3e-220  1.7e-217  723.4  48.0  3410  3830  5397  5886  5386  5907 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  24  26    0.0063       7.9    0.9   0.0  3825  3851  5953  5981  5944  5989 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  25  26  1.5e-123  1.8e-120  401.3  17.3  3852  4081  6051  6315  6027  6323 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74979.1           -           6643 43at5820             -           4310         0 7751.6 609.5  26  26  8.6e-129  1.1e-125  418.6   2.4  4083  4310  6407  6643  6393  6643 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70391.1           -            254 43at5820             -           4310       1.9    2.9  22.1   1   1    0.0021       2.6    2.5  22.1  3543  3654   129   245    95   250 0.66 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71170.1           -            257 43at5820             -           4310       4.6    1.7  13.6   1   1    0.0038       4.7    1.6  13.6  3609  3651    99   141    77   228 0.85 Plasmodium exported protein, unknown function [Plasmodium vivax]
SCO75135.1           -            543 43at5820             -           4310       5.6    1.4  25.4   1   1    0.0068       8.6    0.7  25.4  3605  3654   145   193   110   197 0.59 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75730.1           -            400 43at5820             -           4310         9    0.7  11.7   1   1     0.011        14    0.0  11.7  3521  3657   147   290   136   326 0.65 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/43at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
