#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   1  11   8.8e-16   5.5e-12   42.5   2.2     1    38    10    47    10    53 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   2  11   8.9e-22   5.6e-18   62.3   0.0    36   102   107   176   104   179 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   3  11   1.1e-72     7e-69  231.0   0.0   103   268   216   399   214   413 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   4  11   1.4e-10   8.5e-07   25.3   0.1   264   305   430   471   423   482 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   5  11  5.4e-110  3.4e-106  354.6   4.6   306   600   528   896   522   901 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   6  11     0.022   1.4e+02   -1.9   0.1   600   618   940   958   939   962 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   7  11   8.1e-21   5.1e-17   59.2   0.0   616   702   983  1088   964  1090 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   8  11   0.00017         1    5.1   0.0   707   730  1186  1209  1175  1218 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0   9  11  4.8e-168    3e-164  547.0  26.1   729  1066  1271  1631  1265  1650 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0  10  11  1.8e-152  1.2e-148  495.4  51.3  1075  1372  1675  1990  1663  1996 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71054.1           -           2082 747at5820            -           1392         0 1820.8 119.0  11  11   7.7e-07    0.0048   12.8   0.5  1368  1392  2058  2082  2044  2082 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/747at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/747at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:59:18 2026
# [ok]
