#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   1  10   1.7e-18   2.7e-15   53.0   0.5    26   126   275   404   252   413 0.76 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   2  10   6.2e-25   9.7e-22   74.4   5.4   121   192   430   509   424   514 0.89 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   3  10         0         0 1036.2  56.9   201   804   599  1237   576  1242 0.95 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   4  10   4.3e-16   6.8e-13   45.1   0.2   803   847  1310  1357  1289  1363 0.84 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   5  10  9.2e-128  1.4e-124  415.4  26.2   844  1103  1433  1710  1421  1728 0.91 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   6  10  2.6e-126    4e-123  410.7  16.6  1119  1345  1835  2087  1816  2098 0.90 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   7  10  1.8e-143  2.8e-140  467.6  36.7  1332  1589  2110  2376  2096  2394 0.94 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   8  10  3.1e-170  4.8e-167  556.3  35.9  1586  1892  2445  2771  2439  2777 0.92 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2   9  10   4.2e-81   6.6e-78  260.7  19.6  1891  2106  2825  3084  2818  3090 0.80 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 177at5820            -           2232         0 3464.8 287.2  10  10   3.4e-58   5.3e-55  184.7  21.9  2090  2232  3094  3244  3085  3244 0.91 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   1  12       3.1   4.8e+03   -7.5   4.7  2033  2133    98   195    96   227 0.82 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   2  12         4   6.3e+03  -12.2   9.6  1852  1956   705   814   699   826 0.67 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   3  12         4   6.3e+03   -8.2  13.2   729   839  2322  2434  2282  2460 0.77 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   4  12     0.047        73   -1.5   0.1   151   183  2512  2544  2473  2560 0.62 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   5  12   4.2e-42   6.7e-39  131.3  41.4   215   593  2869  3279  2832  3300 0.79 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   6  12   2.9e-28   4.5e-25   85.5   9.2   648   787  3402  3543  3387  3578 0.84 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   7  12   9.1e-27   1.4e-23   80.5  29.3   863  1113  3682  3955  3661  3963 0.74 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   8  12   2.4e-29   3.8e-26   89.0  16.0  1088  1347  3965  4247  3959  4256 0.73 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7   9  12   7.3e-47   1.1e-43  147.1  29.4  1343  1555  4351  4567  4335  4581 0.88 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7  10  12     3e-23   4.8e-20   68.8  47.6  1616  1982  4704  5058  4680  5073 0.75 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7  11  12   6.7e-06      0.01   11.3  21.5  1857  2070  4982  5205  4980  5243 0.66 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 177at5820            -           2232  8.3e-156  519.1 316.7  12  12         4   6.3e+03   -9.3  22.3  2078  2221  5316  5469  5304  5480 0.70 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO70865.1           -           2536 177at5820            -           2232   5.9e-58  194.5 217.2   1   7   9.2e-28   1.4e-24   83.8  50.1   313   744   875  1339   850  1340 0.76 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO70865.1           -           2536 177at5820            -           2232   5.9e-58  194.5 217.2   2   7   1.4e-11   2.2e-08   30.1  32.2  1043  1250  1198  1383  1190  1394 0.82 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO70865.1           -           2536 177at5820            -           2232   5.9e-58  194.5 217.2   3   7   1.6e-12   2.6e-09   33.2  12.9  1011  1092  1399  1485  1386  1486 0.86 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO70865.1           -           2536 177at5820            -           2232   5.9e-58  194.5 217.2   4   7     4e-17   6.3e-14   48.5  20.9  1119  1283  1486  1651  1484  1667 0.88 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO70865.1           -           2536 177at5820            -           2232   5.9e-58  194.5 217.2   5   7   2.3e-07   0.00036   16.1  27.6  1365  1558  1668  1866  1661  1882 0.82 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO70865.1           -           2536 177at5820            -           2232   5.9e-58  194.5 217.2   6   7   2.8e-16   4.4e-13   45.7  32.8  1623  1875  1886  2139  1867  2164 0.79 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO70865.1           -           2536 177at5820            -           2232   5.9e-58  194.5 217.2   7   7         4   6.3e+03  -18.4  20.8  1992  2208  2205  2425  2164  2445 0.55 cysteine repeat modular protein 2, putative [Plasmodium vivax]
SCO71868.1           -           3257 177at5820            -           2232   2.3e-48  162.7 213.7   1   8      0.21   3.2e+02   -3.6   1.4   573   620   452   499   447   528 0.71 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO71868.1           -           3257 177at5820            -           2232   2.3e-48  162.7 213.7   2   8   4.8e-29   7.5e-26   88.0  62.1   246   766  1120  1700  1103  1702 0.72 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO71868.1           -           3257 177at5820            -           2232   2.3e-48  162.7 213.7   3   8     7e-09   1.1e-05   21.2   8.8   456   532  1679  1758  1678  1776 0.83 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO71868.1           -           3257 177at5820            -           2232   2.3e-48  162.7 213.7   4   8   1.2e-09   1.8e-06   23.7   7.8  1042  1091  1825  1875  1819  1890 0.89 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO71868.1           -           3257 177at5820            -           2232   2.3e-48  162.7 213.7   5   8   8.3e-16   1.3e-12   44.1  10.1  1146  1283  2079  2216  2068  2231 0.87 cysteine repeat modular protein 1, putative [Plasmodium vivax]
SCO71868.1           -           3257 177at5820            -           2232   2.3e-48  162.7 213.7   6   8   1.2e-11   1.9e-08   30.3  25.7  1363  1547  2231  2418  2224  2435 0.84 cysteine repeat modular protein 1, putative [Plasmodium vivax]
