#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72051.1           -            287 12230at5820          -            218  1.9e-116  385.8  32.5   1   3   1.7e-61   9.6e-59  197.1  19.8     1   131     1   137     1   146 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 12230at5820          -            218  1.9e-116  385.8  32.5   2   3     0.093        53    1.8   1.7   117   132   149   167   139   171 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 12230at5820          -            218  1.9e-116  385.8  32.5   3   3     1e-60   5.8e-58  194.6   0.2   124   218   193   287   184   287 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO71382.1           -            480 12230at5820          -            218   2.3e-11   42.2   0.1   1   2       2.3   1.3e+03   -2.7   1.1   122   137   194   209   173   248 0.73 RNA-binding protein, putative [Plasmodium vivax]
SCO71382.1           -            480 12230at5820          -            218   2.3e-11   42.2   0.1   2   2     4e-14   2.3e-11   42.2   0.1   134   215   399   479   359   480 0.80 RNA-binding protein, putative [Plasmodium vivax]
SCO72684.1           -            208 12230at5820          -            218   6.6e-08   30.9   1.9   1   2     4e-09   2.3e-06   25.9   0.3   141   208     8    75     2    84 0.90 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO72684.1           -            208 12230at5820          -            218   6.6e-08   30.9   1.9   2   2     0.013       7.7    4.6   0.0    40    95   120   175    93   185 0.80 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO73478.1           -            392 12230at5820          -            218   6.2e-07   27.7  16.0   1   3   1.3e-09   7.1e-07   27.6   6.3    40   215    18   193     4   196 0.77 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 12230at5820          -            218   6.2e-07   27.7  16.0   2   3     0.002       1.2    7.2   0.0   140   203   208   271   196   284 0.83 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 12230at5820          -            218   6.2e-07   27.7  16.0   3   3       6.7   3.8e+03   -4.3   0.7    60    85   359   385   344   388 0.58 poly(A)-binding protein, putative [Plasmodium vivax]
SCO72209.1           -            250 12230at5820          -            218     5e-05   21.5   0.0   1   2    0.0012      0.68    8.0   0.0   141   213    21    93     4    97 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO72209.1           -            250 12230at5820          -            218     5e-05   21.5   0.0   2   2    0.0001     0.057   11.5   0.0   136   206   167   242   160   247 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO75608.1           -            499 12230at5820          -            218    0.0003   19.0   0.7   1   2      0.11        66    1.5   0.9    69   169    48    91    28   118 0.58 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO75608.1           -            499 12230at5820          -            218    0.0003   19.0   0.7   2   2   5.2e-07    0.0003   19.0   0.7   114   215   388   490   358   492 0.87 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO71995.1           -            202 12230at5820          -            218   0.00065   17.9   0.3   1   1   1.5e-06   0.00087   17.5   0.3   117   213    40   143     8   148 0.70 RNA-binding protein, putative [Plasmodium vivax]
SCO74870.1           -            475 12230at5820          -            218    0.0013   16.9   2.5   1   2    0.0059       3.4    5.7   0.1   126   190     5    72     2    87 0.76 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74870.1           -            475 12230at5820          -            218    0.0013   16.9   2.5   2   2   0.00014     0.082   11.0   0.4   144   212   110   178    89   184 0.72 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO75004.1           -            119 12230at5820          -            218    0.0039   15.3   0.3   1   1     1e-05    0.0057   14.8   0.3   121   212    14   107     3   113 0.53 RNA-binding protein, putative [Plasmodium vivax]
SCO73179.1           -            316 12230at5820          -            218     0.011   13.9   0.0   1   1   2.9e-05     0.016   13.3   0.0   142   213     9    78     3    83 0.86 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO71267.1           -            292 12230at5820          -            218     0.027   12.6   0.0   1   3      0.21   1.2e+02    0.7   0.0    53    94    21    67     5    72 0.66 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 12230at5820          -            218     0.027   12.6   0.0   2   3      0.93   5.3e+02   -1.4   0.0   116   161   105   150    96   165 0.73 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 12230at5820          -            218     0.027   12.6   0.0   3   3     0.001      0.57    8.3   0.0   143   215   157   229   153   231 0.81 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12230at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12230at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12230at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:04 2026
# [ok]
