#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   1  11    2e-205  6.4e-202  671.9  28.2     1   302     1   305     1   311 0.98 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   2  11     6e-15   1.9e-11   41.1   0.9   302   345   372   421   353   425 0.81 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   3  11  4.3e-157  1.4e-153  511.8  19.5   344   568   481   705   478   721 0.97 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   4  11   7.9e-09   2.5e-05   20.8   1.9   565   612   753   804   748   818 0.82 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   5  11   3.6e-06     0.011   12.0   1.0   593   630   835   872   823   888 0.87 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   6  11   2.4e-08   7.5e-05   19.3   3.3   632   683   939   998   895  1038 0.75 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   7  11   1.1e-21   3.5e-18   63.4   6.0   662   767  1205  1335  1117  1356 0.76 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   8  11   3.5e-28   1.1e-24   84.9   5.8   772   842  1625  1694  1586  1709 0.76 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2   9  11   5.9e-07    0.0018   14.6   0.0   854   895  1763  1807  1708  1822 0.80 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2  10  11   2.8e-60   8.8e-57  191.2   7.7   881  1014  1825  1964  1816  1979 0.87 amino acid transporter, putative [Plasmodium vivax]
SCO75561.1           -           2146 1010at5820           -           1125         0 1719.3 141.2  11  11   7.3e-44   2.3e-40  136.9   0.1  1004  1125  2011  2146  2000  2146 0.85 amino acid transporter, putative [Plasmodium vivax]
SCO74661.1           -           1539 1010at5820           -           1125   7.4e-61  204.7  74.1   1   5     4e-39   1.2e-35  121.2  35.7    16   257    62   293    52   309 0.89 amino acid transporter, putative [Plasmodium vivax]
SCO74661.1           -           1539 1010at5820           -           1125   7.4e-61  204.7  74.1   2   5   1.7e-32   5.2e-29   99.2  30.4   373   534   322   499   314   514 0.86 amino acid transporter, putative [Plasmodium vivax]
SCO74661.1           -           1539 1010at5820           -           1125   7.4e-61  204.7  74.1   3   5         2   6.3e+03   -8.7  10.9   630   846   772   836   722   888 0.34 amino acid transporter, putative [Plasmodium vivax]
SCO74661.1           -           1539 1010at5820           -           1125   7.4e-61  204.7  74.1   4   5      0.16   5.1e+02   -3.4   1.3   566   625  1066  1124  1045  1239 0.63 amino acid transporter, putative [Plasmodium vivax]
SCO74661.1           -           1539 1010at5820           -           1125   7.4e-61  204.7  74.1   5   5       0.1   3.3e+02   -2.7   0.9  1087  1122  1501  1537  1487  1539 0.81 amino acid transporter, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1010at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1010at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1010at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:46 2026
# [ok]
