#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   1  11  2.2e-301  3.4e-298  991.3 131.0     2   950    16  1285    15  1325 0.82 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   2  11  2.2e-220  3.4e-217  722.5  44.9   946  1498  1359  1980  1350  1992 0.89 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   3  11  1.2e-113  1.8e-110  368.2  35.8  1456  1808  2164  2575  2150  2589 0.86 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   4  11   2.7e-06    0.0043   11.9   2.1  1799  1849  2710  2761  2695  2788 0.75 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   5  11  1.1e-267  1.8e-264  879.4  56.5  1839  2336  2820  3340  2815  3348 0.96 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   6  11  1.9e-112  2.9e-109  364.3  13.3  2342  2542  3389  3589  3385  3594 0.98 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   7  11         0         0 1154.6  64.0  2524  3128  3637  4266  3631  4304 0.94 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   8  11  2.7e-134  4.3e-131  436.7  24.0  3128  3361  4339  4575  4325  4581 0.97 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2   9  11  2.3e-253  3.5e-250  832.0  56.3  3369  3849  4681  5204  4667  5215 0.91 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2  10  11     4e-17   6.3e-14   47.8   1.2  3847  3892  5230  5275  5226  5282 0.92 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74547.1           -           5531 39at5820             -           4063         0 6028.0 535.2  11  11   1.2e-85   1.8e-82  275.3  27.2  3879  4063  5330  5525  5315  5525 0.90 cysteine repeat modular protein 4, putative [Plasmodium vivax]
SCO74659.1           -           3294 39at5820             -           4063  3.5e-168  559.8 230.2   1   7   4.4e-44   6.9e-41  137.3  40.5  1535  2245   244   974   239   984 0.72 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 39at5820             -           4063  3.5e-168  559.8 230.2   2   7   1.9e-05      0.03    9.1   6.2  2152  2198   989  1035   984  1040 0.92 cysteine repeat modular protein 3, putative [Plasmodium vivax]
SCO74659.1           -           3294 39at5820             -           4063  3.5e-168  559.8 230.2   3   7     9e-29   1.4e-25   86.5  14.3  2356  2481  1081  1206  1053  1214 0.92 cysteine repeat modular protein 3, putative [Plasmodium vivax]
