#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74717.1           -            417 7633at5820           -            353    3e-204  676.4  12.3   1   2   1.7e-09   2.7e-06   25.2   0.0     1    26    11    36    11    44 0.93 GTP-binding protein, putative [Plasmodium vivax]
SCO74717.1           -            417 7633at5820           -            353    3e-204  676.4  12.3   2   2  1.2e-199  1.9e-196  650.7  10.9    26   353    72   417    66   417 0.96 GTP-binding protein, putative [Plasmodium vivax]
SCO74841.1           -            518 7633at5820           -            353     2e-11   42.1   0.6   1   3      0.75   1.2e+03   -3.2   0.1   111   145    39    73    28   168 0.61 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO74841.1           -            518 7633at5820           -            353     2e-11   42.1   0.6   2   3   1.3e-14     2e-11   42.1   0.6    56   170   218   343   211   356 0.76 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO74841.1           -            518 7633at5820           -            353     2e-11   42.1   0.6   3   3     0.015        23    2.4   0.1   202   239   355   390   346   425 0.65 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO70826.1           -            785 7633at5820           -            353   4.1e-06   24.6  12.4   1   3   3.5e-06    0.0055   14.4   0.7    34    95   395   464   369   470 0.73 ribosome biogenesis GTPase A, putative [Plasmodium vivax]
SCO70826.1           -            785 7633at5820           -            353   4.1e-06   24.6  12.4   2   3   4.8e-06    0.0075   13.9   1.1   135   172   536   573   493   590 0.70 ribosome biogenesis GTPase A, putative [Plasmodium vivax]
SCO70826.1           -            785 7633at5820           -            353   4.1e-06   24.6  12.4   3   3     0.011        17    2.9   0.2   212   270   590   651   580   689 0.68 ribosome biogenesis GTPase A, putative [Plasmodium vivax]
SCO74724.1           -            499 7633at5820           -            353    0.0022   15.7   7.6   1   4   0.00084       1.3    6.5   0.1   150   171   107   128    98   137 0.83 GTPase Era, putative [Plasmodium vivax]
SCO74724.1           -            499 7633at5820           -            353    0.0022   15.7   7.6   2   4      0.14   2.1e+02   -0.7   0.0   201   235   139   172   131   182 0.71 GTPase Era, putative [Plasmodium vivax]
SCO74724.1           -            499 7633at5820           -            353    0.0022   15.7   7.6   3   4      0.83   1.3e+03   -3.3   0.2   189   208   291   310   270   314 0.65 GTPase Era, putative [Plasmodium vivax]
SCO74724.1           -            499 7633at5820           -            353    0.0022   15.7   7.6   4   4   1.9e-05      0.03   11.9   0.1    89   143   334   390   326   457 0.88 GTPase Era, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7633at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7633at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7633at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:02:10 2026
# [ok]
