#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   1  12   4.6e-10   2.9e-06   23.3   0.2     1    26     1    26     1    32 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   2  12   1.6e-17     1e-13   48.1   0.4    27    75   167   218   162   221 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   3  12   1.8e-82   1.2e-78  263.4  11.3    75   259   370   570   339   582 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   4  12  1.1e-113  7.1e-110  366.8  18.7   258   471   730   948   726   951 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   5  12  9.1e-117  5.7e-113  377.1  18.1   470   719   989  1278   986  1302 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   6  12     2e-74   1.3e-70  236.7  10.4   686   841  1394  1553  1366  1565 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   7  12  2.9e-133  1.8e-129  431.8  11.1   825  1060  1774  2010  1770  2019 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   8  12    0.0001      0.63    5.6   0.0  1060  1089  2072  2102  2068  2118 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7   9  12   9.9e-89   6.2e-85  284.1  14.5  1085  1265  2222  2415  2199  2421 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7  10  12     8e-65     5e-61  204.9  22.3  1262  1438  2567  2805  2560  2812 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7  11  12   1.1e-59     7e-56  187.8   8.9  1438  1547  2837  2946  2833  2950 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73076.1           -           3252 1275at5820           -           1790         0 2811.5 210.7  12  12  5.2e-134  3.2e-130  434.3  17.7  1556  1790  3011  3252  2992  3252 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1275at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1275at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1275at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:27 2026
# [ok]
