#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73134.1           -            816 2904at5820           -            646         0 1198.6  74.9   1   3   4.2e-46   7.9e-44  148.4   0.2     1    76     1    76     1   105 0.93 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 2904at5820           -            646         0 1198.6  74.9   2   3   3.1e-73   5.8e-71  238.1  13.3    82   213   133   269   118   272 0.95 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 2904at5820           -            646         0 1198.6  74.9   3   3  9.1e-249  1.7e-246  818.0  48.0   212   646   324   816   320   816 0.93 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74223.1           -            398 2904at5820           -            646   2.9e-33  113.5   0.2   1   3   5.8e-12   1.1e-09   35.6   0.0     3    65    24    86    22    91 0.96 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO74223.1           -            398 2904at5820           -            646   2.9e-33  113.5   0.2   2   3   2.8e-10   5.3e-08   30.1   0.0   220   325    94   209    86   229 0.84 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO74223.1           -            398 2904at5820           -            646   2.9e-33  113.5   0.2   3   3   1.6e-14     3e-12   44.1   0.0   448   540   282   374   271   383 0.90 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO73308.1           -            720 2904at5820           -            646   1.5e-30  104.6   1.3   1   3   5.6e-06    0.0011   15.9   0.0    10    58   134   182   127   194 0.89 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 2904at5820           -            646   1.5e-30  104.6   1.3   2   3   2.6e-13     5e-11   40.1   0.5   219   354   226   371   212   392 0.82 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 2904at5820           -            646   1.5e-30  104.6   1.3   3   3   8.4e-15   1.6e-12   45.0   0.0   453   538   424   509   416   530 0.85 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73166.1           -           1009 2904at5820           -            646   4.7e-30  102.9   0.6   1   3   8.7e-10   1.7e-07   28.4   0.0     4    67   586   649   583   656 0.95 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 2904at5820           -            646   4.7e-30  102.9   0.6   2   3   1.8e-06   0.00034   17.5   0.0   218   302   661   758   652   770 0.81 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 2904at5820           -            646   4.7e-30  102.9   0.6   3   3     2e-17   3.8e-15   53.7   0.1   444   536   869   961   856   970 0.90 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO75754.1           -            731 2904at5820           -            646   1.7e-29  101.1  13.7   1   3   3.1e-08   5.8e-06   23.3   0.0    14    62   116   164   105   183 0.84 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 2904at5820           -            646   1.7e-29  101.1  13.7   2   3   6.1e-10   1.2e-07   29.0   6.2   220   382   187   360   167   396 0.78 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 2904at5820           -            646   1.7e-29  101.1  13.7   3   3   9.5e-17   1.8e-14   51.4   1.3   452   558   403   512   373   535 0.85 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74455.1           -            528 2904at5820           -            646   2.3e-28   97.4   0.3   1   3   5.2e-09   9.8e-07   25.9   0.0     6    60   117   171   112   183 0.88 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO74455.1           -            528 2904at5820           -            646   2.3e-28   97.4   0.3   2   3   5.1e-08   9.7e-06   22.6   0.1   220   387   189   367   181   383 0.77 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO74455.1           -            528 2904at5820           -            646   2.3e-28   97.4   0.3   3   3   5.5e-15   1.1e-12   45.6   0.0   457   525   389   457   376   470 0.90 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO71470.1           -            388 2904at5820           -            646   3.9e-28   96.6   5.0   1   4   2.6e-09     5e-07   26.9   0.0     3    66    16    79    14    86 0.94 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO71470.1           -            388 2904at5820           -            646   3.9e-28   96.6   5.0   2   4   2.5e-10   4.7e-08   30.2   0.3   218   344    84   219    78   235 0.86 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO71470.1           -            388 2904at5820           -            646   3.9e-28   96.6   5.0   3   4       1.6   3.1e+02   -2.2   0.0   394   426   236   268   221   273 0.71 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO71470.1           -            388 2904at5820           -            646   3.9e-28   96.6   5.0   4   4   1.8e-13   3.5e-11   40.6   0.1   446   532   272   358   265   368 0.91 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO71091.1           -            473 2904at5820           -            646   8.8e-28   95.4   6.9   1   3   2.8e-09   5.3e-07   26.8   0.0     4    64    61   121    58   156 0.84 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 2904at5820           -            646   8.8e-28   95.4   6.9   2   3   5.8e-08   1.1e-05   22.4   0.3   215   342   157   299   147   314 0.75 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 2904at5820           -            646   8.8e-28   95.4   6.9   3   3   9.1e-16   1.7e-13   48.2   0.4   448   540   354   445   301   473 0.86 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO73062.1           -            667 2904at5820           -            646     2e-27   94.3   0.4   1   3   3.7e-08   7.1e-06   23.1   0.0     9    63   225   279   217   286 0.86 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 2904at5820           -            646     2e-27   94.3   0.4   2   3   4.1e-08   7.7e-06   22.9   0.0   221   343   298   435   294   460 0.69 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 2904at5820           -            646     2e-27   94.3   0.4   3   3   1.9e-14   3.6e-12   43.8   0.0   455   540   496   581   470   586 0.94 RNA helicase 1, putative [Plasmodium vivax]
SCO71685.1           -           1015 2904at5820           -            646   3.8e-27   93.3   4.9   1   3   1.2e-05    0.0023   14.8   0.0    15    68   638   688   622   695 0.77 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71685.1           -           1015 2904at5820           -            646   3.8e-27   93.3   4.9   2   3   9.3e-11   1.8e-08   31.6   0.9   221   373   710   876   705   888 0.75 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71685.1           -           1015 2904at5820           -            646   3.8e-27   93.3   4.9   3   3     2e-15   3.7e-13   47.1   0.0   446   531   899   984   890   996 0.93 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75518.1           -            717 2904at5820           -            646   3.1e-25   87.0   2.3   1   3   6.3e-09   1.2e-06   25.6   0.0     2    62   278   337   277   348 0.89 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 2904at5820           -            646   3.1e-25   87.0   2.3   2   3   2.6e-07     5e-05   20.2   0.0   215   328   399   522   392   549 0.80 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 2904at5820           -            646   3.1e-25   87.0   2.3   3   3   1.4e-12   2.6e-10   37.7   1.3   446   527   592   673   541   679 0.90 DNA helicase 60, putative [Plasmodium vivax]
SCO73265.1           -           1435 2904at5820           -            646   5.9e-25   86.1   4.4   1   3   8.2e-09   1.6e-06   25.2   0.0     4    61   670   727   667   738 0.91 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 2904at5820           -            646   5.9e-25   86.1   4.4   2   3   1.1e-07   2.1e-05   21.5   0.9   214   343   738   879   733   899 0.76 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 2904at5820           -            646   5.9e-25   86.1   4.4   3   3   5.7e-13   1.1e-10   39.0   0.1   452   536   939  1023   933  1043 0.89 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO71006.1           -            533 2904at5820           -            646   1.3e-24   85.0   7.3   1   3   4.1e-08   7.8e-06   22.9   0.0     3    65   127   189   125   191 0.94 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
