#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   1  10  7.7e-100   4.8e-96  321.3  27.3     2   212     9   225     8   245 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   2  10   1.4e-48   8.6e-45  151.4   3.3   203   317   571   685   565   696 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   3  10   3.8e-68   2.4e-64  216.2  25.0   324   461  1235  1380  1226  1386 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   4  10  6.2e-101   3.9e-97  324.9  29.1   426   651  1419  1663  1403  1676 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   5  10   6.5e-39   4.1e-35  119.4  15.8   650   735  1738  1830  1733  1842 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   6  10   4.1e-74   2.6e-70  236.0  25.1   737   892  1885  2044  1883  2065 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   7  10   2.4e-05      0.15    8.1   4.7   888   936  2354  2404  2303  2411 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   8  10   4.3e-66   2.7e-62  209.4  20.9   886  1071  2500  2696  2475  2702 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3   9  10     7e-51   4.4e-47  159.0  15.1  1066  1161  2932  3027  2929  3034 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73443.1           -           3433 451at5820            -           1467         0 2142.5 285.3  10  10  1.9e-139  1.2e-135  452.5  47.1  1156  1467  3077  3430  3074  3430 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/451at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/451at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/451at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:48:54 2026
# [ok]
