#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74022.1           -            378 10220at5820          -            295  1.5e-173  574.3  46.4   1   3     1e-53   1.3e-50  170.7  17.3     1   114     1   116     1   125 0.86 nuclear movement protein, putative [Plasmodium vivax]
SCO74022.1           -            378 10220at5820          -            295  1.5e-173  574.3  46.4   2   3    0.0054       6.8    4.2   6.3    66   123   100   164    97   171 0.72 nuclear movement protein, putative [Plasmodium vivax]
SCO74022.1           -            378 10220at5820          -            295  1.5e-173  574.3  46.4   3   3    4e-126  5.1e-123  408.4  15.3    92   295   176   378   154   378 0.94 nuclear movement protein, putative [Plasmodium vivax]
SCO75337.1           -            313 10220at5820          -            295   8.7e-30  102.4  26.0   1   2   1.5e-08   1.9e-05   22.5   0.8     8    48     3    43     1    62 0.87 CS domain protein, putative [Plasmodium vivax]
SCO75337.1           -            313 10220at5820          -            295   8.7e-30  102.4  26.0   2   2     2e-27   2.6e-24   84.4  18.8    53   259    76   295    58   304 0.79 CS domain protein, putative [Plasmodium vivax]
SCO72027.1           -            156 10220at5820          -            295   2.8e-14   51.5   2.4   1   2   4.4e-15   5.6e-12   43.9   0.9   125   216    18   110     8   114 0.90 CS domain protein, putative [Plasmodium vivax]
SCO72027.1           -            156 10220at5820          -            295   2.8e-14   51.5   2.4   2   2   0.00014      0.18    9.4   0.0   248   284   107   142   106   153 0.83 CS domain protein, putative [Plasmodium vivax]
SCO72385.1           -            894 10220at5820          -            295   5.5e-07   27.5   2.4   1   2       3.3   4.1e+03   -4.9   2.4    69    91   223   247   212   258 0.39 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72385.1           -            894 10220at5820          -            295   5.5e-07   27.5   2.4   2   2   4.4e-10   5.5e-07   27.5   2.4    59   189   696   827   671   833 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74427.1           -            321 10220at5820          -            295    0.0034   15.1   1.2   1   2   2.7e-06    0.0034   15.1   1.2    98   163    97   163    61   215 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74427.1           -            321 10220at5820          -            295    0.0034   15.1   1.2   2   2      0.25   3.2e+02   -1.2   0.0   203   218   262   277   232   295 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10220at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10220at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10220at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:24 2026
# [ok]
