#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   1  11   2.8e-09   4.4e-06   23.0   0.1    16    41   143   168   135   183 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   2  11    9e-262  1.4e-258  859.6  46.6    46   524   406   931   399   936 0.93 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   3  11   1.3e-16     2e-13   47.3   1.4   522   559   958   995   949  1011 0.90 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   4  11  2.4e-126  3.8e-123  410.9  13.9   568   779  1111  1326  1057  1346 0.95 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   5  11   9.4e-12   1.5e-08   31.2   5.6   774   816  1427  1470  1425  1487 0.83 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   6  11   2.6e-18   4.1e-15   52.9   5.8   810   877  1499  1575  1488  1596 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   7  11   7.2e-12   1.1e-08   31.6   1.4   883   933  1698  1748  1686  1762 0.82 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   8  11   6.3e-39   9.8e-36  121.2   0.0   931  1030  1853  1953  1821  1959 0.91 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3   9  11   1.5e-10   2.4e-07   27.2   0.0  1039  1082  2095  2140  2090  2144 0.88 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3  10  11   3.7e-84   5.8e-81  271.1  16.5  1079  1248  2172  2343  2166  2376 0.92 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72328.1           -           2579 551at5820            -           1377         0 1925.2 204.3  11  11   1.3e-24   2.1e-21   73.8  58.5  1242  1376  2379  2575  2346  2576 0.68 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72485.1           -            595 551at5820            -           1377   3.6e-06   23.3   0.4   1   3         4   6.3e+03   -9.0  14.3   813   920    69   184    30   225 0.56 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 551at5820            -           1377   3.6e-06   23.3   0.4   2   3   2.3e-09   3.6e-06   23.3   0.4   171   236   289   354   280   362 0.88 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 551at5820            -           1377   3.6e-06   23.3   0.4   3   3    0.0027       4.2    3.2   0.1   177   232   421   475   380   536 0.84 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO71232.1           -            322 551at5820            -           1377     0.029   10.3   0.0   1   1   2.3e-05     0.037   10.0   0.0   157   238   150   233   127   273 0.83 receptor for activated c kinase, putative [Plasmodium vivax]
SCO73844.1           -            332 551at5820            -           1377       1.7    4.4  15.9   1   1    0.0014       2.3    4.1  15.9  1281  1368    67   150    22   159 0.61 Plasmodium exported protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/551at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/551at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/551at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:53:34 2026
# [ok]
