#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74096.1           -           1983 538at5820            -           1455         0 2666.7  69.3   1   7  1.6e-168  8.4e-166  552.0   0.3     1   265     1   278     1   286 0.97 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 538at5820            -           1455         0 2666.7  69.3   2   7  1.4e-258  7.5e-256  850.4   3.6   264   704   331   800   326   806 0.96 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 538at5820            -           1455         0 2666.7  69.3   3   7   1.9e-91     1e-88  296.6  19.7   702   921   852  1093   837  1098 0.90 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 538at5820            -           1455         0 2666.7  69.3   4   7   7.1e-11   3.7e-08   29.6   0.2   921   957  1171  1207  1164  1220 0.90 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 538at5820            -           1455         0 2666.7  69.3   5   7   1.2e-80   6.1e-78  260.8   1.2   956  1113  1286  1457  1284  1472 0.93 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 538at5820            -           1455         0 2666.7  69.3   6   7   4.1e-45   2.1e-42  143.1   0.1  1107  1191  1601  1685  1580  1695 0.93 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 538at5820            -           1455         0 2666.7  69.3   7   7  2.4e-171  1.2e-168  561.4   6.5  1190  1455  1711  1983  1707  1983 0.98 myosin C, putative [Plasmodium vivax]
SCO73971.1           -            817 538at5820            -           1455  2.1e-113  378.3  10.4   1   1  5.2e-116  2.7e-113  378.0  10.4    66   744   101   795    85   816 0.86 myosin A, putative [Plasmodium vivax]
SCO73315.1           -            800 538at5820            -           1455   2.5e-87  292.0  41.0   1   1   6.1e-90   3.2e-87  291.6  41.0    48   737    71   760    48   797 0.84 myosin B, putative [Plasmodium vivax]
SCO72888.1           -           1716 538at5820            -           1455   3.7e-77  258.2  74.0   1   6   1.4e-21   7.2e-19   65.1   0.4    14   173    52   221    44   240 0.77 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 538at5820            -           1455   3.7e-77  258.2  74.0   2   6   1.6e-24   8.4e-22   74.8   0.0   182   265   340   421   320   444 0.87 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 538at5820            -           1455   3.7e-77  258.2  74.0   3   6   1.7e-06    0.0009   15.1   1.4   310   373   542   607   535   686 0.76 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 538at5820            -           1455   3.7e-77  258.2  74.0   4   6   2.2e-24   1.1e-21   74.4   8.0   435   590   745   917   740   936 0.78 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 538at5820            -           1455   3.7e-77  258.2  74.0   5   6   5.2e-18   2.7e-15   53.2  16.3   599   821  1023  1245  1014  1249 0.83 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 538at5820            -           1455   3.7e-77  258.2  74.0   6   6      0.26   1.4e+02   -2.1  15.7   734   821  1249  1342  1244  1399 0.77 myosin F, putative [Plasmodium vivax]
SCO75545.1           -           1861 538at5820            -           1455   1.6e-48  163.3  20.0   1   3   1.4e-16   7.1e-14   48.5   0.1    70   171   110   222   102   228 0.85 myosin D, putative [Plasmodium vivax]
SCO75545.1           -           1861 538at5820            -           1455   1.6e-48  163.3  20.0   2   3   2.6e-29   1.4e-26   90.7   2.1   188   589   264   717   247   720 0.73 myosin D, putative [Plasmodium vivax]
SCO75545.1           -           1861 538at5820            -           1455   1.6e-48  163.3  20.0   3   3   1.5e-11   8.1e-09   31.8   5.6   600   790   775   985   769  1027 0.74 myosin D, putative [Plasmodium vivax]
SCO73718.1           -           1974 538at5820            -           1455   1.1e-27   94.3  11.4   1   3   5.5e-18   2.9e-15   53.1   0.5    30   173    37   188    31   197 0.86 myosin E, putative [Plasmodium vivax]
