#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73616.1           -           2948 313at5820            -           2082         0 3979.4 293.9   1   5         0         0 1918.9  71.6     1   883     1   931     1   959 0.89 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 313at5820            -           2082         0 3979.4 293.9   2   5   6.9e-14   3.9e-11   39.3  26.2   820   919  1028  1130  1012  1134 0.61 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 313at5820            -           2082         0 3979.4 293.9   3   5         0         0 1434.8  55.0   839  1613  1132  1964  1125  1976 0.84 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 313at5820            -           2082         0 3979.4 293.9   4   5  7.6e-184  4.3e-181  602.9  62.9  1566  2047  2099  2730  2039  2740 0.84 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 313at5820            -           2082         0 3979.4 293.9   5   5   3.1e-09   1.7e-06   23.9   8.4  2000  2081  2871  2945  2749  2946 0.66 SNF2 helicase, putative [Plasmodium vivax]
SCO72535.1           -           1396 313at5820            -           2082   1.4e-83  279.5   9.5   1   7   1.6e-45   9.1e-43  144.2   1.3   322   535   305   515   298   522 0.89 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 313at5820            -           2082   1.4e-83  279.5   9.5   2   7     0.004       2.3    3.6   0.5   556   645   504   596   503   606 0.79 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 313at5820            -           2082   1.4e-83  279.5   9.5   3   7     0.043        25    0.2   0.0   682   711   607   636   599   637 0.93 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 313at5820            -           2082   1.4e-83  279.5   9.5   4   7     4e-47   2.3e-44  149.5   1.5   925  1059   635   769   623   786 0.96 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 313at5820            -           2082   1.4e-83  279.5   9.5   5   7     0.054        31   -0.2   0.6  1939  1979   794   834   770   847 0.81 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 313at5820            -           2082   1.4e-83  279.5   9.5   6   7      0.39   2.2e+02   -3.0  13.8   820   947   854   993   844  1010 0.42 chromatin remodeling protein, putative [Plasmodium vivax]
