#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73511.1           -            877 2392at5820           -            678         0 1402.0  32.2   1   3   3.1e-26   1.9e-23   81.2   0.7     1    53     3    55     3    62 0.92 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 2392at5820           -            678         0 1402.0  32.2   2   3  1.2e-261  7.7e-259  859.1  13.1    39   459   146   573    98   578 0.93 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 2392at5820           -            678         0 1402.0  32.2   3   3  1.2e-144  7.8e-142  472.5   3.8   453   678   597   834   585   834 0.95 DNA helicase, putative [Plasmodium vivax]
SCO71299.1           -           1807 2392at5820           -            678   8.8e-40  135.2  24.0   1   3       7.7   4.8e+03   -6.0   3.2    88    88   128   128    63   187 0.49 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 2392at5820           -            678   8.8e-40  135.2  24.0   2   3   1.7e-24   1.1e-21   75.4   5.7   179   436   542   808   528   842 0.75 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 2392at5820           -            678   8.8e-40  135.2  24.0   3   3   4.5e-24   2.8e-21   74.0   0.7   488   621  1427  1561  1404  1571 0.88 helicase SRCAP, putative [Plasmodium vivax]
SCO73809.1           -           1522 2392at5820           -            678   1.3e-38  131.4  10.2   1   2   1.4e-39   8.9e-37  125.3   3.7   193   418   625   859   612   873 0.82 DNA helicase, putative [Plasmodium vivax]
SCO73809.1           -           1522 2392at5820           -            678   1.3e-38  131.4  10.2   2   2   0.00014      0.09    9.6   0.4   490   598   964  1082   925  1109 0.74 DNA helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 2392at5820           -            678   1.5e-35  121.2  10.5   1   3   8.7e-20   5.5e-17   59.9   0.0   200   376   348   538   340   549 0.85 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 2392at5820           -            678   1.5e-35  121.2  10.5   2   3   3.2e-22     2e-19   67.9   0.4   490   606  1221  1337  1216  1378 0.87 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 2392at5820           -            678   1.5e-35  121.2  10.5   3   3        10   6.3e+03   -6.9   3.1   411   468  2323  2378  2318  2431 0.55 SNF2 helicase, putative [Plasmodium vivax]
