#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72196.1           -           1539 1130at5820           -           1077         0 2103.7  35.1   1   2   5.8e-11   6.1e-08   29.4   1.3     1    71     1    77     1   123 0.47 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO72196.1           -           1539 1130at5820           -           1077         0 2103.7  35.1   2   2         0         0 2075.2  26.6    21  1066   161  1497   148  1508 0.90 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO72560.1           -           1077 1130at5820           -           1077   1.9e-50  170.2  24.0   1   3      0.25   2.6e+02   -2.4   2.0   200   264   108   178    56   203 0.61 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO72560.1           -           1077 1130at5820           -           1077   1.9e-50  170.2  24.0   2   3   2.1e-31   2.2e-28   97.1   6.7   494   747   387   670   369   687 0.73 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO72560.1           -           1077 1130at5820           -           1077   1.9e-50  170.2  24.0   3   3   2.6e-27   2.7e-24   83.6   0.9   789   909   922  1048   914  1066 0.87 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO75101.1           -           2656 1130at5820           -           1077   1.4e-41  140.8  22.1   1   5       2.8     3e+03   -5.9   5.8    31   107  1406  1486  1396  1513 0.56 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 1130at5820           -           1077   1.4e-41  140.8  22.1   2   5   5.9e-08   6.2e-05   19.5   0.0   491   531  1748  1790  1707  1800 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 1130at5820           -           1077   1.4e-41  140.8  22.1   3   5      0.01        11    2.2   0.0   539   563  1825  1849  1812  1853 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 1130at5820           -           1077   1.4e-41  140.8  22.1   4   5   1.2e-33   1.2e-30  104.6   2.1   584   871  2058  2365  2047  2377 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 1130at5820           -           1077   1.4e-41  140.8  22.1   5   5   9.4e-10   9.8e-07   25.5   0.1   857   908  2434  2482  2424  2582 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72247.1           -           1761 1130at5820           -           1077   4.5e-25   86.2  38.4   1   6       1.1   1.1e+03   -4.5   6.2    38   123   243   328   204   351 0.54 DNA2/NAM7 helicase, putative [Plasmodium vivax]
