#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   1  26   1.8e-86   1.2e-82  276.3  30.5     1   195     1   224     1   231 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   2  26   5.1e-95   3.2e-91  304.7  37.1   204   438   306   576   293   579 0.86 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   3  26   2.4e-75   1.5e-71  239.4  29.2   437   591   603   781   601   794 0.90 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   4  26   3.7e-79   2.3e-75  252.0  11.1   587   740   917  1070   911  1077 0.97 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   5  26   2.2e-89   1.4e-85  286.0  21.4   742   936  1103  1336  1090  1342 0.80 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   6  26  2.4e-123  1.5e-119  398.7  37.3   926  1170  1388  1645  1377  1655 0.92 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   7  26   7.1e-38   4.4e-34  115.0   0.2  1180  1250  1699  1769  1683  1790 0.93 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   8  26     3e-49   1.9e-45  152.8  14.3  1244  1351  1820  1925  1813  1944 0.85 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   9  26   5.9e-06     0.037    9.1   0.0  1349  1375  1951  1977  1948  1986 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  10  26   1.2e-37   7.8e-34  114.2  12.2  1375  1474  2019  2123  2013  2130 0.93 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  11  26   5.1e-45   3.2e-41  138.7   1.9  1474  1567  2151  2246  2146  2264 0.93 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  12  26   8.5e-60   5.3e-56  187.8  10.1  1564  1695  2313  2445  2308  2452 0.94 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  13  26  2.5e-115  1.6e-111  372.1  27.9  1693  1926  2491  2734  2483  2751 0.93 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  14  26     3e-44   1.9e-40  136.2   1.2  1922  2017  2773  2869  2765  2880 0.93 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  15  26   1.5e-29   9.5e-26   87.4   7.5  2010  2083  2922  2995  2914  2997 0.95 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  16  26   4.6e-74   2.9e-70  235.1  19.4  2082  2213  3049  3184  3026  3192 0.91 peptidase family C50, putative [Plasmodium vivax]
