#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   1  30    1e-164  6.4e-161  535.4  19.6     1   249     1   249     1   285 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   2  30   1.2e-10   7.8e-07   24.0  11.4   238   286   288   341   273   348 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   3  30   9.7e-31   6.1e-27   90.7   0.1   278   354   374   452   361   456 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   4  30   0.00081       5.1    1.3   0.0   347   368   477   498   470   515 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   5  30  4.6e-147  2.9e-143  476.8  16.0   417   646   651   880   634   890 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   6  30  2.2e-239  1.4e-235  783.3  41.1   647  1060   939  1380   936  1421 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   7  30   0.00075       4.7    1.4   4.1  1052  1102  1432  1496  1425  1518 0.66 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   8  30   7.2e-54   4.5e-50  167.5  19.0  1092  1219  1555  1681  1511  1691 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2   9  30   2.4e-05      0.15    6.4   0.0  1215  1246  1835  1867  1828  1875 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  10  30   9.9e-46   6.2e-42  140.5   9.3  1250  1341  2027  2123  1986  2146 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  11  30   2.1e-49   1.3e-45  152.7   3.2  1340  1444  2161  2277  2148  2286 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  12  30   5.7e-82   3.6e-78  260.7   9.2  1441  1622  2332  2556  2326  2575 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  13  30   3.6e-34   2.3e-30  102.1   1.5  1631  1716  2620  2705  2609  2720 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  14  30   1.8e-19   1.1e-15   53.3   0.0  1694  1748  2768  2822  2761  2831 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  15  30  4.3e-106  2.7e-102  340.8  10.9  1745  1982  2892  3156  2889  3167 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  16  30   5.3e-32   3.4e-28   94.9   2.5  1950  2049  3200  3304  3190  3308 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  17  30   2.2e-09   1.4e-05   19.8   0.1  2062  2098  3495  3531  3485  3540 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  18  30  8.2e-174  5.2e-170  565.6  36.0  2092  2393  3558  3872  3550  3877 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  19  30  8.1e-134  5.1e-130  432.9  19.7  2396  2637  3956  4203  3947  4208 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  20  30  6.3e-177    4e-173  575.9  43.9  2624  2994  4235  4660  4222  4678 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  21  30   2.3e-54   1.4e-50  169.1  11.7  2989  3133  4761  4917  4741  4922 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  22  30   6.8e-85   4.3e-81  270.4   9.1  3130  3273  5024  5167  5018  5178 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  23  30   2.1e-98   1.3e-94  315.3   9.4  3268  3418  5222  5372  5209  5385 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  24  30  2.7e-106  1.7e-102  341.5  16.0  3403  3624  5425  5656  5420  5664 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  25  30   7.7e-64   4.8e-60  200.6  15.8  3620  3766  5699  5845  5695  5859 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  26  30   5.7e-68   3.6e-64  214.3   6.1  3750  3877  5897  6029  5885  6041 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  27  30   1.5e-89   9.5e-86  285.9  12.9  3868  4041  6081  6254  6063  6278 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  28  30   8.8e-06     0.055    7.9   0.0  4035  4061  6299  6325  6293  6331 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73959.1           -           7224 18at5820             -           4644         0 7623.1 578.2  29  30         0         0 1061.3  50.8  4058  4599  6431  6999  6419  7005 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
