#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75444.1           -           1519 1005at5820           -           1159         0 2226.8 100.7   1   6   4.9e-67   5.1e-64  215.0   7.5     4   115    20   131    17   155 0.90 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1005at5820           -           1159         0 2226.8 100.7   2   6   1.3e-65   1.3e-62  210.3   3.8    99   236   158   304   147   311 0.91 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1005at5820           -           1159         0 2226.8 100.7   3   6     1e-94   1.1e-91  306.7   8.0   232   394   348   519   322   536 0.91 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1005at5820           -           1159         0 2226.8 100.7   4   6  2.3e-124  2.4e-121  404.9   2.6   389   594   592   805   582   810 0.95 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1005at5820           -           1159         0 2226.8 100.7   5   6    3e-112  3.2e-109  364.7   9.3   592   781   891  1082   887  1088 0.97 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1005at5820           -           1159         0 2226.8 100.7   6   6    6e-228  6.3e-225  747.9  30.8   775  1159  1109  1519  1097  1519 0.93 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1005at5820           -           1159  8.2e-115  383.2  57.3   1   7   4.1e-33   4.3e-30  102.7   3.1     6   221    53   252    48   266 0.88 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1005at5820           -           1159  8.2e-115  383.2  57.3   2   7   7.7e-16   8.1e-13   45.5   4.4   241   376   342   481   324   487 0.77 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1005at5820           -           1159  8.2e-115  383.2  57.3   3   7   1.1e-09   1.2e-06   25.1   0.1   413   470   489   548   487   549 0.84 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1005at5820           -           1159  8.2e-115  383.2  57.3   4   7      0.03        31    0.5   0.0   526   553   783   810   765   823 0.80 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1005at5820           -           1159  8.2e-115  383.2  57.3   5   7     3e-34   3.1e-31  106.4   2.4   591   774   946  1133   914  1148 0.82 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1005at5820           -           1159  8.2e-115  383.2  57.3   6   7   4.2e-42   4.4e-39  132.4   1.1   786  1004  1229  1455  1213  1471 0.82 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1005at5820           -           1159  8.2e-115  383.2  57.3   7   7         6   6.3e+03   -8.9  14.0   918  1126  1427  1642  1422  1667 0.60 P-type ATPase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1005at5820           -           1159  2.9e-108  361.5  96.0   1   6   1.7e-39   1.8e-36  123.8  22.3    18   400    87   451    69   471 0.79 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1005at5820           -           1159  2.9e-108  361.5  96.0   2   6   1.4e-09   1.5e-06   24.7   0.1   411   461   680   730   648   745 0.79 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1005at5820           -           1159  2.9e-108  361.5  96.0   3   6   1.9e-08     2e-05   21.0   0.1   524   617  1407  1494  1398  1499 0.89 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1005at5820           -           1159  2.9e-108  361.5  96.0   4   6   7.5e-72   7.9e-69  231.0  24.7   632  1139  1619  2129  1613  2144 0.87 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1005at5820           -           1159  2.9e-108  361.5  96.0   5   6         6   6.3e+03   -9.5   6.5    29    77  2639  2686  2586  2695 0.71 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1005at5820           -           1159  2.9e-108  361.5  96.0   6   6         6   6.3e+03  -10.8  11.7   987  1068  3534  3616  3486  3635 0.69 guanylyl cyclase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1005at5820           -           1159   2.2e-62  209.6  83.1   1   5   5.8e-10   6.1e-07   26.0  18.7    17   238    59   268    41   275 0.78 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1005at5820           -           1159   2.2e-62  209.6  83.1   2   5     0.034        35    0.3   1.9   161   225   323   387   281   411 0.78 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1005at5820           -           1159   2.2e-62  209.6  83.1   3   5    0.0035       3.7    3.5  10.4   247   374   621   731   599   736 0.77 phospholipid-transporting ATPase, putative [Plasmodium vivax]
