#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73503.1           -            335 10505at5820          -            263  1.1e-130  433.2  50.4   1   1  3.1e-133  3.2e-130  431.6  50.4     1   263    51   334    51   334 0.92 rhomboid protease ROM7, putative [Plasmodium vivax]
SCO71220.1           -            268 10505at5820          -            263   5.2e-05   21.2   1.6   1   3      0.19     2e+02   -0.4   0.2   126   153    39    64    31    75 0.70 rhomboid protease ROM3, putative [Plasmodium vivax]
SCO71220.1           -            268 10505at5820          -            263   5.2e-05   21.2   1.6   2   3   4.9e-08   5.2e-05   21.2   1.6   104   159    92   147    78   151 0.90 rhomboid protease ROM3, putative [Plasmodium vivax]
SCO71220.1           -            268 10505at5820          -            263   5.2e-05   21.2   1.6   3   3   0.00018      0.19    9.5   6.1   187   254   152   222   147   226 0.74 rhomboid protease ROM3, putative [Plasmodium vivax]
SCO73152.1           -            511 10505at5820          -            263   0.00036   18.5   6.2   1   1   5.3e-07   0.00055   17.8   6.2    62   162   321   426   284   449 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73283.1           -            627 10505at5820          -            263    0.0029   15.5   0.3   1   3     0.091        96    0.7   0.2   185   226   203   242   176   248 0.74 rhomboid protease ROM4, putative [Plasmodium vivax]
SCO73283.1           -            627 10505at5820          -            263    0.0029   15.5   0.3   2   3   2.8e-06    0.0029   15.5   0.3   103   159   328   384   315   387 0.88 rhomboid protease ROM4, putative [Plasmodium vivax]
SCO73283.1           -            627 10505at5820          -            263    0.0029   15.5   0.3   3   3      0.11   1.2e+02    0.4   3.4   187   246   389   452   385   469 0.57 rhomboid protease ROM4, putative [Plasmodium vivax]
SCO72628.1           -            276 10505at5820          -            263    0.0041   15.0   4.7   1   2   3.9e-06    0.0041   15.0   4.7   102   157   100   155    89   164 0.88 rhomboid protease ROM1, putative [Plasmodium vivax]
SCO72628.1           -            276 10505at5820          -            263    0.0041   15.0   4.7   2   2     0.075        78    0.9   5.7   188   255   163   234   158   240 0.65 rhomboid protease ROM1, putative [Plasmodium vivax]
SCO73204.1           -            416 10505at5820          -            263      0.86    7.4  11.1   1   1    0.0018       1.9    6.3  11.1    93   254   248   406   234   411 0.72 rhomboid protease ROM9, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10505at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10505at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10505at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:25 2026
# [ok]
