#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   1  25   2.2e-64   1.4e-60  203.2   3.9     1   161     5   182     5   188 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   2  25   3.1e-15   1.9e-11   40.1   0.0   161   221   243   317   241   327 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   3  25    0.0019        12    1.0   0.0   220   250   349   379   343   381 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   4  25   3.3e-06     0.021   10.2   0.0   249   277   423   451   418   469 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   5  25   5.4e-11   3.4e-07   26.1   0.0   349   384   637   672   556   676 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   6  25     3e-26   1.9e-22   76.7   0.1   385   522   700   902   695   918 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   7  25     2e-30   1.3e-26   90.5   0.0   537   684  1004  1180  1002  1191 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   8  25   2.6e-21   1.6e-17   60.3   0.0   670   752  1210  1283  1204  1287 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3   9  25   5.7e-54   3.6e-50  168.6   3.7   716   873  1297  1491  1292  1496 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3  10  25   8.7e-83   5.5e-79  264.2   5.0   871  1052  1529  1717  1524  1721 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74145.1           -           4425 175at5820            -           2707         0 2776.3 120.3  11  25   7.2e-24   4.5e-20   68.8   0.0  1049  1121  1749  1827  1746  1837 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
