#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74419.1           -            806 9467at5820           -            281  9.8e-131  433.9  58.4   1   4   4.2e-46   3.3e-43  146.7   3.7     5    95    27   117    24   169 0.87 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO74419.1           -            806 9467at5820           -            281  9.8e-131  433.9  58.4   2   4   4.6e-06    0.0036   15.3   1.2    87   123   207   248   178   262 0.71 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO74419.1           -            806 9467at5820           -            281  9.8e-131  433.9  58.4   3   4   7.4e-06    0.0058   14.6   3.1    92   140   392   440   342   444 0.78 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO74419.1           -            806 9467at5820           -            281  9.8e-131  433.9  58.4   4   4   1.3e-83     1e-80  269.7  27.3    77   281   580   806   569   806 0.79 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO72218.1           -           1381 9467at5820           -            281   5.7e-10   37.6   6.3   1   6     0.013        10    4.0   0.6   146   271     5   129     1   139 0.54 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO72218.1           -           1381 9467at5820           -            281   5.7e-10   37.6   6.3   2   6       5.6   4.4e+03   -4.6   3.6   124   193   245   321   187   330 0.65 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO72218.1           -           1381 9467at5820           -            281   5.7e-10   37.6   6.3   3   6       5.5   4.3e+03   -4.6   4.5   120   197   281   360   265   366 0.65 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO72218.1           -           1381 9467at5820           -            281   5.7e-10   37.6   6.3   4   6   9.8e-08   7.7e-05   20.8   0.0    29    72   420   464   413   474 0.90 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO72218.1           -           1381 9467at5820           -            281   5.7e-10   37.6   6.3   5   6     1e-09   8.2e-07   27.3   3.3    19   130   608   722   592   757 0.57 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO72218.1           -           1381 9467at5820           -            281   5.7e-10   37.6   6.3   6   6     0.038        30    2.5   0.3    53    93   813   857   785   888 0.69 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
SCO70704.1           -           1317 9467at5820           -            281   5.4e-07   27.9   7.2   1   7       0.2   1.5e+02    0.1   0.0    50    68   248   266   224   285 0.83 transcription factor with AP2 domain(s), putative [Plasmodium vivax]
