#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71377.1           -            236 12453at5820          -            188  9.9e-111  366.2  13.1   1   1    7e-112  3.4e-109  361.2  13.1     1   188     1   218     1   218 0.94 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO72209.1           -            250 12453at5820          -            188   1.5e-08   33.0   6.1   1   2   7.7e-11   3.7e-08   31.8   3.5    35   159    22   150    10   163 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO72209.1           -            250 12453at5820          -            188   1.5e-08   33.0   6.1   2   2      0.13        63    1.7   0.0    78   108   215   245   158   248 0.68 RNA-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 12453at5820          -            188   2.2e-08   32.6   2.5   1   4   1.1e-05    0.0051   15.0   0.0    35   124    17   106     9   122 0.84 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 12453at5820          -            188   2.2e-08   32.6   2.5   2   4       0.6   2.9e+02   -0.5   0.0    36   101   106   170    89   181 0.75 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 12453at5820          -            188   2.2e-08   32.6   2.5   3   4    0.0024       1.2    7.4   0.1    35    98   194   254   172   267 0.80 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 12453at5820          -            188   2.2e-08   32.6   2.5   4   4    0.0031       1.5    7.0   0.0    33   105   448   519   425   527 0.82 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75286.1           -            124 12453at5820          -            188   4.3e-07   28.3   0.3   1   1   1.4e-09   6.7e-07   27.7   0.2    34   108     8    82     3    88 0.94 RNA-binding protein, putative [Plasmodium vivax]
SCO72353.1           -            299 12453at5820          -            188   6.2e-06   24.5   0.1   1   3   1.3e-08   6.2e-06   24.5   0.1    20   113    22   115     5   129 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO72353.1           -            299 12453at5820          -            188   6.2e-06   24.5   0.1   2   3      0.57   2.8e+02   -0.4   0.5   132   161   160   188   152   209 0.58 RNA-binding protein, putative [Plasmodium vivax]
SCO72353.1           -            299 12453at5820          -            188   6.2e-06   24.5   0.1   3   3       1.1   5.3e+02   -1.3   6.6   116   158   213   255   200   267 0.75 RNA-binding protein, putative [Plasmodium vivax]
SCO72755.1           -           1054 12453at5820          -            188   2.8e-05   22.4   0.0   1   2   5.8e-08   2.8e-05   22.4   0.0    36   107     8    79     2    87 0.94 RNA-binding protein, putative [Plasmodium vivax]
SCO72755.1           -           1054 12453at5820          -            188   2.8e-05   22.4   0.0   2   2      0.89   4.3e+02   -1.0   0.3   139   168   466   493   464   501 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO72090.1           -            725 12453at5820          -            188   3.4e-05   22.1   0.2   1   2   3.4e-07   0.00016   19.9   0.0    35   107     8    80     2    87 0.94 mRNA processing protein, putative [Plasmodium vivax]
SCO72090.1           -            725 12453at5820          -            188   3.4e-05   22.1   0.2   2   2      0.77   3.7e+02   -0.8   0.0    51   138   213   304   179   321 0.66 mRNA processing protein, putative [Plasmodium vivax]
SCO74870.1           -            475 12453at5820          -            188   3.8e-05   22.0   1.3   1   2   1.7e-05    0.0081   14.4   0.1    33   107    19    93    12    98 0.92 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74870.1           -            475 12453at5820          -            188   3.8e-05   22.0   1.3   2   2    0.0014      0.69    8.1   0.1    14   103    86   175    79   183 0.80 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO71367.1           -            361 12453at5820          -            188     5e-05   21.6   0.9   1   2    0.0015      0.71    8.0   0.0    28    85   112   169   101   193 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO71367.1           -            361 12453at5820          -            188     5e-05   21.6   0.9   2   2   0.00014     0.066   11.4   0.2    33   102   201   269   189   295 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO71354.1           -            269 12453at5820          -            188   0.00012   20.4   0.0   1   2      0.63     3e+02   -0.5   3.8   129   179    23    76    16    87 0.67 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 12453at5820          -            188   0.00012   20.4   0.0   2   2   2.4e-07   0.00012   20.4   0.0    33    98   187   252   176   263 0.90 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71267.1           -            292 12453at5820          -            188    0.0014   16.8   0.0   1   2   7.9e-05     0.038   12.2   0.0    33    96     6    68     2    76 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 12453at5820          -            188    0.0014   16.8   0.0   2   2     0.082        40    2.4   0.0    36   107   157   227   154   233 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO73492.1           -            513 12453at5820          -            188    0.0049   15.1   0.0   1   2   0.00026      0.13   10.5   0.0    36    97   189   250   179   263 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 12453at5820          -            188    0.0049   15.1   0.0   2   2      0.13        64    1.7   0.0    74    99   412   437   390   464 0.79 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73790.1           -            754 12453at5820          -            188     0.034   12.3   4.8   1   2     0.057        28    2.9   0.4    27   102   401   476   392   486 0.70 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO73790.1           -            754 12453at5820          -            188     0.034   12.3   4.8   2   2   0.00021       0.1   10.8   0.5    14   108   654   748   642   751 0.83 polypyrimidine tract binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12453at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12453at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12453at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:42 2026
# [ok]
