#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   1   9   1.6e-66   9.8e-63  210.8   6.4     9   122    41   154    34   159 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   2   9  1.7e-143  1.1e-139  465.8  13.3   120   354   186   428   180   435 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   3   9   1.6e-73     1e-69  234.0   8.4   352   480   476   608   468   615 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   4   9   8.4e-88   5.3e-84  281.3  12.2   479   615   681   817   678   827 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   5   9  1.3e-135  8.1e-132  439.7  18.0   612   836   870  1115   863  1123 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   6   9  9.5e-177    6e-173  575.9  17.8   835  1113  1152  1430  1144  1438 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   7   9     0.011        72   -0.8   0.4  1113  1135  1455  1477  1452  1496 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   8   9     1e-54   6.3e-51  171.7   0.1  1113  1251  1504  1667  1492  1685 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71926.1           -           1917 608at5820            -           1306         0 2391.0 133.7   9   9   2.3e-18   1.5e-14   51.2   0.7  1246  1306  1841  1917  1829  1917 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/608at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/608at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/608at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:59:16 2026
# [ok]
