#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71906.1           -            159 12619at5820          -            157  2.6e-110  363.4   0.6   1   1  5.9e-113  2.8e-110  363.2   0.6     1   157     1   159     1   159 0.99 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO75342.1           -            164 12619at5820          -            157   2.5e-31  106.7   0.1   1   1   6.1e-34     3e-31  106.5   0.1     3   148     4   143     1   153 0.92 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO72355.1           -            160 12619at5820          -            157   1.6e-24   84.6   0.0   1   1     4e-27   1.9e-24   84.3   0.0     3   146     4   141     1   147 0.92 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO74616.1           -            147 12619at5820          -            157   4.7e-23   79.8   0.2   1   1   1.2e-25   5.8e-23   79.5   0.2     4   148     2   140     1   146 0.90 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO71965.1           -            163 12619at5820          -            157     3e-22   77.2   0.1   1   1   1.4e-24   6.7e-22   76.1   0.1     3   148     4   158     2   162 0.86 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO73523.1           -            202 12619at5820          -            157   1.5e-19   68.4   0.1   1   1     5e-22   2.4e-19   67.8   0.1    34   142    34   143    25   156 0.88 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO73068.1           -            152 12619at5820          -            157   3.8e-18   63.9   0.1   1   1   8.9e-21   4.3e-18   63.7   0.1    44   144    37   137     1   146 0.83 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO71709.1           -            191 12619at5820          -            157   2.7e-12   44.9   0.0   1   1   7.2e-15   3.5e-12   44.5   0.0    46   156    39   151     6   152 0.84 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO75692.1           -            150 12619at5820          -            157   8.8e-12   43.2   0.1   1   1   2.3e-14   1.1e-11   42.9   0.1    60   142    61   142    37   147 0.83 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO73793.1           -            152 12619at5820          -            157   4.3e-11   41.0   0.0   1   1   9.5e-14   4.6e-11   40.9   0.0    37   144    29   138     2   151 0.83 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO74936.1           -            283 12619at5820          -            157   1.4e-10   39.3   0.1   1   1   6.5e-13   3.1e-10   38.2   0.1    40   120   168   249   139   262 0.89 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO73942.1           -            262 12619at5820          -            157   1.5e-08   32.7   0.1   1   1   5.2e-11   2.5e-08   32.0   0.1    36   121   145   231   118   248 0.87 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO72452.1           -            139 12619at5820          -            157   1.1e-07   29.9   0.0   1   1   2.7e-10   1.3e-07   29.6   0.0    35   126    37   131    18   138 0.84 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12619at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12619at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12619at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:09 2026
# [ok]
