#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75384.1           -           1087 3722at5820           -            653         0 1096.9 120.4   1   4   4.6e-05     0.058   10.5   9.6     1    29    94   122    94   129 0.90 bromodomain protein 2, putative [Plasmodium vivax]
SCO75384.1           -           1087 3722at5820           -            653         0 1096.9 120.4   2   4   1.7e-61   2.1e-58  197.0  16.6     7   161   179   334   175   345 0.90 bromodomain protein 2, putative [Plasmodium vivax]
SCO75384.1           -           1087 3722at5820           -            653         0 1096.9 120.4   3   4  1.3e-110  1.7e-107  359.2  25.7   129   367   422   669   393   687 0.80 bromodomain protein 2, putative [Plasmodium vivax]
SCO75384.1           -           1087 3722at5820           -            653         0 1096.9 120.4   4   4  7.2e-167  9.1e-164  545.1  43.4   331   653   727  1087   712  1087 0.84 bromodomain protein 2, putative [Plasmodium vivax]
SCO71707.1           -            482 3722at5820           -            653   2.1e-09   35.1   1.0   1   1   2.9e-12   3.6e-09   34.3   1.0   198   276   321   399   315   421 0.93 bromodomain protein 1, putative [Plasmodium vivax]
SCO70590.1           -           1554 3722at5820           -            653   9.8e-05   19.6   0.5   1   3         5   6.3e+03  -11.4   9.2   151   177    54    80    23   139 0.55 bromodomain protein, putative [Plasmodium vivax]
SCO70590.1           -           1554 3722at5820           -            653   9.8e-05   19.6   0.5   2   3   7.8e-08   9.8e-05   19.6   0.5   230   275   866   911   825   930 0.74 bromodomain protein, putative [Plasmodium vivax]
SCO70590.1           -           1554 3722at5820           -            653   9.8e-05   19.6   0.5   3   3      0.28   3.6e+02   -2.1   0.0   605   626   924   945   912   947 0.81 bromodomain protein, putative [Plasmodium vivax]
SCA60183.1           -            324 3722at5820           -            653       4.1    4.3  20.8   1   1    0.0051       6.4    3.7  20.8   492   541    57   106    47   122 0.78 lysophospholipase, putative [Plasmodium vivax]
SCO70869.1           -            496 3722at5820           -            653       4.2    4.3  13.0   1   2   7.5e-05     0.095    9.8   5.7   482   536   339   393   315   421 0.60 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70869.1           -            496 3722at5820           -            653       4.2    4.3  13.0   2   2      0.25   3.1e+02   -1.9   0.7   549   583   433   468   425   473 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3722at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3722at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3722at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:25 2026
# [ok]
