#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71340.1           -            406 7619at5820           -            348  2.8e-159  528.3   8.8   1   3   5.7e-83   5.1e-80  267.7   4.6     3   150     4   155     2   158 0.98 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium vivax]
SCO71340.1           -            406 7619at5820           -            348  2.8e-159  528.3   8.8   2   3     3e-38   2.7e-35  120.6   0.1   150   237   174   263   168   270 0.94 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium vivax]
SCO71340.1           -            406 7619at5820           -            348  2.8e-159  528.3   8.8   3   3   2.3e-44   2.1e-41  140.7   0.0   237   347   286   404   277   405 0.93 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium vivax]
SCO75617.1           -            631 7619at5820           -            348   1.2e-30  105.3  20.9   1   3   1.7e-32   1.6e-29  101.6   9.6     1   204    18   223    18   240 0.82 SUMO-activating enzyme subunit 2, putative [Plasmodium vivax]
SCO75617.1           -            631 7619at5820           -            348   1.2e-30  105.3  20.9   2   3   8.2e-05     0.074   10.6   1.1   170   235   325   394   296   403 0.81 SUMO-activating enzyme subunit 2, putative [Plasmodium vivax]
SCO75617.1           -            631 7619at5820           -            348   1.2e-30  105.3  20.9   3   3      0.51   4.6e+02   -1.9   0.0   259   289   455   484   454   491 0.70 SUMO-activating enzyme subunit 2, putative [Plasmodium vivax]
SCO75505.1           -           1143 7619at5820           -            348   1.8e-25   88.2  20.2   1   3   3.7e-10   3.4e-07   28.2  10.8     2   169    64   232    63   274 0.82 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO75505.1           -           1143 7619at5820           -            348   1.8e-25   88.2  20.2   2   3   1.9e-18   1.7e-15   55.5   0.1     2   170   524   705   523   715 0.76 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO75505.1           -           1143 7619at5820           -            348   1.8e-25   88.2  20.2   3   3   0.00022       0.2    9.2   0.3   179   255   908   984   881   994 0.79 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO74057.1           -           1676 7619at5820           -            348   1.3e-20   72.3  15.4   1   4   8.5e-10   7.6e-07   27.0   3.9     2    67   214   279   213   319 0.77 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 7619at5820           -            348   1.3e-20   72.3  15.4   2   4     2e-13   1.8e-10   38.9   0.1     2    67   670   744   669   756 0.86 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 7619at5820           -            348   1.3e-20   72.3  15.4   3   4   2.5e-05     0.022   12.3   0.4    92   174   818   901   814   919 0.78 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 7619at5820           -            348   1.3e-20   72.3  15.4   4   4       1.2   1.1e+03   -3.1   0.0   186   234  1187  1236  1184  1240 0.78 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO73433.1           -            534 7619at5820           -            348   9.2e-18   62.9   4.2   1   2     1e-20   9.2e-18   62.9   4.2     3   147   104   252   102   268 0.86 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO73433.1           -            534 7619at5820           -            348   9.2e-18   62.9   4.2   2   2         2   1.8e+03   -3.8   0.2    85   115   379   409   372   415 0.76 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO72748.1           -           1216 7619at5820           -            348   3.1e-07   28.3   0.1   1   1   6.2e-10   5.5e-07   27.5   0.1     3    54   760   811   758   827 0.92 autophagy-related protein 7, putative [Plasmodium vivax]
SCO72928.1           -            359 7619at5820           -            348   1.1e-06   26.5   4.8   1   1   2.1e-09   1.8e-06   25.8   4.8     2    68    30    95    29   132 0.83 ubiquitin activating enzyme (E1) subunit Aos1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7619at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7619at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7619at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:02:02 2026
# [ok]
