#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73481.1           -           3144 188at5820            -           2473         0 4590.0 199.7   1   4         0         0 2313.6 100.8     1  1182     1  1263     1  1275 0.97 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO73481.1           -           3144 188at5820            -           2473         0 4590.0 199.7   2   4  1.5e-234  3.2e-231  769.3  39.3  1176  1582  1298  1711  1293  1716 0.97 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO73481.1           -           3144 188at5820            -           2473         0 4590.0 199.7   3   4  7.1e-100   1.5e-96  322.5   9.7  1581  1882  1747  2225  1737  2265 0.85 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO73481.1           -           3144 188at5820            -           2473         0 4590.0 199.7   4   4         0         0 1198.5  26.0  1875  2473  2410  3133  2376  3133 0.94 guanylyl cyclase beta, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   1   9   1.7e-34   3.5e-31  105.7  20.9    22   379    58   430    38   443 0.77 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   2   9         3   6.3e+03   -9.3  10.3  1816  1919   463   565   437   575 0.51 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   3   9     0.045        95   -1.9   0.0   383   423   684   724   673   731 0.87 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   4   9      0.62   1.3e+03   -5.7   3.2  1811  1932   746   873   709   886 0.53 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   5   9     0.052   1.1e+02   -2.1  22.7  1798  1931  1163  1297  1040  1328 0.65 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   6   9    0.0022       4.6    2.4   0.4   600   689  1407  1496  1378  1501 0.78 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   7   9   4.4e-22   9.2e-19   64.5  38.9   695  1211  1612  2156  1605  2182 0.74 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   8   9     5e-35     1e-31  107.4  14.6  1290  1572  2613  2898  2485  2912 0.73 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 188at5820            -           2473  1.2e-179  598.2 134.1   9   9  9.6e-115    2e-111  371.8  35.7  1591  2452  2960  3877  2939  3901 0.69 guanylyl cyclase, putative [Plasmodium vivax]
SCO75444.1           -           1519 188at5820            -           2473   4.7e-15   52.2  52.2   1   3   4.7e-06    0.0099   11.3   0.3   148   244   195   297   183   318 0.81 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 188at5820            -           2473   4.7e-15   52.2  52.2   2   3   3.4e-05     0.071    8.5   6.1   249   390   361   516   350   521 0.73 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 188at5820            -           2473   4.7e-15   52.2  52.2   3   3   4.3e-14   9.1e-11   38.0  32.6   663  1175   892  1461   882  1477 0.77 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/188at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/188at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/188at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:42 2026
# [ok]
