#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71795.1           -           1319 1635at5820           -            845         0 1614.7 108.4   1   6         0         0 1080.4  29.7     1   469     4   472     4   482 0.99 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 1635at5820           -            845         0 1614.7 108.4   2   6  2.2e-115  3.5e-112  374.4  15.5   459   664   595   807   584   827 0.93 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 1635at5820           -            845         0 1614.7 108.4   3   6   3.1e-07   0.00049   16.6   6.8   663   697   840   874   820   933 0.74 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 1635at5820           -            845         0 1614.7 108.4   4   6   0.00034      0.54    6.5   3.0   687   740  1011  1067  1004  1072 0.79 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 1635at5820           -            845         0 1614.7 108.4   5   6   5.9e-11   9.2e-08   28.9   5.4   705   756  1073  1136  1068  1157 0.76 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO71795.1           -           1319 1635at5820           -            845         0 1614.7 108.4   6   6   3.1e-44   4.9e-41  139.0   8.4   750   845  1223  1319  1170  1319 0.92 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO74358.1           -           1038 1635at5820           -            845   7.7e-39  131.7  38.7   1   3   1.5e-22   2.4e-19   67.3   9.4    13   261     5   256     1   262 0.86 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO74358.1           -           1038 1635at5820           -            845   7.7e-39  131.7  38.7   2   3   1.5e-23   2.3e-20   70.6   9.8   270   448   311   488   299   500 0.91 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO74358.1           -           1038 1635at5820           -            845   7.7e-39  131.7  38.7   3   3   0.00057      0.89    5.8   3.7   543   590   635   681   545   689 0.71 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO73685.1           -           1284 1635at5820           -            845   2.4e-22   77.2  29.0   1   4   2.8e-19   4.3e-16   56.5  16.8    16   209    12   214     4   223 0.87 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73685.1           -           1284 1635at5820           -            845   2.4e-22   77.2  29.0   2   4     4e-13   6.2e-10   36.1   4.2   288   432   550   697   530   738 0.80 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73685.1           -           1284 1635at5820           -            845   2.4e-22   77.2  29.0   3   4     0.077   1.2e+02   -1.2   4.0   465   597   764   892   747   919 0.66 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73685.1           -           1284 1635at5820           -            845   2.4e-22   77.2  29.0   4   4      0.65     1e+03   -4.3   2.9   728   785  1020  1080  1001  1115 0.65 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO73722.1           -           1004 1635at5820           -            845   1.5e-05   21.6   0.6   1   2   9.7e-09   1.5e-05   21.6   0.6    49   204    56   207    35   218 0.85 AP-3 complex subunit beta, putative [Plasmodium vivax]
SCO73722.1           -           1004 1635at5820           -            845   1.5e-05   21.6   0.6   2   2      0.11   1.7e+02   -1.7   0.1   363   393   459   490   449   510 0.79 AP-3 complex subunit beta, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1635at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1635at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1635at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:05 2026
# [ok]
