#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74742.1           -            257 11045at5820          -            214  4.9e-118  390.9   8.8   1   1  1.4e-120  6.6e-118  390.4   8.8     1   214     1   238     1   238 0.93 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO72703.1           -            792 11045at5820          -            214   1.1e-13   49.8  15.9   1   4       5.6   2.7e+03   -3.7   0.0   186   212    38    66    35    68 0.70 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 11045at5820          -            214   1.1e-13   49.8  15.9   2   4   0.00053      0.26    9.4   0.1    13    52   194   233   180   269 0.68 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 11045at5820          -            214   1.1e-13   49.8  15.9   3   4   8.3e-08     4e-05   21.8   0.7   109   199   357   444   335   459 0.82 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 11045at5820          -            214   1.1e-13   49.8  15.9   4   4     3e-09   1.4e-06   26.6   2.6    18   191   593   771   578   784 0.69 protein GCN20, putative [Plasmodium vivax]
SCO73121.1           -           1464 11045at5820          -            214   1.3e-12   46.3  11.8   1   5   0.00014     0.068   11.3   0.1    14    98   398   482   380   511 0.75 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 11045at5820          -            214   1.3e-12   46.3  11.8   2   5   9.3e-07   0.00045   18.4   0.2   114   179   578   643   552   660 0.86 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 11045at5820          -            214   1.3e-12   46.3  11.8   3   5         5   2.4e+03   -3.6   0.1   123   175   900   951   889   957 0.71 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 11045at5820          -            214   1.3e-12   46.3  11.8   4   5    0.0053       2.6    6.1   0.0    16    63  1181  1228  1162  1239 0.75 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 11045at5820          -            214   1.3e-12   46.3  11.8   5   5   8.6e-06    0.0042   15.3   0.1   114   177  1355  1418  1334  1431 0.85 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO74676.1           -            918 11045at5820          -            214   5.8e-11   40.9   3.8   1   2   1.2e-06   0.00057   18.1   0.4    15   125   615   731   607   746 0.80 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO74676.1           -            918 11045at5820          -            214   5.8e-11   40.9   3.8   2   2   2.9e-08   1.4e-05   23.3   0.2   114   180   815   879   785   901 0.83 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO73404.1           -            619 11045at5820          -            214   6.2e-11   40.8  12.7   1   3     0.035        17    3.5   0.1    32    50   122   140   111   146 0.86 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO73404.1           -            619 11045at5820          -            214   6.2e-11   40.8  12.7   2   3   6.5e-06    0.0031   15.7   0.7    97   182   213   300   195   314 0.68 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO73404.1           -            619 11045at5820          -            214   6.2e-11   40.8  12.7   3   3   1.2e-08   5.6e-06   24.6   1.9    15   188   372   554   360   567 0.69 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 11045at5820          -            214   3.7e-10   38.3  43.5   1   5     4e-05     0.019   13.1   1.4     4    67   178   243   175   345 0.86 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 11045at5820          -            214   3.7e-10   38.3  43.5   2   5    0.0012      0.56    8.3   7.5    94   200   462   567   445   577 0.82 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 11045at5820          -            214   3.7e-10   38.3  43.5   3   5       8.8   4.2e+03   -4.4   1.4    79   133   606   658   594   663 0.47 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 11045at5820          -            214   3.7e-10   38.3  43.5   4   5   6.9e-06    0.0033   15.6   0.2    17    50   821   854   811   861 0.89 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 11045at5820          -            214   3.7e-10   38.3  43.5   5   5   2.7e-08   1.3e-05   23.4   5.7    96   190  1009  1102   998  1122 0.81 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO72351.1           -           2624 11045at5820          -            214   8.6e-10   37.1  20.8   1   3   9.3e-07   0.00045   18.4   0.4     4    50   803   851   801   862 0.82 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO72351.1           -           2624 11045at5820          -            214   8.6e-10   37.1  20.8   2   3   9.6e-08   4.7e-05   21.6   9.5    86   197   950  1058   916  1072 0.77 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO72351.1           -           2624 11045at5820          -            214   8.6e-10   37.1  20.8   3   3      0.06        29    2.7   0.2   114   153  2200  2239  2180  2251 0.80 ABC transporter I family member 1, putative [Plasmodium vivax]
SCO73995.1           -            815 11045at5820          -            214     9e-09   33.8   5.1   1   3         1   4.9e+02   -1.3   0.1   113   139   305   331   288   339 0.74 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 11045at5820          -            214     9e-09   33.8   5.1   2   3   5.1e-05     0.024   12.7   0.1    15    69   500   560   485   567 0.76 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 11045at5820          -            214     9e-09   33.8   5.1   3   3   8.7e-08   4.2e-05   21.8   0.3   114   182   711   777   700   802 0.77 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO74930.1           -            351 11045at5820          -            214   3.3e-08   31.9   3.0   1   3       3.7   1.8e+03   -3.2   0.0    43    69    48    74    28    81 0.71 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO74930.1           -            351 11045at5820          -            214   3.3e-08   31.9   3.0   2   3   3.5e-06    0.0017   16.5   0.1    15    53   118   156   105   173 0.89 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO74930.1           -            351 11045at5820          -            214   3.3e-08   31.9   3.0   3   3   6.7e-06    0.0032   15.6   0.1   114   175   247   307   232   348 0.82 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO72938.1           -            783 11045at5820          -            214     1e-06   27.1   6.2   1   1   4.8e-07   0.00023   19.3   6.2    15   179   572   763   559   778 0.73 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO74817.1           -            695 11045at5820          -            214   3.1e-06   25.5   2.4   1   2   2.4e-07   0.00011   20.3   0.0    31   174    68   233    52   264 0.70 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO74817.1           -            695 11045at5820          -            214   3.1e-06   25.5   2.4   2   2       1.1   5.5e+02   -1.5   0.4   129   190   420   486   390   493 0.69 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO74436.1           -           1559 11045at5820          -            214   6.7e-06   24.4   0.6   1   1   4.1e-07    0.0002   19.6   0.6    14   170   703   879   688   900 0.64 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO73877.1           -            998 11045at5820          -            214   1.4e-05   23.3   9.1   1   1   6.8e-07   0.00033   18.9   9.1    16   188   774   966   766   981 0.68 ABC transporter B family member 6, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11045at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:36 2026
# [ok]
