#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74602.1           -            226 11093at5820          -            195  1.7e-134  443.8   1.2   1   1  3.6e-137  2.3e-134  443.4   1.2     1   195     1   203     1   203 0.97 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO72326.1           -            170 11093at5820          -            195   1.5e-51  173.1   0.3   1   1   2.6e-54   1.7e-51  173.0   0.3     6   173     4   169     1   170 0.97 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO72643.1           -            193 11093at5820          -            195   4.4e-41  139.0   0.3   1   1   8.4e-44   5.3e-41  138.7   0.3     7   173    30   192    25   193 0.96 peptidyl-prolyl cis-trans isomerase 11, putative [Plasmodium vivax]
SCO70501.1           -            262 11093at5820          -            195   1.8e-39  133.8   1.4   1   1     4e-42   2.5e-39  133.3   1.4     3   173    90   261    88   262 0.91 cyclophilin, putative [Plasmodium vivax]
SCO72649.1           -            167 11093at5820          -            195   4.8e-25   86.6   0.5   1   1   1.5e-27   9.2e-25   85.7   0.5    18   170     8   151     4   163 0.89 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO75405.1           -            276 11093at5820          -            195   1.1e-24   85.5   0.7   1   1   2.6e-27   1.6e-24   84.9   0.7     7   173    63   223    58   229 0.92 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73250.1           -            737 11093at5820          -            195   6.5e-21   73.2   0.3   1   3       1.4   8.7e+02   -2.3   0.0    27    60   170   205   145   251 0.57 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73250.1           -            737 11093at5820          -            195   6.5e-21   73.2   0.3   2   3       1.4   8.7e+02   -2.3   0.2    93   129   432   468   421   520 0.56 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73250.1           -            737 11093at5820          -            195   6.5e-21   73.2   0.3   3   3     1e-23   6.5e-21   73.2   0.3    53   169   615   731   585   736 0.84 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73055.1           -            203 11093at5820          -            195   8.9e-21   72.7   0.2   1   1   2.4e-23   1.5e-20   72.0   0.2    18   166    53   191    47   201 0.83 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO70517.1           -            587 11093at5820          -            195   1.5e-08   32.8   0.4   1   2   0.00021      0.13   10.2   0.0     8    74     7    75     3    90 0.85 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO70517.1           -            587 11093at5820          -            195   1.5e-08   32.8   0.4   2   2   1.4e-07   8.6e-05   20.6   0.1    82   175   103   196    93   214 0.87 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO74839.1           -            456 11093at5820          -            195   2.2e-07   29.0   2.6   1   1   7.8e-10   4.9e-07   27.9   2.6    20   153    22   148     9   167 0.81 cyclophilin, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11093at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11093at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11093at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:45 2026
# [ok]
