#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75262.1           -           1218 1919at5820           -           1069         0 2018.7 170.9   1   4  7.8e-173  1.2e-169  564.7  21.4     1   289     1   283     1   289 0.94 structural maintenance of chromosome 2, putative [Plasmodium vivax]
SCO75262.1           -           1218 1919at5820           -           1069         0 2018.7 170.9   2   4   5.5e-78   8.7e-75  250.7  48.7   246   435   283   480   278   481 0.92 structural maintenance of chromosome 2, putative [Plasmodium vivax]
SCO75262.1           -           1218 1919at5820           -           1069         0 2018.7 170.9   3   4  2.7e-112  4.3e-109  364.3  17.4   405   626   477   712   472   721 0.91 structural maintenance of chromosome 2, putative [Plasmodium vivax]
SCO75262.1           -           1218 1919at5820           -           1069         0 2018.7 170.9   4   4  2.5e-261  3.9e-258  857.8  62.5   611  1069   720  1213   713  1213 0.95 structural maintenance of chromosome 2, putative [Plasmodium vivax]
SCO73261.1           -           1453 1919at5820           -           1069   7.8e-27   91.9  47.4   1   5   1.4e-16   2.1e-13   47.4  36.1     3   335    58   432    56   439 0.70 chromosome condensation protein, putative [Plasmodium vivax]
SCO73261.1           -           1453 1919at5820           -           1069   7.8e-27   91.9  47.4   2   5         4   6.3e+03  -19.7  44.3   180   598   321   753   313   758 0.62 chromosome condensation protein, putative [Plasmodium vivax]
SCO73261.1           -           1453 1919at5820           -           1069   7.8e-27   91.9  47.4   3   5         4   6.3e+03  -12.6  21.3   259   382   812   937   777   943 0.58 chromosome condensation protein, putative [Plasmodium vivax]
SCO73261.1           -           1453 1919at5820           -           1069   7.8e-27   91.9  47.4   4   5         4   6.3e+03  -10.7  30.8   608   767   915  1063   911  1083 0.60 chromosome condensation protein, putative [Plasmodium vivax]
SCO73261.1           -           1453 1919at5820           -           1069   7.8e-27   91.9  47.4   5   5   2.2e-20   3.5e-17   60.0   3.5   858  1030  1230  1404  1185  1420 0.77 chromosome condensation protein, putative [Plasmodium vivax]
SCO71362.1           -           1196 1919at5820           -           1069   4.9e-25   86.0 171.4   1   3   5.1e-13     8e-10   35.6  68.2     1   419     1   431     1   451 0.70 structural maintenance of chromosomes protein 3, putative [Plasmodium vivax]
SCO71362.1           -           1196 1919at5820           -           1069   4.9e-25   86.0 171.4   2   3    0.0019         3    3.9  90.7   433   931   488  1030   444  1038 0.72 structural maintenance of chromosomes protein 3, putative [Plasmodium vivax]
SCO71362.1           -           1196 1919at5820           -           1069   4.9e-25   86.0 171.4   3   3   5.6e-17   8.8e-14   48.7   0.2   936  1043  1063  1173  1039  1183 0.87 structural maintenance of chromosomes protein 3, putative [Plasmodium vivax]
SCO72792.1           -           1611 1919at5820           -           1069   2.5e-19   67.0  45.4   1   6   2.2e-17   3.5e-14   50.0  39.7     3   388   230   603   228   624 0.65 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1919at5820           -           1069   2.5e-19   67.0  45.4   2   6         4   6.3e+03  -12.8  19.9   688   796   683   801   609   860 0.48 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1919at5820           -           1069   2.5e-19   67.0  45.4   3   6       1.5   2.4e+03   -5.7  17.5   210   322  1017  1127  1005  1140 0.68 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1919at5820           -           1069   2.5e-19   67.0  45.4   4   6         4   6.3e+03  -10.6  26.6   279   389  1136  1251  1126  1270 0.51 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1919at5820           -           1069   2.5e-19   67.0  45.4   5   6       1.3     2e+03   -5.4  10.8   721   832  1377  1493  1366  1504 0.61 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1919at5820           -           1069   2.5e-19   67.0  45.4   6   6   2.1e-11   3.3e-08   30.3   0.3   955  1030  1513  1586  1499  1609 0.89 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1919at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1919at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1919at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:50 2026
# [ok]
