#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71286.1           -            824 3774at5820           -            638         0 1188.7  34.1   1   5   5.7e-25   4.5e-22   76.6   1.7     1    49     1    49     1    53 0.97 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 3774at5820           -            638         0 1188.7  34.1   2   5   3.8e-94     3e-91  305.2   1.8    50   206    74   232    66   236 0.97 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 3774at5820           -            638         0 1188.7  34.1   3   5   3.6e-19   2.8e-16   57.4   0.2   207   244   273   310   271   319 0.93 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 3774at5820           -            638         0 1188.7  34.1   4   5  2.8e-153  2.2e-150  500.5   1.1   245   482   347   584   331   587 0.99 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 3774at5820           -            638         0 1188.7  34.1   5   5   4.1e-83   3.2e-80  268.7   2.6   481   634   637   802   634   809 0.93 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71671.1           -           1218 3774at5820           -            638  7.2e-143  475.7   7.1   1   2   3.6e-64   2.8e-61  206.1   0.5     3   233   558   793   556   798 0.93 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO71671.1           -           1218 3774at5820           -            638  7.2e-143  475.7   7.1   2   2   2.2e-84   1.7e-81  272.9   1.2   263   632   803  1175   800  1178 0.93 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO73444.1           -           1127 3774at5820           -            638  6.2e-135  449.5  17.2   1   2   4.4e-62   3.4e-59  199.2   2.6     3   236   431   674   429   682 0.92 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO73444.1           -           1127 3774at5820           -            638  6.2e-135  449.5  17.2   2   2   4.1e-79   3.2e-76  255.5   6.9   258   631   744  1115   730  1122 0.91 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO71932.1           -            840 3774at5820           -            638  1.1e-131  438.8   3.2   1   2     2e-68   1.6e-65  220.2   1.9     2   234   187   421   186   433 0.90 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO71932.1           -            840 3774at5820           -            638  1.1e-131  438.8   3.2   2   2   6.1e-68   4.8e-65  218.6   0.0   263   633   431   814   424   819 0.89 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
