#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71635.1           -            642 6323at5820           -            422  1.2e-198  658.7   6.3   1   2     4e-10   7.8e-08   30.1   0.1     2    65    74   180    73   200 0.68 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71635.1           -            642 6323at5820           -            422  1.2e-198  658.7   6.3   2   2  1.8e-192  3.6e-190  630.8   2.0    82   422   250   642   245   642 0.96 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO72943.1           -            660 6323at5820           -            422   7.6e-22   76.2  14.0   1   6   6.1e-08   1.2e-05   22.9   0.0   369   405   116   152    78   159 0.84 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6323at5820           -            422   7.6e-22   76.2  14.0   2   6   9.5e-10   1.9e-07   28.8   0.2   250   331   121   205   121   215 0.83 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6323at5820           -            422   7.6e-22   76.2  14.0   3   6   1.5e-05    0.0029   15.0   0.9   265   408   340   484   335   489 0.78 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6323at5820           -            422   7.6e-22   76.2  14.0   4   6   4.1e-06   0.00081   16.8   0.0   367   403   487   523   484   528 0.93 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6323at5820           -            422   7.6e-22   76.2  14.0   5   6    0.0048      0.94    6.7   0.1   369   404   531   566   525   576 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6323at5820           -            422   7.6e-22   76.2  14.0   6   6   0.00047     0.091   10.1   0.1   244   279   624   659   611   660 0.89 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO71271.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   1   4   9.6e-07   0.00019   18.9   0.4   247   318    33   108    27   108 0.87 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   2   4   1.3e-07   2.5e-05   21.8   0.6   194   242   106   155   100   170 0.90 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   3   4   1.3e-05    0.0026   15.2   0.1   223   282   177   235   167   241 0.83 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6323at5820           -            422   1.1e-16   59.2  10.1   4   4    0.0002     0.039   11.3   0.0   257   316   260   321   252   324 0.72 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO73788.1           -           1399 6323at5820           -            422   6.9e-14   50.0   5.2   1   4   1.4e-07   2.7e-05   21.7   0.2   166   279     7   121     3   125 0.88 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 6323at5820           -            422   6.9e-14   50.0   5.2   2   4   6.3e-07   0.00012   19.5   0.6   308   404    69   164    66   179 0.75 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 6323at5820           -            422   6.9e-14   50.0   5.2   3   4   5.1e-06     0.001   16.5   0.0   291   394   250   355   237   373 0.86 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 6323at5820           -            422   6.9e-14   50.0   5.2   4   4         6   1.2e+03   -3.5   0.1   312   332   608   628   606   654 0.77 coatomer alpha subunit, putative [Plasmodium vivax]
SCO71232.1           -            322 6323at5820           -            422     5e-13   47.2  11.1   1   2   2.1e-11   4.1e-09   34.3   2.2   296   410    28   148    18   163 0.79 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 6323at5820           -            422     5e-13   47.2  11.1   2   2    0.0086       1.7    5.9   0.1   256   280   293   317   270   321 0.82 receptor for activated c kinase, putative [Plasmodium vivax]
SCO72485.1           -            595 6323at5820           -            422     1e-12   46.2   0.4   1   3       2.8   5.4e+02   -2.4   7.6   141   173   146   178   120   188 0.67 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 6323at5820           -            422     1e-12   46.2   0.4   2   3     0.035       6.9    3.9   0.3   250   282   280   312   260   342 0.76 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 6323at5820           -            422     1e-12   46.2   0.4   3   3   5.1e-15     1e-12   46.2   0.4   188   307   343   469   321   476 0.85 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72425.1           -            498 6323at5820           -            422   8.4e-12   43.1  11.6   1   4     0.018       3.5    4.9   2.2   155   225   121   193    86   237 0.67 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 6323at5820           -            422   8.4e-12   43.1  11.6   2   4     0.006       1.2    6.4   0.0   364   403   244   283   226   293 0.84 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 6323at5820           -            422   8.4e-12   43.1  11.6   3   4   1.3e-10   2.6e-08   31.6   0.1   164   282   297   416   285   424 0.83 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 6323at5820           -            422   8.4e-12   43.1  11.6   4   4     0.026         5    4.3   0.0   224   278   444   497   430   498 0.86 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO75650.1           -            472 6323at5820           -            422   1.1e-10   39.5  16.9   1   4    0.0048      0.94    6.7   0.1   243   283    78   118    70   146 0.85 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 6323at5820           -            422   1.1e-10   39.5  16.9   2   4       1.5   2.9e+02   -1.5   0.0   333   388   132   185   121   194 0.69 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 6323at5820           -            422   1.1e-10   39.5  16.9   3   4   2.6e-11   5.1e-09   34.0   9.5   194   330   198   351   169   357 0.74 polyadenylation factor subunit 2, putative [Plasmodium vivax]
