#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73987.1           -            229 11171at5820          -            191  1.5e-125  414.8   1.7   1   1  4.9e-128  1.8e-125  414.5   1.7     1   185     1   185     1   208 0.97 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO75283.1           -            203 11171at5820          -            191   2.5e-61  205.3   2.5   1   1   7.6e-64   2.8e-61  205.1   2.5     1   183     3   181     1   192 0.95 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO75558.1           -            213 11171at5820          -            191   2.7e-47  159.5   0.1   1   1   8.9e-50   3.3e-47  159.2   0.1     6   181     4   173     1   183 0.96 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO70475.1           -            201 11171at5820          -            191   7.7e-44  148.2   1.4   1   1   2.5e-46   9.4e-44  147.9   1.4     3   178     4   174     1   183 0.94 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO73228.1           -            200 11171at5820          -            191     3e-43  146.3   1.9   1   1   9.7e-46   3.6e-43  146.0   1.9     3   179     2   173     1   185 0.95 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO72932.1           -            207 11171at5820          -            191   1.4e-41  140.9   0.2   1   1   4.5e-44   1.6e-41  140.6   0.2     9   177    11   174     5   191 0.91 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO73216.1           -            207 11171at5820          -            191     2e-41  140.3   1.1   1   1   6.7e-44   2.5e-41  140.0   1.1     3   185     6   183     4   189 0.92 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO70625.1           -            194 11171at5820          -            191   2.3e-34  117.3   0.2   1   1   7.5e-37   2.8e-34  117.0   0.2    15   189    13   182    10   184 0.92 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO75183.1           -            205 11171at5820          -            191   1.7e-32  111.2   0.1   1   1   6.4e-35   2.4e-32  110.8   0.1     5   176    28   193    24   199 0.95 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO71786.1           -            206 11171at5820          -            191   3.3e-29  100.5   0.1   1   1   1.1e-31     4e-29  100.2   0.1     7   174     6   173     1   183 0.85 ras-related protein RAB7, putative [Plasmodium vivax]
SCO71079.1           -            245 11171at5820          -            191   4.6e-26   90.3   3.5   1   2   3.3e-05     0.012   13.8   0.0     8    52     5    49     1    56 0.92 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO71079.1           -            245 11171at5820          -            191   4.6e-26   90.3   3.5   2   2   2.7e-24     1e-21   76.1   1.8    58   185   101   220    94   226 0.91 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO72663.1           -            214 11171at5820          -            191   1.1e-24   85.8   0.0   1   1   3.7e-27   1.4e-24   85.4   0.0     1   169     1   161     1   172 0.90 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO71580.1           -            181 11171at5820          -            191   2.2e-07   29.3   0.0   1   1   7.7e-10   2.9e-07   29.0   0.0    11   158    19   160    11   180 0.82 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO73916.1           -            224 11171at5820          -            191   1.2e-06   26.9   0.1   1   1     8e-09   2.9e-06   25.6   0.1    74   179   106   207    97   213 0.79 GTPase, putative [Plasmodium vivax]
SCO71717.1           -            178 11171at5820          -            191   0.00027   19.3   0.1   1   1   9.2e-07   0.00034   18.9   0.1    11   129    19   132    12   177 0.78 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO74494.1           -            185 11171at5820          -            191   0.00031   19.0   0.2   1   1   1.2e-06   0.00043   18.6   0.2     8   175    15   177     9   185 0.79 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO73690.1           -            452 11171at5820          -            191   0.00054   18.3   0.1   1   2       2.9   1.1e+03   -2.3   0.0    11    26     5    20     3    24 0.85 ras GTPAse, putative [Plasmodium vivax]
SCO73690.1           -            452 11171at5820          -            191   0.00054   18.3   0.1   2   2   6.5e-06    0.0024   16.1   0.0    65   109   162   206   145   215 0.87 ras GTPAse, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11171at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11171at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11171at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:01 2026
# [ok]
