#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   1   9   0.00016      0.51    6.9   0.1     1    21     1    26     1    34 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   2   9   1.1e-07   0.00034   17.5   0.0    25    55    64   101    53   105 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   3   9   1.7e-57   5.4e-54  182.1   4.8    55   196   144   297   137   304 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   4   9   1.3e-26   4.2e-23   80.0   1.8   193   297   332   462   325   466 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   5   9     3e-75   9.5e-72  240.8   0.0   298   437   533   673   517   683 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   6   9   5.2e-37   1.6e-33  114.4   0.0   437   536   741   864   735   881 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   7   9     6e-22   1.9e-18   64.6   0.2   537   620   911  1029   903  1035 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   8   9   7.4e-32   2.3e-28   97.3   0.0   610   683  1052  1125  1045  1131 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74148.1           -           1269 2486at5820           -            754  1.3e-270  898.3  24.6   9   9   2.1e-31   6.6e-28   95.9   0.6   684   746  1156  1218  1153  1221 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72417.1           -            613 2486at5820           -            754   0.00099   15.9   0.0   1   2     0.014        45    0.5   0.0   293   323   231   261   219   269 0.76 asparagine synthetase, putative [Plasmodium vivax]
SCO72417.1           -            613 2486at5820           -            754   0.00099   15.9   0.0   2   2   2.5e-06    0.0079   12.9   0.0   588   673   369   452   359   457 0.64 asparagine synthetase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2486at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2486at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2486at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:33 2026
# [ok]
