#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71863.1           -            446 6760at5820           -            323  1.4e-197  653.6  13.7   1   1  1.6e-200  2.6e-197  652.8  13.7    18   317    84   384    80   385 0.99 cytosolic Fe-S cluster assembly factor NBP35, putative [Plasmodium vivax]
SCO72773.1           -            313 6760at5820           -            323   3.2e-21   74.1   2.1   1   3   2.1e-24   3.2e-21   74.1   2.1   161   248    17   102     1   121 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72773.1           -            313 6760at5820           -            323   3.2e-21   74.1   2.1   2   3     0.061        96    0.2   0.1    33    53   102   126   100   136 0.69 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72773.1           -            313 6760at5820           -            323   3.2e-21   74.1   2.1   3   3     0.028        44    1.3   0.9    37    70   230   264   222   280 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71372.1           -            374 6760at5820           -            323   0.00045   17.7   2.8   1   4   1.8e-05     0.029   11.8   0.0    63   111    25    73    10    79 0.81 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO71372.1           -            374 6760at5820           -            323   0.00045   17.7   2.8   2   4       0.1   1.6e+02   -0.5   0.0   268   316    82   130    75   134 0.73 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO71372.1           -            374 6760at5820           -            323   0.00045   17.7   2.8   3   4      0.22   3.5e+02   -1.6   0.0    61    79   141   159   135   167 0.83 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO71372.1           -            374 6760at5820           -            323   0.00045   17.7   2.8   4   4    0.0075        12    3.2   0.6   199   251   224   275   216   311 0.80 arsenical pump-driving ATPase, putative [Plasmodium vivax]
SCO72596.1           -            543 6760at5820           -            323      0.54    7.6   6.2   1   3      0.02        31    1.8   0.0   277   303   280   307   248   318 0.83 ES2 protein, putative [Plasmodium vivax]
SCO72596.1           -            543 6760at5820           -            323      0.54    7.6   6.2   2   3    0.0092        14    2.9   0.3    31    92   343   406   325   418 0.71 ES2 protein, putative [Plasmodium vivax]
SCO72596.1           -            543 6760at5820           -            323      0.54    7.6   6.2   3   3     0.004       6.3    4.1   0.4    26    76   437   487   415   495 0.83 ES2 protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6760at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6760at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6760at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:52:58 2026
# [ok]
