#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75424.1           -           1120 3505at5820           -            693         0 1197.7 115.9   1   7   6.9e-57   1.5e-54  184.0  15.3     1   104    37   140    37   157 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 3505at5820           -            693         0 1197.7 115.9   2   7   6.6e-15   1.4e-12   45.2   6.3    95   135   157   205   147   231 0.68 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 3505at5820           -            693         0 1197.7 115.9   3   7    0.0017      0.35    7.5   2.1   134   154   282   302   278   306 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 3505at5820           -            693         0 1197.7 115.9   4   7   5.5e-28   1.1e-25   88.5   3.4   142   210   358   436   339   443 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 3505at5820           -            693         0 1197.7 115.9   5   7   8.4e-88   1.8e-85  286.2  17.2   208   358   493   650   480   653 0.96 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 3505at5820           -            693         0 1197.7 115.9   6   7   1.9e-53   3.9e-51  172.7   0.3   358   449   704   795   700   803 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 3505at5820           -            693         0 1197.7 115.9   7   7  1.7e-136  3.6e-134  447.1  27.5   443   693   849  1120   842  1120 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 3505at5820           -            693   1.3e-23   81.7   6.5   1   4   9.3e-07    0.0002   18.3   0.0   564   632    16    85    11    92 0.90 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 3505at5820           -            693   1.3e-23   81.7   6.5   2   4     6e-08   1.3e-05   22.2   0.1   565   630   105   170    98   185 0.87 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 3505at5820           -            693   1.3e-23   81.7   6.5   3   4   6.5e-07   0.00014   18.8   0.2   565   625   194   252   177   260 0.86 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 3505at5820           -            693   1.3e-23   81.7   6.5   4   4   4.2e-08   8.8e-06   22.8   0.1   557   640   442   525   417   529 0.85 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO74870.1           -            475 3505at5820           -            693   1.6e-17   61.6   0.9   1   2   2.3e-12   4.9e-10   36.8   0.0   565   636    21    93     5    99 0.88 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74870.1           -            475 3505at5820           -            693   1.6e-17   61.6   0.9   2   2   2.6e-08   5.4e-06   23.5   0.2   561   639   104   182    94   213 0.89 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO73492.1           -            513 3505at5820           -            693   1.2e-14   52.1   0.4   1   3     5e-06     0.001   15.9   0.0   562   626    86   151    82   166 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 3505at5820           -            693   1.2e-14   52.1   0.4   2   3   4.1e-07   8.5e-05   19.5   0.0   565   626   188   250   182   267 0.89 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 3505at5820           -            693   1.2e-14   52.1   0.4   3   3   3.5e-05    0.0073   13.1   0.1   577   625   385   434   373   470 0.85 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73478.1           -            392 3505at5820           -            693   7.2e-14   49.5   5.8   1   3   0.00016     0.033   11.0   0.5   212   251    51    90    20   112 0.72 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 3505at5820           -            693   7.2e-14   49.5   5.8   2   3   3.6e-06   0.00075   16.4   0.1   568   631   122   185   108   194 0.85 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 3505at5820           -            693   7.2e-14   49.5   5.8   3   3   4.5e-08   9.4e-06   22.7   0.1   564   624   209   269   188   284 0.82 poly(A)-binding protein, putative [Plasmodium vivax]
SCO71923.1           -            340 3505at5820           -            693     2e-13   48.1   4.5   1   2   1.9e-10   3.9e-08   30.5   0.1   512   639    37   165    11   170 0.80 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71923.1           -            340 3505at5820           -            693     2e-13   48.1   4.5   2   2   7.6e-07   0.00016   18.6   1.6   564   639   170   244   166   285 0.78 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71267.1           -            292 3505at5820           -            693   3.2e-13   47.4   0.2   1   2   6.2e-07   0.00013   18.9   0.0   565   630     8    73     4    89 0.88 RNA-binding protein, putative [Plasmodium vivax]
