#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74323.1           -            787 4750at5820           -            475  1.5e-286  948.7  33.5   1   3   2.9e-14   5.7e-12   43.3   0.3     1    44    96   142    96   159 0.77 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO74323.1           -            787 4750at5820           -            475  1.5e-286  948.7  33.5   2   3   2.3e-10   4.4e-08   30.5   5.4    22    67   294   342   282   359 0.82 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO74323.1           -            787 4750at5820           -            475  1.5e-286  948.7  33.5   3   3  2.2e-269  4.3e-267  884.6  14.8    59   473   359   784   349   786 0.97 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO74223.1           -            398 4750at5820           -            475   2.7e-70  235.7   3.8   1   1   3.4e-70   6.7e-68  227.8   3.8    72   462    23   390    10   396 0.88 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO71470.1           -            388 4750at5820           -            475     1e-67  227.2   6.0   1   1     1e-67     2e-65  219.6   6.0    72   464    15   382     5   388 0.92 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO71091.1           -            473 4750at5820           -            475   5.4e-43  145.6   5.2   1   2   4.6e-06   0.00091   16.3   0.0    23   137     3   123     1   139 0.72 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 4750at5820           -            475   5.4e-43  145.6   5.2   2   2     2e-37   3.9e-35  119.7   4.1   133   462   155   461   129   469 0.86 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO72338.1           -            382 4750at5820           -            475   7.6e-42  141.9   2.5   1   1   1.4e-41   2.7e-39  133.4   2.5   141   452    81   362    77   372 0.89 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO75518.1           -            717 4750at5820           -            475   1.1e-36  124.8   5.7   1   2   1.2e-06   0.00023   18.2   0.0    60   135   266   339   241   344 0.81 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 4750at5820           -            475   1.1e-36  124.8   5.7   2   2   6.3e-31   1.2e-28   98.3   4.3   141   440   405   678   399   687 0.90 DNA helicase 60, putative [Plasmodium vivax]
SCO73166.1           -           1009 4750at5820           -            475   1.7e-36  124.2   0.0   1   2   1.4e-21   2.8e-19   67.4   0.0    73   223   585   750   581   763 0.89 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 4750at5820           -            475   1.7e-36  124.2   0.0   2   2   1.6e-17   3.1e-15   54.1   0.0   338   454   866   971   789   983 0.84 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO74455.1           -            528 4750at5820           -            475   1.1e-33  115.0   0.1   1   2   9.3e-22   1.8e-19   68.1   0.0    87   319   128   373   114   381 0.78 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO74455.1           -            528 4750at5820           -            475   1.1e-33  115.0   0.1   2   2   1.4e-14   2.8e-12   44.4   0.1   363   444   399   468   387   480 0.88 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO73062.1           -            667 4750at5820           -            475   2.2e-33  114.0   0.1   1   2   3.2e-21   6.3e-19   66.3   0.0    75   333   221   496   216   503 0.78 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 4750at5820           -            475   2.2e-33  114.0   0.1   2   2   9.4e-15   1.8e-12   45.0   0.1   363   447   508   580   497   586 0.91 RNA helicase 1, putative [Plasmodium vivax]
SCO73552.1           -            599 4750at5820           -            475   1.1e-32  111.7   6.8   1   1   2.7e-32   5.4e-30  102.8   6.8    68   470   142   523   134   528 0.79 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO74062.1           -            489 4750at5820           -            475   1.2e-32  111.5   0.6   1   1   1.2e-33   2.3e-31  107.3   0.6    73   453    59   434    55   443 0.80 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO75754.1           -            731 4750at5820           -            475   2.9e-30  103.7   6.6   1   1   8.9e-32   1.8e-29  101.1   6.6    68   452    99   495    55   506 0.73 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
