#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   1  10   3.1e-79   2.8e-76  255.7   6.3     6   176    24   203    14   210 0.90 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   2  10   1.8e-07   0.00016   18.1   0.2   176   207   393   424   387   439 0.83 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   3  10   1.7e-32   1.5e-29  101.0   3.0   197   272   460   538   453   544 0.90 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   4  10     1e-49     9e-47  158.0  10.6   266   386   575   717   571   720 0.89 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   5  10   8.9e-64     8e-61  204.6  11.8   384   505   918  1044   914  1061 0.93 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   6  10   2.3e-48   2.1e-45  153.5   0.1   502   607  1121  1234  1110  1237 0.93 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   7  10   5.4e-24   4.8e-21   72.8   0.0   607   656  1462  1511  1458  1517 0.94 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   8  10   3.4e-13   3.1e-10   37.0   0.0   657   721  1538  1606  1534  1614 0.87 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8   9  10   1.8e-30   1.6e-27   94.2   0.1   705   782  1697  1779  1691  1782 0.90 protein kinase, putative [Plasmodium vivax]
SCO74797.1           -           2227 575at5820            -           1131         0 1642.3  88.8  10  10  4.4e-176  3.9e-173  576.5  11.1   783  1131  1859  2227  1849  2227 0.94 protein kinase, putative [Plasmodium vivax]
SCO74469.1           -           1528 575at5820            -           1131   4.9e-12   43.0  33.2   1   4   5.1e-14   4.5e-11   39.8  14.3   338   482   517   676   477   679 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74469.1           -           1528 575at5820            -           1131   4.9e-12   43.0  33.2   2   4   2.8e-06    0.0026   14.1   0.2   529   563   704   738   689   808 0.89 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74469.1           -           1528 575at5820            -           1131   4.9e-12   43.0  33.2   3   4     0.037        33    0.5   0.4   796   837  1018  1058   999  1113 0.69 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74469.1           -           1528 575at5820            -           1131   4.9e-12   43.0  33.2   4   4     0.081        73   -0.6   0.8   999  1037  1413  1451  1399  1504 0.84 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO73091.1           -            288 575at5820            -           1131   4.1e-09   33.3   5.9   1   2     2e-08   1.8e-05   21.2   4.5   365   465    49   150    38   154 0.81 NIMA related kinase 2, putative [Plasmodium vivax]
SCO73091.1           -            288 575at5820            -           1131   4.1e-09   33.3   5.9   2   2   2.5e-05     0.022   11.0   0.0   531   564   193   228   177   254 0.78 NIMA related kinase 2, putative [Plasmodium vivax]
SCO71015.1           -            526 575at5820            -           1131   1.4e-07   28.2   8.7   1   1   8.8e-09   7.9e-06   22.4   8.7   379   544   121   263    85   329 0.69 calcium-dependent protein kinase 1, putative [Plasmodium vivax]
SCO75530.1           -            978 575at5820            -           1131   1.9e-06   24.5   6.4   1   1   8.5e-09   7.7e-06   22.5   6.4   360   480    45   175     9   279 0.64 NIMA related kinase 1, putative [Plasmodium vivax]
SCO70874.1           -            310 575at5820            -           1131   7.2e-06   22.6   6.0   1   2   2.2e-08     2e-05   21.1   6.1   387   482    62   155    18   180 0.77 serine/threonine-protein kinase NEK4, putative [Plasmodium vivax]
SCO70874.1           -            310 575at5820            -           1131   7.2e-06   22.6   6.0   2   2      0.22     2e+02   -2.1   0.0   521   552   175   208   168   220 0.72 serine/threonine-protein kinase NEK4, putative [Plasmodium vivax]
SCO72016.1           -           1177 575at5820            -           1131     0.068    9.4   4.3   1   3         1   9.4e+02   -4.3   0.3   186   719   128   163    90   193 0.49 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 575at5820            -           1131     0.068    9.4   4.3   2   3     0.048        43    0.1   0.0   369   419   819   871   811   875 0.75 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 575at5820            -           1131     0.068    9.4   4.3   3   3   3.8e-05     0.035   10.4   0.1   432   488   908   961   901   968 0.83 protein kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/575at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/575at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/575at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:56:31 2026
# [ok]
