#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75690.1           -           1103 2216at5820           -            639         0 1235.7  55.1   1   4  4.9e-253  3.9e-250  830.2  13.5     1   380     6   394     6   405 0.98 kinesin-13, putative [Plasmodium vivax]
SCO75690.1           -           1103 2216at5820           -            639         0 1235.7  55.1   2   4   4.2e-25   3.3e-22   77.2   5.9   362   453   476   583   454   587 0.78 kinesin-13, putative [Plasmodium vivax]
SCO75690.1           -           1103 2216at5820           -            639         0 1235.7  55.1   3   4   0.00056      0.44    7.4   0.2   439   466   633   660   621   676 0.72 kinesin-13, putative [Plasmodium vivax]
SCO75690.1           -           1103 2216at5820           -            639         0 1235.7  55.1   4   4  1.6e-103  1.3e-100  336.2  14.7   463   638   898  1073   876  1074 0.96 kinesin-13, putative [Plasmodium vivax]
SCO70585.1           -           1463 2216at5820           -            639   1.1e-51  174.6  10.1   1   1     3e-54   2.3e-51  173.5  10.1    32   365   772  1113   757  1130 0.86 kinesin-8, putative [Plasmodium vivax]
SCO72354.1           -           1285 2216at5820           -            639   4.2e-48  162.7  13.2   1   2   5.4e-51   4.2e-48  162.7  13.2    19   384   495   861   486   922 0.83 kinesin-8, putative [Plasmodium vivax]
SCO72354.1           -           1285 2216at5820           -            639   4.2e-48  162.7  13.2   2   2      0.66   5.2e+02   -2.7   0.0   421   476  1053  1111  1047  1128 0.69 kinesin-8, putative [Plasmodium vivax]
SCO73074.1           -           2294 2216at5820           -            639   2.5e-30  104.0   8.1   1   2   7.5e-10   5.9e-07   26.8   0.3     5   136   234   356   230   360 0.83 kinesin-19, putative [Plasmodium vivax]
SCO73074.1           -           2294 2216at5820           -            639   2.5e-30  104.0   8.1   2   2   6.8e-26   5.3e-23   79.8   2.6   170   365   644   847   634   866 0.85 kinesin-19, putative [Plasmodium vivax]
SCO75695.1           -           1486 2216at5820           -            639   6.6e-27   92.7  31.2   1   4     4e-12   3.2e-09   34.3   5.4    28   139   115   226    90   230 0.77 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2216at5820           -            639   6.6e-27   92.7  31.2   2   4   2.1e-16   1.6e-13   48.5   2.3   145   305   268   439   250   448 0.80 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2216at5820           -            639   6.6e-27   92.7  31.2   3   4   4.9e-10   3.9e-07   27.4   0.9   311   373   524   589   521   633 0.74 kinesin, putative [Plasmodium vivax]
SCO75695.1           -           1486 2216at5820           -            639   6.6e-27   92.7  31.2   4   4       0.9   7.1e+02   -3.2   1.0   474   528   945   999   928  1011 0.71 kinesin, putative [Plasmodium vivax]
SCO72243.1           -           3257 2216at5820           -            639   2.4e-25   87.5  25.2   1   6   1.1e-15   8.6e-13   46.1  16.8    32   257   163   414   138   419 0.71 kinesin-4, putative [Plasmodium vivax]
SCO72243.1           -           3257 2216at5820           -            639   2.4e-25   87.5  25.2   2   6   4.1e-19   3.2e-16   57.4   1.2   257   382   498   624   489   666 0.87 kinesin-4, putative [Plasmodium vivax]
SCO72243.1           -           3257 2216at5820           -            639   2.4e-25   87.5  25.2   3   6       2.5     2e+03   -4.7   0.6   396   459  1209  1273  1205  1275 0.82 kinesin-4, putative [Plasmodium vivax]
SCO72243.1           -           3257 2216at5820           -            639   2.4e-25   87.5  25.2   4   6         8   6.3e+03  -13.9  13.4   453   515  1460  1522  1367  1572 0.45 kinesin-4, putative [Plasmodium vivax]
SCO72243.1           -           3257 2216at5820           -            639   2.4e-25   87.5  25.2   5   6      0.53   4.1e+02   -2.4   2.2   192   242  1866  1919  1855  1938 0.75 kinesin-4, putative [Plasmodium vivax]
SCO72243.1           -           3257 2216at5820           -            639   2.4e-25   87.5  25.2   6   6     0.031        24    1.6   0.8   373   445  3167  3240  3146  3246 0.76 kinesin-4, putative [Plasmodium vivax]
SCO74688.1           -           1687 2216at5820           -            639   1.9e-23   81.3   6.5   1   2   2.4e-26   1.9e-23   81.3   6.5    75   382    92   444     4   511 0.70 kinesin-7, putative [Plasmodium vivax]
SCO74688.1           -           1687 2216at5820           -            639   1.9e-23   81.3   6.5   2   2      0.97   7.6e+02   -3.3   0.2   295   320   864   889   839   910 0.45 kinesin-7, putative [Plasmodium vivax]
SCO72949.1           -            800 2216at5820           -            639   1.6e-15   55.1  41.0   1   2     2e-18   1.6e-15   55.1  41.0    29   444     1   464     1   522 0.68 kinesin-like protein, putative [Plasmodium vivax]
SCO72949.1           -            800 2216at5820           -            639   1.6e-15   55.1  41.0   2   2      0.69   5.4e+02   -2.8   0.9   464   488   723   747   682   758 0.55 kinesin-like protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2216at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2216at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2216at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:31 2026
# [ok]
