#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   1   8   2.7e-98   8.5e-95  317.2  11.8     1   214     1   218     1   231 0.85 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   2   8   3.6e-34   1.1e-30  105.0  10.7   202   289   286   373   236   387 0.89 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   3   8   3.5e-12   1.1e-08   32.2   1.3   287   330   396   439   376   456 0.82 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   4   8   4.2e-07    0.0013   15.4   5.1   322   366   477   523   464   530 0.82 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   5   8     2e-13   6.4e-10   36.3   4.1   420   490   648   717   590   772 0.76 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   6   8   3.9e-06     0.012   12.2   6.6   499   578   869   959   848   963 0.67 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   7   8   8.8e-50   2.8e-46  156.6  11.0   530   663   940  1076   936  1085 0.70 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO74420.1           -           1372 2267at5820           -            910         0 1182.6  98.4   8   8  1.5e-167  4.8e-164  546.3   3.1   656   908  1119  1372  1100  1372 0.94 crossover junction endonuclease MUS81, putative [Plasmodium vivax]
SCO75336.1           -            320 2267at5820           -            910      0.18    8.3  37.3   1   1   7.4e-05      0.23    8.0  37.3   374   567    72   256    43   276 0.55 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2267at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2267at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2267at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:15 2026
# [ok]
