#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   1  19   2.3e-89   1.4e-85  285.8   7.9     2   170     6   176     5   180 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   2  19   4.3e-82   2.7e-78  261.6   0.8   164   376   209   444   202   450 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   3  19   9.6e-58     6e-54  180.9   0.3   375   488   514   627   510   631 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   4  19   4.6e-37   2.9e-33  112.2  19.4   488   591   662   792   658   799 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   5  19   4.2e-09   2.6e-05   19.5   0.1   589   644   825   894   815   907 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   6  19  4.2e-143  2.6e-139  464.1   1.1   639  1034   957  1422   954  1431 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   7  19   2.3e-60   1.4e-56  189.6   0.1  1028  1186  1505  1695  1497  1699 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   8  19  1.1e-109  6.6e-106  353.3   7.3  1186  1440  1753  2041  1747  2052 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4   9  19   9.1e-09   5.7e-05   18.4   1.0  1434  1466  2103  2137  2097  2139 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  10  19   5.8e-16   3.6e-12   42.3   0.3  1465  1500  2186  2221  2183  2228 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  11  19   3.4e-66   2.2e-62  208.9   8.6  1500  1636  2325  2466  2322  2469 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  12  19   1.7e-34   1.1e-30  103.7   0.9  1635  1711  2518  2594  2513  2603 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  13  19  5.2e-109  3.2e-105  351.0   9.2  1719  2021  2642  3020  2630  3022 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  14  19  2.5e-159  1.6e-155  517.9  12.9  2021  2312  3052  3359  3037  3385 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  15  19   1.4e-48   8.8e-45  150.5   0.3  2326  2418  3439  3532  3432  3550 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  16  19   1.9e-49   1.2e-45  153.3   2.3  2423  2517  3615  3715  3612  3721 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  17  19     2e-21   1.3e-17   60.3   0.7  2516  2580  3746  3829  3741  3834 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  18  19   1.7e-36   1.1e-32  110.3   0.0  2585  2704  4013  4181  4007  4187 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71432.1           -           4405 83at5820             -           2879         0 3782.2 208.4  19  19   4.1e-88   2.6e-84  281.6  17.4  2704  2878  4218  4404  4215  4405 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/83at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/83at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/83at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:05:31 2026
# [ok]
