#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70851.1           -            327 7874at5820           -            267  5.1e-169  559.1   5.1   1   1  5.2e-171  2.3e-168  557.0   5.1     1   267     1   296     1   296 0.96 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO75189.1           -            524 7874at5820           -            267     4e-08   31.6   4.2   1   2   1.1e-09   4.8e-07   28.0   0.3   127   187   281   341   262   356 0.86 alternative splicing regulator, putative [Plasmodium vivax]
SCO75189.1           -            524 7874at5820           -            267     4e-08   31.6   4.2   2   2     0.021       9.3    4.1   0.4    37    77   354   394   348   408 0.82 alternative splicing regulator, putative [Plasmodium vivax]
SCO71232.1           -            322 7874at5820           -            267   3.5e-07   28.5   1.4   1   3    0.0029       1.3    6.9   0.1   129   184    35    97    25   100 0.81 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 7874at5820           -            267   3.5e-07   28.5   1.4   2   3   1.1e-05    0.0051   14.8   0.0   140   223    95   177    92   179 0.84 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 7874at5820           -            267   3.5e-07   28.5   1.4   3   3     0.003       1.3    6.9   0.0   128   187   170   229   149   252 0.79 receptor for activated c kinase, putative [Plasmodium vivax]
SCO72943.1           -            660 7874at5820           -            267   5.9e-07   27.8   3.8   1   4      0.58   2.6e+02   -0.6   0.0    59   110    12    65     7    91 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 7874at5820           -            267   5.9e-07   27.8   3.8   2   4   0.00027      0.12   10.3   0.0   122   167   170   215   146   228 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 7874at5820           -            267   5.9e-07   27.8   3.8   3   4   0.00075      0.34    8.9   0.1   132   173   387   428   364   451 0.87 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 7874at5820           -            267   5.9e-07   27.8   3.8   4   4    0.0067         3    5.8   0.0   114   186   493   565   481   578 0.86 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO75650.1           -            472 7874at5820           -            267   6.5e-05   21.1   1.8   1   2       1.3   5.8e+02   -1.7   0.0   120   184    90   156    83   186 0.68 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 7874at5820           -            267   6.5e-05   21.1   1.8   2   2   1.9e-07   8.7e-05   20.6   0.7   114   226   217   333   191   384 0.78 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO72425.1           -            498 7874at5820           -            267   8.7e-05   20.6   1.7   1   3    0.0075       3.4    5.6   0.0   133   194   230   292   165   299 0.87 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 7874at5820           -            267   8.7e-05   20.6   1.7   2   3      0.77   3.5e+02   -1.0   0.0   154   204   297   341   286   361 0.73 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 7874at5820           -            267   8.7e-05   20.6   1.7   3   3   0.00012     0.056   11.4   0.2    96   183   403   495   360   498 0.68 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO71271.1           -            324 7874at5820           -            267   0.00014   20.0   4.8   1   4      0.31   1.4e+02    0.3   0.1    37    68    37    68    27    76 0.63 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 7874at5820           -            267   0.00014   20.0   4.8   2   4   9.2e-07   0.00041   18.4   0.6   114   188    78   151    71   169 0.87 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 7874at5820           -            267   0.00014   20.0   4.8   3   4      0.68     3e+02   -0.8   0.0   147   183   193   229   175   240 0.79 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 7874at5820           -            267   0.00014   20.0   4.8   4   4       1.1   4.9e+02   -1.5   0.0    52    66   268   282   254   297 0.81 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71813.1           -           1013 7874at5820           -            267   0.00023   19.3   3.7   1   3     0.056        25    2.8   0.1   127   192    26    91     7    94 0.81 coatomer subunit beta, putative [Plasmodium vivax]
SCO71813.1           -           1013 7874at5820           -            267   0.00023   19.3   3.7   2   3    0.0063       2.8    5.9   0.1   128   194    69   133    51   168 0.79 coatomer subunit beta, putative [Plasmodium vivax]
SCO71813.1           -           1013 7874at5820           -            267   0.00023   19.3   3.7   3   3   6.3e-05     0.028   12.4   0.3   128   202   204   283   188   289 0.79 coatomer subunit beta, putative [Plasmodium vivax]
SCO71635.1           -            642 7874at5820           -            267   0.00027   19.0   4.7   1   2   9.2e-06    0.0041   15.2   1.6   106   169   332   395   316   416 0.77 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71635.1           -            642 7874at5820           -            267   0.00027   19.0   4.7   2   2     0.022       9.8    4.1   0.1   114   179   423   488   409   525 0.81 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO73788.1           -           1399 7874at5820           -            267   0.00044   18.3   1.9   1   3    0.0086       3.9    5.4   0.0   129   186    22    79     3    87 0.81 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 7874at5820           -            267   0.00044   18.3   1.9   2   3   0.00064      0.29    9.1   0.1   122   192    99   169    84   180 0.88 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 7874at5820           -            267   0.00044   18.3   1.9   3   3      0.21        93    0.9   0.1   135   183   268   319   217   365 0.67 coatomer alpha subunit, putative [Plasmodium vivax]
SCO75552.1           -            445 7874at5820           -            267   0.00082   17.5   0.1   1   2      0.27   1.2e+02    0.5   0.0   131   161     6    36     3    57 0.86 WD repeat-containing protein, putative [Plasmodium vivax]
SCO75552.1           -            445 7874at5820           -            267   0.00082   17.5   0.1   2   2   1.3e-05    0.0059   14.6   0.1   114   187    73   146    26   160 0.74 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72700.1           -            555 7874at5820           -            267    0.0044   15.1   9.9   1   4      0.12        53    1.7   0.2   100   147    72   126    57   154 0.75 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72700.1           -            555 7874at5820           -            267    0.0044   15.1   9.9   2   4    0.0041       1.8    6.5   0.2   149   188   161   200   135   217 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72700.1           -            555 7874at5820           -            267    0.0044   15.1   9.9   3   4      0.19        86    1.0   0.0   103   164   195   260   191   265 0.61 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72700.1           -            555 7874at5820           -            267    0.0044   15.1   9.9   4   4   0.00022     0.098   10.6   0.5   149   222   318   393   294   409 0.80 WD repeat-containing protein, putative [Plasmodium vivax]
SCO70909.1           -            644 7874at5820           -            267     0.015   13.4   0.1   1   1   5.5e-05     0.025   12.6   0.1   118   205   309   397   293   409 0.80 U3 small nucleolar RNA-associated protein 7, putative [Plasmodium vivax]
