#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72650.1           -            468 6772at5820           -            379  8.2e-229  757.7   2.3   1   1  2.1e-231  9.4e-229  757.5   2.3     1   379     1   443     1   443 0.98 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO72943.1           -            660 6772at5820           -            379   9.5e-12   43.2   5.7   1   6    0.0014      0.63    7.6   0.0   133   195    95   157    86   166 0.75 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6772at5820           -            379   9.5e-12   43.2   5.7   2   6    0.0015      0.68    7.5   0.0   115   190   127   194   112   216 0.67 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6772at5820           -            379   9.5e-12   43.2   5.7   3   6      0.27   1.2e+02    0.1   0.1   149   197   359   408   349   437 0.67 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6772at5820           -            379   9.5e-12   43.2   5.7   4   6   6.6e-05      0.03   12.0   0.1   124   188   465   523   412   528 0.74 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6772at5820           -            379   9.5e-12   43.2   5.7   5   6   9.4e-05     0.042   11.5   0.0   153   205   530   583   525   589 0.80 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6772at5820           -            379   9.5e-12   43.2   5.7   6   6   0.00064      0.29    8.7   0.1   153   188   624   659   609   660 0.89 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO71271.1           -            324 6772at5820           -            379   4.5e-11   41.0  12.3   1   5   0.00059      0.26    8.9   0.2   146   191    66   111    32   117 0.77 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6772at5820           -            379   4.5e-11   41.0  12.3   2   5   2.5e-05     0.011   13.4   1.0   153   197   115   158   111   159 0.88 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6772at5820           -            379   4.5e-11   41.0  12.3   3   5   0.00091      0.41    8.2   0.1   212   257   150   192   149   196 0.85 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6772at5820           -            379   4.5e-11   41.0  12.3   4   5   0.00025      0.11   10.1   0.0   153   192   196   236   190   240 0.91 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6772at5820           -            379   4.5e-11   41.0  12.3   5   5   0.00044       0.2    9.3   0.1   142   184   275   319   252   323 0.75 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71232.1           -            322 6772at5820           -            379   1.1e-09   36.4   7.2   1   5   1.7e-05    0.0075   13.9   0.4   123   189    35   100    21   106 0.83 receptor for activated c kinase, putative [Plasmodium vivax]
