#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   1  11  1.9e-252  3.9e-249  828.3  54.1     1   422     1   433     1   460 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   2  11   5.9e-09   1.2e-05   22.1   0.0   422   460   469   513   466   520 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   3  11   7.2e-08   0.00015   18.5   0.0   490   529   622   664   569   676 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   4  11   1.7e-41   3.5e-38  129.9   0.2   533   616   710   793   705   798 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   5  11     2e-19   4.3e-16   56.8   1.0   614   677   846   914   836   919 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   6  11    0.0035       7.4    3.0   0.0   671   696   947   972   940   984 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   7  11   1.7e-06    0.0035   14.0   0.1   694   719  1025  1050  1008  1060 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   8  11   9.7e-43     2e-39  134.0   2.5   723   809  1196  1296  1189  1312 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4   9  11   2.6e-23   5.5e-20   69.6   0.2   815   862  1400  1447  1372  1453 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4  10  11     5e-42     1e-38  131.6  11.1   862   978  1475  1621  1470  1623 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75547.1           -           1723 1450at5820           -           1044         0 1427.3 111.4  11  11   2.8e-15   5.9e-12   43.1   0.1   977  1014  1681  1721  1678  1722 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73285.1           -            732 1450at5820           -           1044   0.00052   16.7  13.2   1   1   3.4e-07   0.00071   16.3  13.2   140   243   347   449   339   482 0.83 GTPase-activating protein, putative [Plasmodium vivax]
SCO74125.1           -            547 1450at5820           -           1044     0.012   12.2  16.2   1   1   8.1e-06     0.017   11.7  16.2   124   271   341   482   297   492 0.79 TBC domain containing protein [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1450at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1450at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1450at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:29 2026
# [ok]
