#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   1  12     2e-26   3.1e-23   79.2   0.7     1    70     1    84     1    89 0.88 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   2  12   1.7e-16   2.6e-13   46.3   3.6    66   115   109   158   103   174 0.91 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   3  12   8.2e-53   1.3e-49  166.7  24.1   110   264   199   371   165   387 0.81 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   4  12   5.4e-14   8.5e-11   37.9   7.2   272   367   433   552   419   561 0.75 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   5  12   9.3e-19   1.5e-15   53.7   8.8   332   409   582   659   578   711 0.76 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   6  12         4   6.3e+03  -20.1  32.6  1604  1665   730   791   722   799 0.70 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   7  12   8.3e-12   1.3e-08   30.7   7.0   387   456   815   888   805   921 0.74 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   8  12  7.4e-152  1.2e-148  495.2  49.5   470   765  1135  1453  1106  1456 0.91 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2   9  12   2.4e-50   3.8e-47  158.5   1.8   763   867  1533  1651  1530  1658 0.85 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2  10  12  1.5e-184  2.3e-181  603.6  19.1   864  1224  1681  2078  1677  2122 0.92 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2  11  12  1.1e-222  1.8e-219  730.1  51.7  1227  1668  2137  2634  2118  2643 0.88 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74891.1           -           3341 230at5820            -           2204         0 3304.1 317.2  12  12  4.9e-297  7.8e-294  976.7  25.6  1667  2204  2694  3249  2668  3249 0.95 rap guanine nucleotide exchange factor, putative [Plasmodium vivax]
SCO74716.1           -            854 230at5820            -           2204   1.9e-29   99.8  12.2   1   3   7.9e-12   1.2e-08   30.8   1.0  1413  1549    33   163    12   169 0.76 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO74716.1           -            854 230at5820            -           2204   1.9e-29   99.8  12.2   2   3   4.4e-13     7e-10   34.9   0.8  1081  1198   165   281   148   334 0.70 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO74716.1           -            854 230at5820            -           2204   1.9e-29   99.8  12.2   3   3   5.2e-15   8.2e-12   41.3   0.2  1088  1208   411   533   400   584 0.86 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO75478.1           -            440 230at5820            -           2204   1.5e-24   83.5   6.4   1   2   1.9e-11     3e-08   29.5   1.3  2043  2136   179   270   158   277 0.86 CAMP-dependent protein kinase regulatory subunit, putative [Plasmodium vivax]
SCO75478.1           -            440 230at5820            -           2204   1.5e-24   83.5   6.4   2   2   1.4e-19   2.3e-16   56.4   0.3  2017  2175   278   426   272   436 0.90 CAMP-dependent protein kinase regulatory subunit, putative [Plasmodium vivax]
SCO71647.1           -            179 230at5820            -           2204   0.00015   17.2   0.3   1   2     0.029        45   -1.0   0.1   459   506    16    64     3    75 0.71 centrin-3, putative [Plasmodium vivax]
SCO71647.1           -            179 230at5820            -           2204   0.00015   17.2   0.3   2   2   9.8e-08   0.00015   17.2   0.3  1712  1756    80   123    72   140 0.79 centrin-3, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/230at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/230at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/230at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:25 2026
# [ok]
