#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71350.1           -            458 6833at5820           -            348  1.5e-177  588.4  15.9   1   4   5.6e-15   1.7e-12   45.5   0.2     1    31     1    31     1    34 0.95 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 6833at5820           -            348  1.5e-177  588.4  15.9   2   4   1.1e-11   3.4e-09   34.6   0.0    32    63    57    91    55    95 0.88 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 6833at5820           -            348  1.5e-177  588.4  15.9   3   4   1.2e-66   3.5e-64  215.5   0.4    63   179   135   251   131   262 0.96 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 6833at5820           -            348  1.5e-177  588.4  15.9   4   4   1.2e-91   3.5e-89  297.7   4.4   175   348   267   458   257   458 0.92 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO73245.1           -            646 6833at5820           -            348   8.9e-20   69.4   6.0   1   3   2.1e-13   6.3e-11   40.3   0.2   211   322   355   467   345   469 0.89 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 6833at5820           -            348   8.9e-20   69.4   6.0   2   3   5.2e-08   1.6e-05   22.6   0.2   236   292   463   521   451   537 0.82 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 6833at5820           -            348   8.9e-20   69.4   6.0   3   3   0.00035       0.1   10.0   0.1   198   290   550   642   539   645 0.79 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72943.1           -            660 6833at5820           -            348   3.2e-17   61.0   7.4   1   5   2.6e-06   0.00078   17.0   0.0   212   290   113   192   103   194 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6833at5820           -            348   3.2e-17   61.0   7.4   2   5    0.0014      0.43    8.0   0.0   229   279   172   221   163   228 0.78 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6833at5820           -            348   3.2e-17   61.0   7.4   3   5   5.7e-05     0.017   12.6   1.0   202   284   347   433   332   445 0.79 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6833at5820           -            348   3.2e-17   61.0   7.4   4   5   8.6e-08   2.6e-05   21.9   0.3   114   253   428   568   425   579 0.80 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 6833at5820           -            348   3.2e-17   61.0   7.4   5   5    0.0014      0.42    8.0   0.0   219   250   629   659   614   660 0.89 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO75650.1           -            472 6833at5820           -            348   1.9e-14   51.9  13.3   1   4   2.7e-05    0.0081   13.7   1.8   139   294    91   249    77   255 0.72 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 6833at5820           -            348   1.9e-14   51.9  13.3   2   4   6.4e-09   1.9e-06   25.6   0.1   218   262   256   299   250   310 0.88 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 6833at5820           -            348   1.9e-14   51.9  13.3   3   4     0.045        13    3.1   0.1   140   167   316   343   305   349 0.82 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 6833at5820           -            348   1.9e-14   51.9  13.3   4   4   1.6e-06   0.00048   17.7   0.5   195   273   325   409   319   444 0.75 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO71635.1           -            642 6833at5820           -            348   6.4e-13   46.9  10.6   1   3     7e-07   0.00021   18.9   0.4   194   293   317   413   284   421 0.75 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71635.1           -            642 6833at5820           -            348   6.4e-13   46.9  10.6   2   3   2.1e-13   6.2e-11   40.4   4.3   112   318   320   526   316   539 0.80 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
