#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70403.1           -           2754 438at5820            -           1966         0 3062.8 225.7   1   5  6.7e-300  3.8e-297  987.8  41.9     1   638     1   871     1   904 0.85 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO70403.1           -           2754 438at5820            -           1966         0 3062.8 225.7   2   5         0         0 1186.4  83.0   657  1393   971  1904   928  1913 0.89 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO70403.1           -           2754 438at5820            -           1966         0 3062.8 225.7   3   5   3.9e-14   2.2e-11   40.2   7.9  1394  1472  1963  2074  1947  2105 0.75 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO70403.1           -           2754 438at5820            -           1966         0 3062.8 225.7   4   5   1.1e-10     6e-08   28.8  10.9  1468  1585  2126  2312  2098  2322 0.75 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO70403.1           -           2754 438at5820            -           1966         0 3062.8 225.7   5   5  2.7e-253  1.6e-250  833.3  50.2  1584  1966  2352  2752  2338  2752 0.92 inositol-phosphate phosphatase, putative [Plasmodium vivax]
SCO73542.1           -            820 438at5820            -           1966   3.9e-30  102.4  12.6   1   3   6.9e-13   3.9e-10   36.1   4.1   445   611   187   370    46   378 0.69 inositol-polyphosphate 5-phosphatase, putative [Plasmodium vivax]
SCO73542.1           -            820 438at5820            -           1966   3.9e-30  102.4  12.6   2   3   7.4e-19   4.2e-16   55.9   0.0   669   864   378   614   372   623 0.79 inositol-polyphosphate 5-phosphatase, putative [Plasmodium vivax]
SCO73542.1           -            820 438at5820            -           1966   3.9e-30  102.4  12.6   3   3   6.7e-06    0.0038   12.9   2.7   984  1057   624   698   604   719 0.84 inositol-polyphosphate 5-phosphatase, putative [Plasmodium vivax]
SCO70522.1           -           1296 438at5820            -           1966   5.7e-19   65.4  24.4   1   4   7.6e-11   4.3e-08   29.3   1.3   530   610   180   257   137   260 0.79 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO70522.1           -           1296 438at5820            -           1966   5.7e-19   65.4  24.4   2   4   1.8e-16     1e-13   48.0   5.8   664   846   260   439   258   467 0.77 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO70522.1           -           1296 438at5820            -           1966   5.7e-19   65.4  24.4   3   4     0.062        36   -0.3   0.0   986  1051   457   521   442   532 0.82 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO70522.1           -           1296 438at5820            -           1966   5.7e-19   65.4  24.4   4   4      0.25   1.4e+02   -2.2   0.8   921   989  1133  1201  1106  1242 0.64 inositol 5-phosphatase, putative [Plasmodium vivax]
SCO71480.1           -            286 438at5820            -           1966    0.0051   12.5   7.6   1   1   1.2e-05    0.0066   12.1   7.6   370   465    62   157    37   176 0.56 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71724.1           -            406 438at5820            -           1966    0.0073   12.0  20.1   1   1   1.6e-05    0.0093   11.6  20.1  1089  1256   209   371   166   401 0.48 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73062.1           -            667 438at5820            -           1966     0.029   10.0  18.1   1   1   8.6e-05     0.049    9.2  18.1  1110  1286    36   213     9   229 0.54 RNA helicase 1, putative [Plasmodium vivax]
SCO72509.1           -            320 438at5820            -           1966     0.031    9.9  20.9   1   1   8.2e-05     0.047    9.3  20.9  1102  1172    96   165    77   185 0.40 hypothetical protein, conserved [Plasmodium vivax]
SCO71047.1           -           1438 438at5820            -           1966       1.4    4.4   6.9   1   1    0.0036       2.1    3.9   6.9  1109  1246  1001  1142   991  1159 0.44 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71640.1           -           1752 438at5820            -           1966       3.2    3.2  17.4   1   1    0.0081       4.6    2.7  17.4  1087  1184  1194  1288  1173  1300 0.45 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72353.1           -            299 438at5820            -           1966       3.4    3.1  19.1   1   1    0.0068       3.9    2.9  19.1  1095  1234   151   295   100   299 0.37 RNA-binding protein, putative [Plasmodium vivax]
SCO75686.1           -            205 438at5820            -           1966       8.6    1.8  39.4   1   1     0.018        10    1.5  39.4  1077  1226    45   190    28   200 0.48 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/438at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/438at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/438at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:33 2026
# [ok]
