#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   1  11   5.3e-24   1.7e-20   70.4   1.6     1    89     1   102     1   117 0.84 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   2  11   1.7e-06    0.0053   12.3   0.1    94   121   302   329   256   346 0.89 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   3  11  5.9e-275  1.9e-271  902.6   3.1   115   516   407   808   403   811 0.99 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   4  11  8.4e-218  2.6e-214  713.1  12.8   514   871   867  1244   863  1256 0.95 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   5  11   2.2e-17   6.9e-14   48.4   0.4   867   935  1331  1408  1316  1420 0.76 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   6  11     0.032        99   -1.9   0.2   917   941  1478  1502  1467  1507 0.83 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   7  11     1e-59   3.2e-56  188.8   9.0   939  1094  1581  1758  1573  1773 0.84 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   8  11   3.1e-39   9.7e-36  120.9   6.7  1082  1243  1791  2025  1786  2028 0.78 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1   9  11   8.7e-57   2.7e-53  179.1   0.1  1236  1379  2043  2216  2032  2226 0.87 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1  10  11  8.6e-186  2.7e-182  606.9  12.8  1378  1665  2281  2568  2277  2585 0.98 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO74214.1           -           2995 165at5820            -           2038         0 3554.5 108.1  11  11    9e-230  2.8e-226  752.7   0.0  1662  2037  2611  2995  2604  2995 0.97 biotin carboxylase subunit of acetyl CoA carboxylase, putative [Plasmodium vivax]
SCO71579.1           -            630 165at5820            -           2038   1.8e-05   20.5   0.3   1   3   5.8e-09   1.8e-05   20.5   0.3   778   851    58   132    35   139 0.84 dihydrolipoamide acyltransferase component E2, putative [Plasmodium vivax]
SCO71579.1           -            630 165at5820            -           2038   1.8e-05   20.5   0.3   2   3     0.089   2.8e+02   -3.3   0.0   778   830   191   243   187   259 0.81 dihydrolipoamide acyltransferase component E2, putative [Plasmodium vivax]
SCO71579.1           -            630 165at5820            -           2038   1.8e-05   20.5   0.3   3   3     0.032     1e+02   -1.9   0.3  1256  1332   379   458   365   482 0.66 dihydrolipoamide acyltransferase component E2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/165at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/165at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/165at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:13 2026
# [ok]
