#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75332.1           -           1280 3205at5820           -            970         0 1575.1 135.2   1   3         0         0 1058.9  79.2     1   685     1   881     1   885 0.89 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 3205at5820           -            970         0 1575.1 135.2   2   3  1.8e-122  1.9e-119  398.7  25.5   680   897   905  1148   898  1159 0.93 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 3205at5820           -            970         0 1575.1 135.2   3   3   2.7e-40   2.9e-37  126.7  14.5   890   970  1198  1280  1192  1280 0.94 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO72703.1           -            792 3205at5820           -            970   8.9e-17   58.8  52.8   1   6     0.098     1e+02   -1.0   0.1   153   191    27    65     7    99 0.77 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3205at5820           -            970   8.9e-17   58.8  52.8   2   6   9.9e-08    0.0001   18.9   4.9    42   145   132   240   108   252 0.68 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3205at5820           -            970   8.9e-17   58.8  52.8   3   6   2.4e-08   2.5e-05   20.9  11.0   328   413   354   435   252   471 0.81 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3205at5820           -            970   8.9e-17   58.8  52.8   4   6     0.046        49    0.1   0.3   441   480   435   481   433   498 0.61 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3205at5820           -            970   8.9e-17   58.8  52.8   5   6     4e-05     0.042   10.3   6.6   620   726   587   694   536   695 0.64 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3205at5820           -            970   8.9e-17   58.8  52.8   6   6   2.2e-09   2.3e-06   24.4  10.7   726   843   641   760   633   784 0.77 protein GCN20, putative [Plasmodium vivax]
SCO74742.1           -            257 3205at5820           -            970   7.3e-12   42.6   8.8   1   2   1.1e-08   1.2e-05   22.0   0.3   607   659     7    59     3    76 0.90 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO74742.1           -            257 3205at5820           -            970   7.3e-12   42.6   8.8   2   2   2.7e-09   2.8e-06   24.1   2.9   749   836   101   191    90   226 0.80 CCR4-associated factor 16, putative [Plasmodium vivax]
SCO73995.1           -            815 3205at5820           -            970   2.2e-10   37.7   6.2   1   3      0.68   7.2e+02   -3.7   0.6    15   210   301   344   292   357 0.44 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 3205at5820           -            970   2.2e-10   37.7   6.2   2   3   5.3e-12   5.5e-09   33.0   0.4   604   662   481   539   468   569 0.87 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 3205at5820           -            970   2.2e-10   37.7   6.2   3   3   0.00027      0.28    7.5   0.0   277   404   649   777   627   793 0.70 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73404.1           -            619 3205at5820           -            970   2.9e-09   34.0  14.5   1   4   0.00021      0.22    7.9   0.0   638   660   119   142   100   157 0.80 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO73404.1           -            619 3205at5820           -            970   2.9e-09   34.0  14.5   2   4   9.7e-06      0.01   12.3   1.2   304   405   195   298   182   313 0.82 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO73404.1           -            619 3205at5820           -            970   2.9e-09   34.0  14.5   3   4   0.00061      0.64    6.4   0.2   618   655   371   409   347   415 0.65 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO73404.1           -            619 3205at5820           -            970   2.9e-09   34.0  14.5   4   4   2.1e-06    0.0023   14.5   0.7   291   412   439   556   426   579 0.78 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO74930.1           -            351 3205at5820           -            970   0.00022   17.8   8.5   1   3      0.11   1.2e+02   -1.1   0.2    22    68    51    97    43   115 0.61 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO74930.1           -            351 3205at5820           -            970   0.00022   17.8   8.5   2   3   6.6e-07    0.0007   16.2   0.4   621   663   116   158    81   167 0.82 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO74930.1           -            351 3205at5820           -            970   0.00022   17.8   8.5   3   3   0.00064      0.67    6.3   0.5   779   838   249   310   193   335 0.77 FeS assembly ATPase SufC, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3205at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3205at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3205at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:56 2026
# [ok]
