#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71786.1           -            206 11314at5820          -            167  4.9e-119  392.7   3.7   1   1  1.6e-121  5.7e-119  392.4   3.7     1   167    17   183    17   183 1.00 ras-related protein RAB7, putative [Plasmodium vivax]
SCO73228.1           -            200 11314at5820          -            167   6.8e-32  109.2   3.3   1   1   2.4e-34   8.5e-32  108.8   3.3     1   165    17   176    17   179 0.90 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO75558.1           -            213 11314at5820          -            167   8.3e-32  108.9   0.0   1   1   3.2e-34   1.1e-31  108.5   0.0     2   159    17   168    16   174 0.93 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO73216.1           -            207 11314at5820          -            167   1.1e-28   98.7   0.8   1   1   3.9e-31   1.4e-28   98.4   0.8     1   164    21   179    21   182 0.93 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO70475.1           -            201 11314at5820          -            167   1.2e-28   98.6   3.6   1   1   4.5e-31   1.6e-28   98.2   3.6     1   159    19   172    19   177 0.89 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO75283.1           -            203 11314at5820          -            167   2.1e-28   97.8   1.7   1   1   7.5e-31   2.6e-28   97.5   1.7     1   157    20   172    20   185 0.90 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO72932.1           -            207 11314at5820          -            167   2.5e-28   97.6   0.4   1   1   9.4e-31   3.3e-28   97.2   0.4     2   158    21   172    20   181 0.93 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO70625.1           -            194 11314at5820          -            167   3.9e-27   93.7   0.4   1   1   1.5e-29   5.2e-27   93.3   0.4     2   158    17   168    16   177 0.87 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO73987.1           -            229 11314at5820          -            167   2.9e-24   84.3   0.1   1   1   1.2e-26     4e-24   83.9   0.1     2   158    19   175    18   185 0.85 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO75183.1           -            205 11314at5820          -            167   9.7e-24   82.6   0.1   1   1   3.8e-26   1.3e-23   82.2   0.1     1   157    41   191    41   198 0.90 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO71079.1           -            245 11314at5820          -            167   2.4e-20   71.6   7.3   1   2    0.0031       1.1    7.7   0.2     1    44    15    56    15    68 0.86 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO71079.1           -            245 11314at5820          -            167   2.4e-20   71.6   7.3   2   2   2.6e-21   9.1e-19   66.5   2.7    31   160    89   213    71   220 0.88 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO72663.1           -            214 11314at5820          -            167   1.1e-19   69.4   0.1   1   1   4.6e-22   1.6e-19   68.9   0.1     2   161    19   170    18   173 0.91 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO71717.1           -            178 11314at5820          -            167   2.5e-05   22.7   0.3   1   1     9e-08   3.1e-05   22.4   0.3    36   153    56   172    26   177 0.79 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO71229.1           -           1162 11314at5820          -            167    0.0003   19.2   0.1   1   1   1.8e-06   0.00063   18.2   0.1     4   149   606   749   603   758 0.81 translation initiation factor IF-2, putative [Plasmodium vivax]
SCO71420.1           -            191 11314at5820          -            167    0.0022   16.4   0.0   1   1   7.6e-06    0.0026   16.1   0.0    40   115    63   135    31   157 0.84 small GTP-binding protein sar1, putative [Plasmodium vivax]
SCO74494.1           -            185 11314at5820          -            167     0.003   15.9   0.4   1   1   1.8e-05    0.0064   14.9   0.4    31   127    51   144    26   160 0.73 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO71580.1           -            181 11314at5820          -            167     0.008   14.6   0.0   1   1   2.7e-05    0.0095   14.3   0.0    21    77    35    97    21   148 0.73 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO73690.1           -            452 11314at5820          -            167     0.021   13.2   0.1   1   2   0.00018     0.064   11.6   0.0    41    91   156   206   118   217 0.83 ras GTPAse, putative [Plasmodium vivax]
SCO73690.1           -            452 11314at5820          -            167     0.021   13.2   0.1   2   2       4.1   1.4e+03   -2.5   0.0   102   123   346   368   343   402 0.73 ras GTPAse, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11314at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11314at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11314at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:42 2026
# [ok]
