#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73963.1           -           1529 865at5820            -           1065         0 2059.5  80.3   1   6    0.0028       1.6    4.6   0.0    10    26    25    41     1    50 0.72 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 865at5820            -           1065         0 2059.5  80.3   2   6  7.7e-130  4.4e-127  423.7  26.8    23   275    67   355    64   361 0.90 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 865at5820            -           1065         0 2059.5  80.3   3   6   3.8e-49   2.2e-46  156.5   3.1   276   370   406   500   388   516 0.90 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 865at5820            -           1065         0 2059.5  80.3   4   6  3.8e-111  2.2e-108  361.8   1.2   363   547   661   850   650   856 0.95 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 865at5820            -           1065         0 2059.5  80.3   5   6  1.2e-142  6.7e-140  466.1   6.4   540   758   935  1152   921  1156 0.94 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 865at5820            -           1065         0 2059.5  80.3   6   6  1.1e-203  6.1e-201  668.2   8.5   758  1065  1213  1526  1197  1526 0.97 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO75747.1           -           1589 865at5820            -           1065   2.5e-82  275.5  24.5   1   6   3.4e-08   1.9e-05   20.9   0.0   411   459   232   281   205   287 0.82 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO75747.1           -           1589 865at5820            -           1065   2.5e-82  275.5  24.5   2   6     2e-16   1.1e-13   48.2   0.3   476   547   370   441   360   455 0.93 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO75747.1           -           1589 865at5820            -           1065   2.5e-82  275.5  24.5   3   6   6.9e-20   3.9e-17   59.6   0.0   544   627   940  1024   906  1045 0.83 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO75747.1           -           1589 865at5820            -           1065   2.5e-82  275.5  24.5   4   6   1.6e-18   9.3e-16   55.1   1.2   657   760  1092  1192  1082  1229 0.89 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO75747.1           -           1589 865at5820            -           1065   2.5e-82  275.5  24.5   5   6   3.6e-08     2e-05   20.9   1.9   853   933  1405  1486  1391  1488 0.90 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO75747.1           -           1589 865at5820            -           1065   2.5e-82  275.5  24.5   6   6   4.8e-27   2.7e-24   83.4   0.2   953  1051  1484  1582  1483  1588 0.91 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO71299.1           -           1807 865at5820            -           1065   4.1e-32  109.2  19.8   1   4   0.00042      0.24    7.4   0.0   426   447   581   602   563   610 0.85 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 865at5820            -           1065   4.1e-32  109.2  19.8   2   4   3.9e-14   2.2e-11   40.6   9.4   554   745   667   854   618   860 0.81 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 865at5820            -           1065   4.1e-32  109.2  19.8   3   4   0.00024      0.14    8.2   0.9   860   933  1404  1477  1394  1481 0.83 helicase SRCAP, putative [Plasmodium vivax]
SCO71299.1           -           1807 865at5820            -           1065   4.1e-32  109.2  19.8   4   4   4.7e-19   2.7e-16   56.9   0.1   959  1048  1481  1569  1475  1580 0.82 helicase SRCAP, putative [Plasmodium vivax]
SCO72535.1           -           1396 865at5820            -           1065   5.4e-32  108.8  32.7   1   3   3.1e-16   1.8e-13   47.6  12.4   426   742   334   599   183   623 0.84 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 865at5820            -           1065   5.4e-32  108.8  32.7   2   3   1.2e-18   6.9e-16   55.5   1.4   959  1057   689   787   609   791 0.88 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 865at5820            -           1065   5.4e-32  108.8  32.7   3   3    0.0035         2    4.3   3.8   123   181   900   958   895  1036 0.87 chromatin remodeling protein, putative [Plasmodium vivax]
SCO73616.1           -           2948 865at5820            -           1065   1.7e-25   87.3   2.4   1   3   1.5e-09   8.6e-07   25.4   0.2   477   634   397   538   362   616 0.70 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 865at5820            -           1065   1.7e-25   87.3   2.4   2   3      0.78   4.5e+02   -3.4   0.0   724   761   669   717   665   731 0.68 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 865at5820            -           1065   1.7e-25   87.3   2.4   3   3   1.3e-18   7.2e-16   55.5   0.1   959  1057  1274  1373  1262  1380 0.85 SNF2 helicase, putative [Plasmodium vivax]
SCO71610.1           -           3266 865at5820            -           1065   1.8e-25   87.3  26.8   1   3      0.26   1.5e+02   -1.9   2.8    76   153  1216  1296  1211  1305 0.75 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO71610.1           -           3266 865at5820            -           1065   1.8e-25   87.3  26.8   2   3   4.1e-12   2.4e-09   33.9   6.0   478   741  1436  1684  1376  1693 0.76 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO71610.1           -           3266 865at5820            -           1065   1.8e-25   87.3  26.8   3   3   1.3e-18   7.5e-16   55.4   2.4   858  1048  1693  1863  1686  1869 0.86 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO70512.1           -           1076 865at5820            -           1065   9.5e-22   74.9   4.4   1   2   3.3e-09   1.9e-06   24.3   0.5   558   621   249   312    54   435 0.70 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO70512.1           -           1076 865at5820            -           1065   9.5e-22   74.9   4.4   2   2   1.2e-14   6.9e-12   42.3   0.3   898  1039   544   684   503   702 0.72 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO71322.1           -           1096 865at5820            -           1065   1.4e-20   71.1  38.6   1   6    0.0065       3.7    3.4   0.6   278   349   169   237   150   244 0.73 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 865at5820            -           1065   1.4e-20   71.1  38.6   2   6    0.0041       2.4    4.1   0.0   424   447   242   265   236   276 0.76 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 865at5820            -           1065   1.4e-20   71.1  38.6   3   6   1.2e-07   6.7e-05   19.1   5.1   478   621   274   406   266   419 0.76 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 865at5820            -           1065   1.4e-20   71.1  38.6   4   6       2.1   1.2e+03   -4.9   2.3   139   688   525   571   511   591 0.48 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 865at5820            -           1065   1.4e-20   71.1  38.6   5   6   0.00036      0.21    7.6   3.9   849   904   800   857   729   869 0.78 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 865at5820            -           1065   1.4e-20   71.1  38.6   6   6   1.8e-19     1e-16   58.3   0.0   959  1030   997  1068   981  1087 0.91 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   1   4       1.9   1.1e+03   -4.7   1.0   352   452   142   240   137   253 0.59 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   2   4     0.072        41   -0.0   0.0   428   447   334   353   326   358 0.84 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   3   4    0.0058       3.3    3.6   0.1   560   610   414   466   377   487 0.81 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 865at5820            -           1065   1.3e-10   38.0   0.3   4   4   2.4e-13   1.3e-10   38.0   0.3   956  1048   683   776   670   789 0.87 DNA helicase, putative [Plasmodium vivax]
SCO73589.1           -            519 865at5820            -           1065     0.018   11.1   0.6   1   1   4.3e-05     0.025   10.6   0.6   787   837   360   406   324   421 0.83 E3 ubiquitin-protein ligase RNF5, putative [Plasmodium vivax]
SCO71380.1           -            730 865at5820            -           1065      0.16    7.9   4.8   1   1   0.00041      0.24    7.4   4.8   780   837    69   122    47   144 0.81 RING zinc finger protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/865at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/865at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/865at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:49 2026
# [ok]
