#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   1  11   5.2e-55   3.3e-51  172.2  14.6     1   134     1   151     1   155 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   2  11  2.9e-152  1.8e-148  494.7  41.8   129   394   169   435   162   441 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   3  11  4.8e-222    3e-218  726.1  70.5   392   832   481   956   475   964 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   4  11     2e-85   1.2e-81  273.1  28.0   822  1001   977  1179   973  1192 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   5  11   3.1e-34     2e-30  103.4   4.8   994  1095  1304  1410  1291  1432 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   6  11   1.2e-35   7.8e-32  108.0  13.6  1101  1211  1533  1663  1523  1673 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   7  11  1.9e-132  1.2e-128  429.0  28.7  1193  1430  1702  1944  1688  1961 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   8  11   0.00042       2.6    3.5   0.1  1429  1465  2046  2083  2042  2106 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2   9  11  4.2e-141  2.6e-137  457.7  51.5  1458  1760  2110  2462  2103  2488 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2  10  11    0.0015       9.5    1.6   0.0  1740  1787  2497  2545  2484  2550 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74941.1           -           2736 271at5820            -           1885         0 2872.3 331.2  11  11   1.6e-49     1e-45  154.0   6.5  1785  1885  2626  2736  2604  2736 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/271at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/271at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/271at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:43:05 2026
# [ok]
