#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74189.1           -           1587 1518at5820           -           1119         0 1806.0 100.9   1   7  1.1e-101   2.3e-98  329.0  35.7     1   200    27   246    27   255 0.90 histone deacetylase, putative [Plasmodium vivax]
SCO74189.1           -           1587 1518at5820           -           1119         0 1806.0 100.9   2   7   5.2e-26   1.1e-22   78.4   1.3   196   280   301   400   266   412 0.86 histone deacetylase, putative [Plasmodium vivax]
SCO74189.1           -           1587 1518at5820           -           1119         0 1806.0 100.9   3   7   2.1e-61   4.3e-58  195.6   2.9   281   412   476   621   472   625 0.89 histone deacetylase, putative [Plasmodium vivax]
SCO74189.1           -           1587 1518at5820           -           1119         0 1806.0 100.9   4   7   2.9e-50   6.1e-47  158.7   3.0   408   509   672   779   668   797 0.87 histone deacetylase, putative [Plasmodium vivax]
SCO74189.1           -           1587 1518at5820           -           1119         0 1806.0 100.9   5   7   4.3e-67     9e-64  214.4   0.6   511   643   824   971   812  1009 0.82 histone deacetylase, putative [Plasmodium vivax]
SCO74189.1           -           1587 1518at5820           -           1119         0 1806.0 100.9   6   7  1.2e-213  2.6e-210  699.7  12.3   656   974  1060  1378  1035  1390 0.93 histone deacetylase, putative [Plasmodium vivax]
SCO74189.1           -           1587 1518at5820           -           1119         0 1806.0 100.9   7   7     2e-51   4.1e-48  162.5   0.9   972  1119  1405  1580  1400  1580 0.90 histone deacetylase, putative [Plasmodium vivax]
SCO73286.1           -            443 1518at5820           -           1119   3.7e-06   23.6   0.7   1   2     8e-09   1.7e-05   21.5   0.5   754   801   263   309   255   318 0.85 histone deacetylase, putative [Plasmodium vivax]
SCO73286.1           -            443 1518at5820           -           1119   3.7e-06   23.6   0.7   2   2      0.05     1e+02   -1.1   0.0   926   944   398   416   347   422 0.83 histone deacetylase, putative [Plasmodium vivax]
SCO72013.1           -            448 1518at5820           -           1119   0.00013   18.5  11.1   1   3      0.65   1.4e+03   -4.8   1.1  1004  1036    45    77    40    91 0.70 histone deacetylase, putative [Plasmodium vivax]
SCO72013.1           -            448 1518at5820           -           1119   0.00013   18.5  11.1   2   3   4.9e-07     0.001   15.5   0.3   752   795   143   183   137   188 0.82 histone deacetylase, putative [Plasmodium vivax]
SCO72013.1           -            448 1518at5820           -           1119   0.00013   18.5  11.1   3   3   1.1e-05     0.023   11.0   0.2   828   897   191   263   186   274 0.82 histone deacetylase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1518at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1518at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1518at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:02 2026
# [ok]
