#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72483.1           -           1364 1711at5820           -            877         0 1501.5 140.3   1   5  1.4e-196  9.8e-194  644.2  53.4     7   381   168   588   166   594 0.93 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO72483.1           -           1364 1711at5820           -            877         0 1501.5 140.3   2   5   9.3e-71   6.5e-68  227.9  19.2   382   520   707   845   703   877 0.95 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO72483.1           -           1364 1711at5820           -            877         0 1501.5 140.3   3   5      0.43     3e+02   -2.6   0.0   512   530   862   880   854   887 0.81 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO72483.1           -           1364 1711at5820           -            877         0 1501.5 140.3   4   5  7.6e-102   5.3e-99  330.8  26.4   523   713   956  1156   945  1159 0.95 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO72483.1           -           1364 1711at5820           -            877         0 1501.5 140.3   5   5   1.4e-95   9.8e-93  310.0  16.9   713   877  1196  1364  1190  1364 0.97 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO73121.1           -           1464 1711at5820           -            877   4.4e-53  178.8  22.8   1   7       1.1   7.9e+02   -4.0  14.6    43   253    62   274    50   310 0.69 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1711at5820           -            877   4.4e-53  178.8  22.8   2   7   1.4e-40   9.8e-38  128.0  15.0   543   850   337   654   332   681 0.85 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1711at5820           -            877   4.4e-53  178.8  22.8   3   7      0.84   5.8e+02   -3.6   0.0   853   875   704   726   701   727 0.88 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1711at5820           -            877   4.4e-53  178.8  22.8   4   7   5.8e-05      0.04   10.2   9.7    73   174   861   969   821   991 0.76 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1711at5820           -            877   4.4e-53  178.8  22.8   5   7     0.011       7.4    2.7   0.2   582   657  1161  1236  1146  1242 0.83 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1711at5820           -            877   4.4e-53  178.8  22.8   6   7     0.061        42    0.2   0.2   637   685  1270  1317  1254  1327 0.85 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1711at5820           -            877   4.4e-53  178.8  22.8   7   7   1.3e-21     9e-19   65.3   0.9   748   850  1325  1431  1311  1461 0.82 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO72938.1           -            783 1711at5820           -            877   4.7e-35  119.2  53.0   1   3   7.7e-18   5.4e-15   52.8  29.0    34   314   205   497   176   513 0.82 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO72938.1           -            783 1711at5820           -            877   4.7e-35  119.2  53.0   2   3   1.6e-06    0.0011   15.4   8.5   580   704   551   676   541   681 0.87 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO72938.1           -            783 1711at5820           -            877   4.7e-35  119.2  53.0   3   3   5.5e-21   3.8e-18   63.2   2.4   748   854   668   778   662   781 0.92 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO74436.1           -           1559 1711at5820           -            877   1.8e-33  113.9  36.4   1   3   1.4e-05    0.0097   12.3  28.7    43   323   364   659   357   677 0.78 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO74436.1           -           1559 1711at5820           -            877   1.8e-33  113.9  36.4   2   3   1.6e-13   1.1e-10   38.6   0.1   579   685   681   786   669   791 0.95 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO74436.1           -           1559 1711at5820           -            877   1.8e-33  113.9  36.4   3   3   4.2e-22   2.9e-19   66.9   0.1   748   871   794   918   786   923 0.92 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO74676.1           -            918 1711at5820           -            877   7.7e-31  105.2  39.0   1   2   1.6e-13   1.1e-10   38.5  19.6    28   327   216   530   191   546 0.74 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO74676.1           -            918 1711at5820           -            877   7.7e-31  105.2  39.0   2   2   1.1e-23   7.8e-21   72.1  11.4   601   865   614   904   608   914 0.80 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO73995.1           -            815 1711at5820           -            877   6.9e-21   72.3  15.9   1   3       1.2   8.3e+02   -4.1   0.4    92   127   193   228   186   259 0.70 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 1711at5820           -            877   6.9e-21   72.3  15.9   2   3   4.9e-11   3.4e-08   30.3   2.0   585   685   480   583   475   592 0.87 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 1711at5820           -            877   6.9e-21   72.3  15.9   3   3   1.4e-17     1e-14   51.9   1.0   753   864   688   799   668   802 0.92 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73877.1           -            998 1711at5820           -            877   8.3e-15   52.2  19.2   1   3         9   6.3e+03  -11.4  42.4    40   243   337   558   299   602 0.67 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO73877.1           -            998 1711at5820           -            877   8.3e-15   52.2  19.2   2   3   8.9e-15   6.2e-12   42.7  10.1   599   705   770   871   739   888 0.87 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO73877.1           -            998 1711at5820           -            877   8.3e-15   52.2  19.2   3   3   3.9e-09   2.7e-06   24.0   1.6   776   849   894   967   863   991 0.82 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO74817.1           -            695 1711at5820           -            877   4.2e-08   30.0   0.0   1   3     0.042        29    0.7   0.2   618   705    68   151    36   163 0.73 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO74817.1           -            695 1711at5820           -            877   4.2e-08   30.0   0.0   2   3   6.1e-11   4.2e-08   30.0   0.0   765   863   162   264   130   272 0.80 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO74817.1           -            695 1711at5820           -            877   4.2e-08   30.0   0.0   3   3       7.6   5.3e+03   -6.7   5.9   158   200   531   573   494   604 0.49 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO74930.1           -            351 1711at5820           -            877   1.8e-07   27.9   2.1   1   2    0.0029       2.1    4.6   0.1   601   652   117   170    12   177 0.73 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO74930.1           -            351 1711at5820           -            877   1.8e-07   27.9   2.1   2   2   6.5e-09   4.6e-06   23.3   0.2   775   860   246   334   227   350 0.76 FeS assembly ATPase SufC, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1711at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1711at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1711at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:30 2026
# [ok]
