#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72643.1           -            193 11848at5820          -            164  1.9e-102  338.7   2.5   1   1  3.4e-105  2.2e-102  338.5   2.5     1   164    25   193    25   193 0.98 peptidyl-prolyl cis-trans isomerase 11, putative [Plasmodium vivax]
SCO72326.1           -            170 11848at5820          -            164     2e-62  208.5   0.5   1   1   3.7e-65   2.4e-62  208.3   0.5     5   163     4   169     2   170 0.93 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO70501.1           -            262 11848at5820          -            164   1.9e-42  143.6   1.9   1   1   4.2e-45   2.7e-42  143.1   1.9     8   146    96   241    92   252 0.88 cyclophilin, putative [Plasmodium vivax]
SCO74602.1           -            226 11848at5820          -            164   1.4e-37  127.7   0.2   1   1   2.9e-40   1.9e-37  127.3   0.2     6   163     7   173     3   174 0.93 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO75405.1           -            276 11848at5820          -            164     1e-33  115.2   2.7   1   1   2.1e-36   1.3e-33  114.8   2.7     3   155    60   214    58   224 0.91 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73250.1           -            737 11848at5820          -            164     2e-33  114.2   0.2   1   1   6.6e-36   4.1e-33  113.2   0.2     5   151   579   721   575   728 0.90 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO73055.1           -            203 11848at5820          -            164   1.8e-31  107.9   0.2   1   1   4.2e-34   2.7e-31  107.3   0.2    11   151    48   184    43   197 0.90 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO72649.1           -            167 11848at5820          -            164     9e-31  105.6   0.3   1   1     2e-33   1.2e-30  105.2   0.3    12   159     4   150     1   154 0.86 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO74839.1           -            456 11848at5820          -            164   2.3e-11   42.5   0.1   1   1   5.8e-14   3.6e-11   41.8   0.1     6   149    10   152     5   158 0.79 cyclophilin, putative [Plasmodium vivax]
SCO70517.1           -            587 11848at5820          -            164   8.1e-08   30.9   0.1   1   2   0.00017      0.11   11.0   0.1     6    67     6    73     3    86 0.77 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
SCO70517.1           -            587 11848at5820          -            164   8.1e-08   30.9   0.1   2   2   1.8e-06    0.0011   17.5   0.0    81   154   107   184    93   192 0.84 peptidyl-prolyl cis-trans isomerase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11848at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11848at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11848at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:56 2026
# [ok]
