#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   1  16  2.7e-189  1.7e-185  617.4  42.5     1   344     1   364     1   371 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   2  16     2e-38   1.2e-34  116.8   6.8   345   467   462   613   455   622 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   3  16     0.037   2.4e+02   -3.5   0.0   467   483   661   677   659   679 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   4  16     1e-61   6.5e-58  194.1  19.0   509   747   797  1143   741  1149 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   5  16   9.4e-26   5.9e-22   74.8   1.4   753   830  1224  1303  1191  1306 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   6  16  5.8e-117  3.6e-113  377.4  24.3   827  1074  1325  1599  1318  1601 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   7  16   7.1e-60   4.5e-56  188.0   4.9  1074  1195  1654  1779  1651  1783 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   8  16   5.7e-54   3.6e-50  168.4  11.3  1195  1322  1824  1962  1820  1966 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8   9  16   1.3e-71   7.9e-68  227.0  10.4  1318  1446  2007  2144  1989  2151 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8  10  16    1e-122  6.5e-119  396.5  24.6  1444  1719  2199  2537  2196  2542 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8  11  16  1.3e-234  7.9e-231  767.8  41.7  1719  2137  2635  3073  2633  3077 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8  12  16   4.1e-64   2.6e-60  202.0   4.2  2135  2238  3170  3273  3162  3283 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8  13  16  4.1e-136  2.6e-132  441.0  23.0  2237  2471  3311  3565  3306  3584 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8  14  16   2.9e-38   1.8e-34  116.3   5.4  2500  2593  3676  3781  3634  3784 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8  15  16   5.2e-67   3.3e-63  211.7   9.1  2592  2708  3820  3936  3817  3946 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74658.1           -           4211 92at5820             -           2904         0 4333.4 362.8  16  16   2.8e-97   1.8e-93  312.1  21.2  2707  2904  3991  4206  3981  4206 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/92at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/92at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/92at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:09:41 2026
# [ok]
