#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73248.1           -            432 7687at5820           -            308  7.5e-149  493.4  38.7   1   4   1.1e-61   2.2e-58  196.3   1.9     1   114     1   114     1   138 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73248.1           -            432 7687at5820           -            308  7.5e-149  493.4  38.7   2   4   1.5e-13   3.2e-10   38.1   2.1   103   157   147   211   134   222 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73248.1           -            432 7687at5820           -            308  7.5e-149  493.4  38.7   3   4     1e-13   2.1e-10   38.7   0.5   155   191   247   289   233   292 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73248.1           -            432 7687at5820           -            308  7.5e-149  493.4  38.7   4   4   6.6e-74   1.4e-70  236.4  13.7   167   308   291   432   289   432 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70845.1           -            502 7687at5820           -            308   6.8e-10   37.0  15.4   1   4     4e-08   8.4e-05   20.3   1.1    17    74    27    89    14    98 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70845.1           -            502 7687at5820           -            308   6.8e-10   37.0  15.4   2   4      0.38     8e+02   -2.6   0.1    58    71   222   233   208   269 0.65 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70845.1           -            502 7687at5820           -            308   6.8e-10   37.0  15.4   3   4    0.0051        11    3.6   0.0   199   222   351   374   331   399 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70845.1           -            502 7687at5820           -            308   6.8e-10   37.0  15.4   4   4   1.6e-08   3.4e-05   21.6   1.2   237   295   421   476   418   481 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72936.1           -             90 7687at5820           -            308   0.00067   17.4   0.8   1   1   3.9e-07   0.00083   17.1   0.8   214   262    25    73    17    89 0.86 cysteine-rich PDZ-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7687at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7687at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7687at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:02:52 2026
# [ok]
