#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   1  13   4.9e-59   3.5e-56  187.7   0.0     1   118     8   157     8   170 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   2  13   1.4e-09   9.8e-07   23.6   0.0   119   164   205   261   198   268 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   3  13  5.4e-102   3.7e-99  330.3   2.7   163   341   305   484   301   492 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   4  13  4.7e-120  3.3e-117  390.3  10.1   337   549   528   744   524   760 0.95 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   5  13         0         0 1174.4  62.7   546  1238   782  1527   780  1530 0.97 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   6  13    6e-103  4.2e-100  333.5   9.7  1234  1411  1568  1747  1558  1750 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   7  13  8.8e-210  6.2e-207  688.1  12.2  1411  1699  1789  2077  1781  2083 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   8  13         0         0 2931.8  80.3  1697  3039  2119  3518  2090  3526 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0   9  13  2.1e-211  1.5e-208  693.5  16.4  3037  3360  3577  3900  3571  3961 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0  10  13  1.3e-133  8.8e-131  435.3  14.0  3358  3609  4260  4513  4242  4524 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0  11  13  7.6e-142  5.3e-139  462.6   5.2  3608  3829  4551  4772  4549  4781 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0  12  13   8.6e-46     6e-43  143.8   1.3  3825  3915  4840  4930  4837  4938 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 45at5820             -           4216         0 8350.6 305.0  13  13  3.9e-187  2.7e-184  612.9  10.7  3911  4216  4987  5298  4974  5298 0.98 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   1   9         9   6.3e+03  -25.7  29.0   679   874    71   271    43   300 0.63 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   2   9         9   6.3e+03  -11.0  15.4  3343  3487   390   549   288   581 0.63 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   3   9         9   6.3e+03  -16.4  18.4   762   901  1348  1476  1292  1547 0.45 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   4   9   4.5e-30   3.1e-27   91.6  16.4   979  1221  1592  1834  1574  1857 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   5   9    7e-123  4.9e-120  399.7  23.2  1247  1695  1908  2358  1902  2373 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   6   9   1.1e-46   7.4e-44  146.8   8.7  1716  1948  2448  2682  2433  2690 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   7   9   1.7e-34   1.2e-31  106.3  20.5  2017  2304  2907  3198  2900  3214 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   8   9   2.9e-86     2e-83  278.1  61.0  2335  3178  3278  4066  3270  4074 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 45at5820             -           4216         0 1388.6 207.8   9   9  4.6e-139  3.2e-136  453.4  38.1  3179  4214  4213  5234  4211  5238 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   1  10         9   6.3e+03  -14.7  14.8   794   879   299   383   227   422 0.47 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   2  10         9   6.3e+03  -34.0  42.9   604   890   991  1299   965  1479 0.59 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   3  10         9   6.3e+03  -41.7  62.5   602   960  1568  1942  1559  1984 0.62 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   4  10  1.1e-148    8e-146  485.3  62.8   974  1926  2070  3029  2049  3075 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   5  10   5.4e-37   3.8e-34  114.6  17.9  2003  2350  3332  3693  3326  3705 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   6  10   3.2e-18   2.2e-15   52.3   7.5  2337  2501  3791  3959  3782  3975 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   7  10   9.3e-84   6.5e-81  269.8  70.2  2508  3342  4039  4845  4013  4854 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   8  10   2.3e-05     0.016    9.6   0.6  3394  3458  4856  4920  4846  4940 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5   9  10   2.6e-39   1.8e-36  122.3  27.9  3486  3947  5054  5493  5020  5515 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 45at5820             -           4216  1.5e-296  985.5 235.5  10  10   2.4e-11   1.6e-08   29.5   9.2  3956  4214  5615  5864  5601  5866 0.67 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 45at5820             -           4216  5.1e-259  861.0 109.0   1   6    8e-101   5.6e-98  326.4  35.7   671  1656  1191  2182  1143  2185 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 45at5820             -           4216  5.1e-259  861.0 109.0   2   6     4e-40   2.8e-37  125.0   0.1  1662  1880  2229  2459  2221  2481 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 45at5820             -           4216  5.1e-259  861.0 109.0   3   6  1.3e-107  9.4e-105  348.9  48.1  2007  3513  2701  4156  2687  4164 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 45at5820             -           4216  5.1e-259  861.0 109.0   4   6   7.3e-23   5.1e-20   67.7   0.7  3561  3815  4255  4516  4214  4530 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 45at5820             -           4216  5.1e-259  861.0 109.0   5   6   0.00019      0.13    6.5   0.2  3929  4032  4688  4790  4649  4804 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 45at5820             -           4216  5.1e-259  861.0 109.0   6   6     0.044        31   -1.3   0.0  4053  4089  4883  4919  4876  4948 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   1   9         9   6.3e+03  -17.1  16.2   437   664   252   471   207   545 0.54 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   2   9   1.1e-07   7.6e-05   17.3 137.1   600  1229   566  1212   456  1287 0.73 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   3   9     7e-32   4.9e-29   97.6  18.8  1303  1543  1350  1577  1343  1583 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   4   9   3.1e-18   2.1e-15   52.3   8.2  1556  1696  1655  1803  1644  1810 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   5   9   1.4e-17   9.5e-15   50.2  25.5  1692  1971  1954  2257  1949  2271 0.72 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   6   9   7.1e-45   4.9e-42  140.8 102.6  2000  3153  2583  3794  2578  3802 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   7   9     0.014       9.9    0.3  20.2  3164  3363  3924  4118  3921  4144 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   8   9   0.00032      0.22    5.8  15.5  3510  3711  4402  4594  4373  4611 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 45at5820             -           4216  7.5e-112  372.5 432.0   9   9   7.2e-24     5e-21   71.0  26.8  3727  4117  4720  5075  4705  5104 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   1  17         9   6.3e+03  -55.8  75.6   623  1173    84   660    70   677 0.66 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   2  17         9   6.3e+03  -29.6  40.8   671   920   684   943   661   988 0.75 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   3  17         9   6.3e+03  -40.2  51.7   775  1082   995  1305   940  1327 0.58 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   4  17   1.3e-10   8.8e-08   27.1  47.0   894  1234  1396  1728  1381  1742 0.81 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   5  17   8.3e-06    0.0058   11.1  19.5  1245  1403  1793  1949  1769  1962 0.78 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   6  17   3.1e-27   2.1e-24   82.2   6.6  1414  1542  2267  2395  2237  2426 0.86 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   7  17     7e-10   4.9e-07   24.6  15.4  1555  1758  2591  2805  2586  2819 0.80 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   8  17   3.6e-16   2.5e-13   45.5  24.1  1750  2023  2954  3235  2945  3272 0.79 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0   9  17       1.9   1.3e+03   -6.7   6.0   123   216  3254  3345  3230  3400 0.75 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0  10  17     9e-07   0.00063   14.3  20.5  1992  2135  3417  3564  3372  3576 0.83 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0  11  17   1.2e-21   8.6e-19   63.6  25.0  2137  2371  3620  3860  3611  3869 0.86 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0  12  17   1.9e-05     0.013    9.9   1.1  2352  2421  3992  4062  3977  4078 0.86 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0  13  17   0.00072      0.51    4.6  23.9  2437  2584  4212  4355  4184  4404 0.81 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 45at5820             -           4216   1.4e-81  272.0 267.0  14  17   3.5e-14   2.4e-11   38.9  51.9  2577  3166  4458  5012  4440  5019 0.80 dynein beta chain, putative [Plasmodium vivax]
