#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73788.1           -           1399 808at5820            -           1071         0 1976.7  76.5   1   6  6.9e-121  1.7e-118  395.6   3.1     1   185     1   193     1   197 0.94 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 808at5820            -           1071         0 1976.7  76.5   2   6  2.1e-111    5e-109  364.2   6.3   179   367   229   444   218   449 0.92 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 808at5820            -           1071         0 1976.7  76.5   3   6  3.2e-208  7.7e-206  684.8  21.5   368   755   537   959   529   969 0.94 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 808at5820            -           1071         0 1976.7  76.5   4   6      0.63   1.5e+02   -1.6   0.3   756   768  1003  1015  1001  1018 0.84 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 808at5820            -           1071         0 1976.7  76.5   5   6      0.03       7.3    2.8   2.1   762   778  1047  1063  1040  1078 0.81 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 808at5820            -           1071         0 1976.7  76.5   6   6  5.4e-170  1.3e-167  558.2   6.2   777  1070  1087  1398  1076  1399 0.95 coatomer alpha subunit, putative [Plasmodium vivax]
SCO71813.1           -           1013 808at5820            -           1071   1.4e-45  154.2  40.2   1   2   4.9e-46   1.2e-43  147.7  13.9     6   334    12   323     7   333 0.90 coatomer subunit beta, putative [Plasmodium vivax]
SCO71813.1           -           1013 808at5820            -           1071   1.4e-45  154.2  40.2   2   2    0.0005      0.12    8.7  18.3   490   730   545   797   537   870 0.72 coatomer subunit beta, putative [Plasmodium vivax]
SCO72485.1           -            595 808at5820            -           1071     1e-29  101.6   6.9   1   2     6e-20   1.5e-17   61.4   1.1    49   165   279   396   269   405 0.94 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 808at5820            -           1071     1e-29  101.6   6.9   2   2   4.3e-17   1.1e-14   51.9   0.5    12   150   368   505   365   581 0.87 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO73245.1           -            646 808at5820            -           1071   2.9e-21   73.6   7.3   1   4       6.9   1.7e+03   -5.0   3.3   874   896   150   172    40   261 0.58 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 808at5820            -           1071   2.9e-21   73.6   7.3   2   4     2e-12   4.9e-10   36.5   1.1   194   314   360   478   349   482 0.69 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 808at5820            -           1071   2.9e-21   73.6   7.3   3   4   2.9e-16     7e-14   49.2   0.6    51   167   449   566   448   579 0.93 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 808at5820            -           1071   2.9e-21   73.6   7.3   4   4      0.04       9.8    2.3   0.2   379   420   581   622   577   633 0.59 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72943.1           -            660 808at5820            -           1071   2.5e-17   60.6  13.4   1   4   4.4e-09   1.1e-06   25.4   0.2   190   274   113   194    83   225 0.61 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 808at5820            -           1071   2.5e-17   60.6  13.4   2   4   2.9e-06   0.00069   16.1   1.5   222   317   349   444   337   453 0.66 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 808at5820            -           1071   2.5e-17   60.6  13.4   3   4   1.1e-08   2.6e-06   24.1   0.8    37   166   431   569   423   579 0.73 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 808at5820            -           1071   2.5e-17   60.6  13.4   4   4     0.056        13    1.9   0.0   195   226   627   658   609   660 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO71232.1           -            322 808at5820            -           1071   4.3e-17   59.8   6.0   1   3      0.17        41    0.3   0.0   145   163    33    51    10    60 0.61 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 808at5820            -           1071   4.3e-17   59.8   6.0   2   3   1.2e-14     3e-12   43.8   0.7    48   165    68   189    57   196 0.84 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 808at5820            -           1071   4.3e-17   59.8   6.0   3   3   1.3e-06   0.00032   17.2   0.1   195   280   196   276   189   321 0.57 receptor for activated c kinase, putative [Plasmodium vivax]
SCO73958.1           -            644 808at5820            -           1071   1.3e-15   54.9   2.9   1   3      0.39        93   -0.9   0.0   170   207   256   296   205   305 0.78 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 808at5820            -           1071   1.3e-15   54.9   2.9   2   3   4.3e-05      0.01   12.2   0.0    89   145   427   483   421   485 0.94 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 808at5820            -           1071   1.3e-15   54.9   2.9   3   3   7.6e-16   1.8e-13   47.8   0.5     8   173   472   641   468   643 0.91 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO72425.1           -            498 808at5820            -           1071   4.9e-15   53.0   3.2   1   2   1.3e-12   3.2e-10   37.1   1.0    66   234   228   420   219   420 0.70 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 808at5820            -           1071   4.9e-15   53.0   3.2   2   2   9.7e-09   2.4e-06   24.3   0.4    15   161   349   497   347   498 0.78 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO71271.1           -            324 808at5820            -           1071   4.7e-14   49.8   6.7   1   2   2.7e-05    0.0065   12.9   0.3    91   163    35   109    28   113 0.68 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 808at5820            -           1071   4.7e-14   49.8   6.7   2   2   2.7e-12   6.5e-10   36.1   2.2    35   224   106   320   103   323 0.72 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO72276.1           -           1145 808at5820            -           1071     1e-13   48.6  11.4   1   3         1   2.5e+02   -2.3   2.3   490   561   442   510   338   515 0.62 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO72276.1           -           1145 808at5820            -           1071     1e-13   48.6  11.4   2   3   4.3e-16     1e-13   48.6  11.4    66   332   543   813   535   825 0.77 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO72276.1           -           1145 808at5820            -           1071     1e-13   48.6  11.4   3   3      0.17        42    0.2   1.2   452   523  1064  1142  1040  1145 0.67 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO74435.1           -           1215 808at5820            -           1071     5e-13   46.4  28.0   1   5   1.6e-07   3.9e-05   20.2   0.3     9   102    66   160    64   164 0.93 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 808at5820            -           1071     5e-13   46.4  28.0   2   5   3.8e-08   9.2e-06   22.3   2.1   239   331   160   252   157   285 0.86 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 808at5820            -           1071     5e-13   46.4  28.0   3   5      0.52   1.3e+02   -1.3   0.1    49   105   610   663   592   683 0.54 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 808at5820            -           1071     5e-13   46.4  28.0   4   5   3.2e-08   7.6e-06   22.6   2.0   187   309   842   963   809   998 0.71 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 808at5820            -           1071     5e-13   46.4  28.0   5   5       6.9   1.7e+03   -5.0   1.0   572   612  1101  1141  1076  1157 0.70 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO70813.1           -            499 808at5820            -           1071   1.1e-10   38.7   5.1   1   3   4.9e-09   1.2e-06   25.3   0.1     2    81    58   139    57   146 0.80 protein SOF1, putative [Plasmodium vivax]
SCO70813.1           -            499 808at5820            -           1071   1.1e-10   38.7   5.1   2   3      0.58   1.4e+02   -1.5   0.0    57   103   217   261   212   281 0.66 protein SOF1, putative [Plasmodium vivax]
SCO70813.1           -            499 808at5820            -           1071   1.1e-10   38.7   5.1   3   3   9.9e-06    0.0024   14.3   1.4    22   175   265   421   249   466 0.78 protein SOF1, putative [Plasmodium vivax]
SCO73165.1           -           1236 808at5820            -           1071   5.4e-10   36.3  18.4   1   4      0.88   2.1e+02   -2.1   0.5   655   736   346   430   316   470 0.49 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO73165.1           -           1236 808at5820            -           1071   5.4e-10   36.3  18.4   2   4   1.9e-08   4.7e-06   23.3   4.3   191   333   902  1044   899  1079 0.76 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO73165.1           -           1236 808at5820            -           1071   5.4e-10   36.3  18.4   3   4     0.015       3.6    3.8   0.3   243   290  1081  1130  1042  1136 0.53 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO73165.1           -           1236 808at5820            -           1071   5.4e-10   36.3  18.4   4   4   4.5e-07   0.00011   18.8   0.1   212   287  1141  1214  1123  1224 0.76 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO75623.1           -            503 808at5820            -           1071     1e-08   32.1   1.1   1   1     8e-11   1.9e-08   31.2   1.1   192   278   273   358   263   394 0.86 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO73910.1           -            720 808at5820            -           1071   1.7e-08   31.4   9.2   1   3   0.00069      0.17    8.2   2.9    22   128   301   405   291   418 0.79 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO73910.1           -            720 808at5820            -           1071   1.7e-08   31.4   9.2   2   3   2.6e-07   6.3e-05   19.5   1.4   188   279   495   583   459   587 0.83 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO73910.1           -            720 808at5820            -           1071   1.7e-08   31.4   9.2   3   3   5.8e-09   1.4e-06   25.0   1.3     5   122   587   705   581   711 0.88 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO70524.1           -           1071 808at5820            -           1071   1.2e-07   28.5   8.0   1   4     0.014       3.4    3.9   0.2   201   311   118   232    81   242 0.68 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 808at5820            -           1071   1.2e-07   28.5   8.0   2   4      0.14        33    0.6   0.1   105   146   353   395   337   409 0.82 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 808at5820            -           1071   1.2e-07   28.5   8.0   3   4   6.7e-05     0.016   11.6   0.0   107   170   423   487   408   495 0.85 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 808at5820            -           1071   1.2e-07   28.5   8.0   4   4   1.7e-05     0.004   13.6   0.4    72   164   547   647   535   655 0.75 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO71350.1           -            458 808at5820            -           1071   1.2e-07   28.5   0.3   1   1   7.4e-10   1.8e-07   28.0   0.3   193   276   321   404   295   432 0.88 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO75189.1           -            524 808at5820            -           1071     2e-07   27.8   9.8   1   1   2.3e-09   5.5e-07   26.4   9.5   190   376   211   400   181   424 0.72 alternative splicing regulator, putative [Plasmodium vivax]
SCO71635.1           -            642 808at5820            -           1071   4.6e-07   26.6   0.2   1   2   9.8e-09   2.4e-06   24.3   0.4    10   163   343   499   336   519 0.84 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71635.1           -            642 808at5820            -           1071   4.6e-07   26.6   0.2   2   2      0.33        79   -0.6   0.0   118   163   538   584   526   587 0.77 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71705.1           -            706 808at5820            -           1071   6.4e-07   26.1  15.3   1   2   5.5e-08   1.3e-05   21.8   1.6   196   244   184   233   156   251 0.86 WD repeat-containing protein 70, putative [Plasmodium vivax]
SCO71705.1           -            706 808at5820            -           1071   6.4e-07   26.1  15.3   2   2   5.9e-07   0.00014   18.4   6.2   133   272   185   325   180   341 0.47 WD repeat-containing protein 70, putative [Plasmodium vivax]
SCO75650.1           -            472 808at5820            -           1071   1.2e-05   21.9   3.7   1   2   1.8e-07   4.4e-05   20.1   0.2     4    87   211   295   206   316 0.84 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 808at5820            -           1071   1.2e-05   21.9   3.7   2   2     0.039       9.3    2.4   0.3   213   276   325   390   308   417 0.77 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75751.1           -            565 808at5820            -           1071   1.4e-05   21.7   0.1   1   1   8.1e-08     2e-05   21.2   0.1    77   167    58   159    44   212 0.74 coronin, putative [Plasmodium vivax]
SCO73776.1           -            361 808at5820            -           1071     6e-05   19.6   0.2   1   1   3.4e-07   8.3e-05   19.1   0.2   196   325   189   321   179   327 0.80 diphthine methyltransferase, putative [Plasmodium vivax]
SCO75463.1           -            430 808at5820            -           1071   0.00018   18.0   3.1   1   1   9.9e-07   0.00024   17.6   3.1   134   304   227   396   209   421 0.71 protein TSSC1, putative [Plasmodium vivax]
SCO72538.1           -            616 808at5820            -           1071   0.00046   16.7   0.3   1   2   9.9e-05     0.024   11.0   0.0    33   124   227   322   212   328 0.62 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72538.1           -            616 808at5820            -           1071   0.00046   16.7   0.3   2   2     0.021       5.1    3.3   0.0   139   164   584   609   549   612 0.74 WD repeat-containing protein, putative [Plasmodium vivax]
SCO75552.1           -            445 808at5820            -           1071    0.0014   15.1   0.4   1   1   8.1e-06     0.002   14.6   0.4    12    89    78   158    67   240 0.67 WD repeat-containing protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/808at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/808at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/808at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:19 2026
# [ok]
