#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71271.1           -            324 8053at5820           -            274  6.3e-157  519.5   9.9   1   1  1.4e-158  2.2e-156  517.7   9.9     1   274    21   324    21   324 0.94 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO72943.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   1   4   1.1e-07   1.7e-05   22.8   0.1     7   255   115   216   107   228 0.48 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   2   4   1.7e-07   2.7e-05   22.2   0.5    29   110   341   425   322   443 0.86 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   3   4   2.5e-12   3.9e-10   38.1   0.2    12    86   493   567   487   578 0.89 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 8053at5820           -            274   2.1e-27   94.7   9.0   4   4   0.00028     0.045   11.6   0.0    10    38   627   655   617   659 0.80 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO74435.1           -           1215 8053at5820           -            274   1.2e-21   75.8  32.1   1   7   1.6e-05    0.0025   15.8   0.4   175   252    36   116    23   117 0.88 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 8053at5820           -            274   1.2e-21   75.8  32.1   2   7   1.4e-11   2.2e-09   35.6   6.0    50   131   102   199    97   225 0.77 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 8053at5820           -            274   1.2e-21   75.8  32.1   3   7       1.5   2.4e+02   -0.6   0.0   127   169   250   293   228   302 0.80 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 8053at5820           -            274   1.2e-21   75.8  32.1   4   7      0.23        37    2.1   0.1    94   128   608   642   593   655 0.71 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 8053at5820           -            274   1.2e-21   75.8  32.1   5   7   0.00016     0.025   12.5   0.4    48   126   642   722   611   726 0.78 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 8053at5820           -            274   1.2e-21   75.8  32.1   6   7     7e-10   1.1e-07   30.0   2.0    16   135   815   934   808   961 0.84 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 8053at5820           -            274   1.2e-21   75.8  32.1   7   7       4.1   6.5e+02   -2.0   0.0    75   111  1001  1037   983  1040 0.80 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO71232.1           -            322 8053at5820           -            274   3.1e-18   64.6   3.9   1   3   1.7e-12   2.7e-10   38.6   0.2    11   125    17   141     9   143 0.83 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 8053at5820           -            274   3.1e-18   64.6   3.9   2   3   2.6e-11   4.1e-09   34.7   0.5    13   127   112   230   112   236 0.87 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 8053at5820           -            274   3.1e-18   64.6   3.9   3   3    0.0043      0.68    7.8   0.0   214   235   299   320   291   322 0.87 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71813.1           -           1013 8053at5820           -            274   5.7e-18   63.8  26.6   1   2     9e-16   1.4e-13   49.3  11.0     9   269    10   258     4   262 0.89 coatomer subunit beta, putative [Plasmodium vivax]
SCO71813.1           -           1013 8053at5820           -            274   5.7e-18   63.8  26.6   2   2     1e-09   1.6e-07   29.5   7.6    15   125   143   262   138   392 0.58 coatomer subunit beta, putative [Plasmodium vivax]
SCO73165.1           -           1236 8053at5820           -            274   2.6e-17   61.6  12.3   1   4   1.7e-11   2.6e-09   35.3   0.9     9    91   905   988   902   994 0.89 WD repeat-containing protein 26, putative [Plasmodium vivax]
