#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72703.1           -            792 3154at5820           -            664         0 1363.3  64.5   1   4   5.8e-14     4e-11   40.5   1.9     3    47    19    69    17    74 0.86 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3154at5820           -            664         0 1363.3  64.5   2   4  2.8e-109    2e-106  355.4   9.8    39   223    86   281    75   286 0.96 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3154at5820           -            664         0 1363.3  64.5   3   4  2.8e-159    2e-156  520.6  14.9   217   455   316   554   308   558 0.98 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 3154at5820           -            664         0 1363.3  64.5   4   4  1.8e-142  1.3e-139  465.1  14.4   454   664   582   792   574   792 0.99 protein GCN20, putative [Plasmodium vivax]
SCO73121.1           -           1464 3154at5820           -            664   1.8e-13   48.3  20.1   1   5   7.9e-05     0.055   10.3   0.7   455   548   391   492   354   498 0.69 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 3154at5820           -            664   1.8e-13   48.3  20.1   2   5     1e-07   7.2e-05   19.8   0.2   568   637   579   651   540   665 0.79 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 3154at5820           -            664   1.8e-13   48.3  20.1   3   5     0.069        48    0.6   1.4    14   108   715   814   704   832 0.73 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 3154at5820           -            664   1.8e-13   48.3  20.1   4   5   0.00033      0.23    8.2   0.1   405   507  1121  1225  1113  1242 0.69 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 3154at5820           -            664   1.8e-13   48.3  20.1   5   5   2.2e-07   0.00015   18.7   0.0   263   322  1355  1418  1310  1452 0.72 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 3154at5820           -            664   3.8e-13   47.2  43.6   1   5     8e-06    0.0056   13.6   5.2   105   216   158   270   147   302 0.76 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 3154at5820           -            664   3.8e-13   47.2  43.6   2   5   1.4e-07   9.8e-05   19.4  10.3   252   336   471   558   426   597 0.80 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 3154at5820           -            664   3.8e-13   47.2  43.6   3   5      0.35   2.4e+02   -1.8   1.3   336   388   598   650   572   667 0.66 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 3154at5820           -            664   3.8e-13   47.2  43.6   4   5   0.00032      0.22    8.3   0.1   457   497   814   854   776   865 0.88 ABC transporter F family member 1, putative [Plasmodium vivax]
SCO75332.1           -           1280 3154at5820           -            664   3.8e-13   47.2  43.6   5   5   2.4e-09   1.7e-06   25.2   1.2   569   633  1029  1094   996  1118 0.84 ABC transporter F family member 1, putative [Plasmodium vivax]
