#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   1   8  9.4e-114  7.4e-111  370.1   0.0     5   249     4   278     1   285 0.82 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   2   8  5.8e-107  4.6e-104  347.6   5.5   248   431   309   495   305   499 0.97 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   3   8   1.5e-10   1.2e-07   28.0   0.0   429   481   519   581   508   585 0.77 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   4   8  5.4e-194  4.3e-191  636.2   0.3   481   854   612  1029   608  1033 0.92 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   5   8  7.4e-119  5.8e-116  387.1  11.4   852  1123  1056  1365  1054  1376 0.87 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   6   8   0.00082      0.65    5.6   0.0  1121  1147  1441  1467  1439  1479 0.86 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   7   8  3.3e-105  2.6e-102  341.8   4.9  1146  1369  1515  1738  1506  1746 0.97 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO73267.1           -           2228 367at5820            -           1769         0 2683.8  46.4   8   8    1e-175  8.2e-173  575.5   0.1  1383  1769  1818  2228  1812  2228 0.93 guanidine nucleotide exchange factor, putative [Plasmodium vivax]
SCO72860.1           -            453 367at5820            -           1769   3.6e-33  112.6  17.9   1   2     4e-26   3.2e-23   79.6  10.0   189   382    88   296    72   305 0.83 UVB-resistance protein UVR8 homologue [Plasmodium vivax]
SCO72860.1           -            453 367at5820            -           1769   3.6e-33  112.6  17.9   2   2   2.9e-13   2.3e-10   37.0   0.7   191   302   318   431   309   444 0.78 UVB-resistance protein UVR8 homologue [Plasmodium vivax]
SCO73520.1           -            479 367at5820            -           1769   1.2e-23   81.1  14.6   1   2   7.3e-15   5.7e-12   42.3   1.9   490   592    71   168    64   179 0.86 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO73520.1           -            479 367at5820            -           1769   1.2e-23   81.1  14.6   2   2   2.3e-15   1.8e-12   44.0   5.3   168   350   212   406   174   411 0.78 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO72837.1           -            965 367at5820            -           1769   4.7e-23   79.0  14.4   1   2   1.7e-14   1.3e-11   41.1   3.1   474   609    18   152     8   166 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72837.1           -            965 367at5820            -           1769   4.7e-23   79.0  14.4   2   2   3.6e-15   2.8e-12   43.3   3.6   626   794   261   437   240   474 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70462.1           -            686 367at5820            -           1769   4.4e-13   46.0   9.3   1   4    0.0001     0.078    8.7   0.0   201   239    40    78    20    85 0.87 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70462.1           -            686 367at5820            -           1769   4.4e-13   46.0   9.3   2   4   0.00077      0.61    5.7   0.1   542   570    93   121    81   134 0.58 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70462.1           -            686 367at5820            -           1769   4.4e-13   46.0   9.3   3   4   0.00017      0.13    7.9   0.2   743   835   180   282   171   292 0.71 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70462.1           -            686 367at5820            -           1769   4.4e-13   46.0   9.3   4   4   6.6e-11   5.2e-08   29.2   0.5   271   383   263   375   263   394 0.79 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70751.1           -            585 367at5820            -           1769     4e-09   32.9  18.6   1   5   0.00079      0.62    5.7   0.2   352   402    58   110    18   135 0.79 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70751.1           -            585 367at5820            -           1769     4e-09   32.9  18.6   2   5    0.0088       6.9    2.2   1.8   471   549   149   227   126   234 0.75 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70751.1           -            585 367at5820            -           1769     4e-09   32.9  18.6   3   5   4.9e-08   3.8e-05   19.7   0.1   545   581   360   396   341   408 0.92 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70751.1           -            585 367at5820            -           1769     4e-09   32.9  18.6   4   5     0.078        61   -0.9   0.0   693   726   434   472   420   498 0.67 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO70751.1           -            585 367at5820            -           1769     4e-09   32.9  18.6   5   5   2.1e-06    0.0017   14.2   0.3   197   246   504   552   494   558 0.75 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO71954.1           -           2555 367at5820            -           1769   7.7e-09   31.9   5.0   1   3     1e-05    0.0081   12.0   0.9   199   290    80   168    29   173 0.71 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO71954.1           -           2555 367at5820            -           1769   7.7e-09   31.9   5.0   2   3   9.8e-12   7.7e-09   31.9   5.0   490   630   220   354   197   441 0.64 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO71954.1           -           2555 367at5820            -           1769   7.7e-09   31.9   5.0   3   3         8   6.3e+03  -10.2  10.6  1601  1692  1851  1943  1826  1972 0.58 regulator of chromosome condensation, putative [Plasmodium vivax]
SCO72918.1           -            985 367at5820            -           1769   9.9e-08   28.2   2.0   1   2   1.3e-10     1e-07   28.2   0.1   193   287   234   337   204   356 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72918.1           -            985 367at5820            -           1769   9.9e-08   28.2   2.0   2   2     0.098        77   -1.2   0.2   656   694   447   485   441   526 0.58 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/367at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/367at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/367at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:16 2026
# [ok]
